current_density_A_per_m2,voltage_V
0.000000,1.205531
172.284213,0.000000
344.568426,0.000000
516.852639,0.000000
689.136851,0.000000
861.421064,0.000000
1033.705277,0.000000
1205.989490,0.000000
1378.273703,0.000000
1550.557916,0.000000
1722.842128,0.000000
1895.126341,0.000000
2067.410554,0.000000
2239.694767,0.000000
2411.978980,0.000000
2584.263193,0.000000
2756.547405,0.000000
2928.831618,0.000000
3101.115831,0.000000
3273.400044,0.000000
3445.684257,0.000000
3617.968470,0.000000
3790.252683,0.000000
3962.536895,0.000000
4134.821108,0.000000
4307.105321,0.000000
4479.389534,0.000000
4651.673747,0.000000
4823.957960,0.000000
4996.242172,0.000000
5168.526385,0.000000
5340.810598,0.000000
5513.094811,0.000000
5685.379024,0.000000
5857.663237,0.000000
6029.947449,0.000000
6202.231662,0.000000
6374.515875,0.000000
6546.800088,0.000000
6719.084301,0.000000
6891.368514,0.000000
7063.652727,0.000000
7235.936939,0.000000
7408.221152,0.000000
7580.505365,0.000000
7752.789578,0.000000
7925.073791,0.000000
8097.358004,0.000000
8269.642216,0.000000
8441.926429,0.000000
8614.210642,0.000000
8786.494855,0.000000
8958.779068,0.000000
9131.063281,0.000000
9303.347493,0.000000
9475.631706,0.000000
9647.915919,0.000000
9820.200132,0.000000
9992.484345,0.000000
10164.768558,0.000000
