current_density_A_per_m2,voltage_V
0.000000,1.205634
174.625054,0.000000
349.250108,0.000000
523.875161,0.000000
698.500215,0.000000
873.125269,0.000000
1047.750323,0.000000
1222.375376,0.000000
1397.000430,0.000000
1571.625484,0.000000
1746.250538,0.000000
1920.875591,0.000000
2095.500645,0.000000
2270.125699,0.000000
2444.750753,0.000000
2619.375806,0.000000
2794.000860,0.000000
2968.625914,0.000000
3143.250968,0.000000
3317.876021,0.000000
3492.501075,0.000000
3667.126129,0.000000
3841.751183,0.000000
4016.376236,0.000000
4191.001290,0.000000
4365.626344,0.000000
4540.251398,0.000000
4714.876451,0.000000
4889.501505,0.000000
5064.126559,0.000000
5238.751613,0.000000
5413.376666,0.000000
5588.001720,0.000000
5762.626774,0.000000
5937.251828,0.000000
6111.876881,0.000000
6286.501935,0.000000
6461.126989,0.000000
6635.752043,0.000000
6810.377096,0.000000
6985.002150,0.000000
7159.627204,0.000000
7334.252258,0.000000
7508.877312,0.000000
7683.502365,0.000000
7858.127419,0.000000
8032.752473,0.000000
8207.377527,0.000000
8382.002580,0.000000
8556.627634,0.000000
8731.252688,0.000000
8905.877742,0.000000
9080.502795,0.000000
9255.127849,0.000000
9429.752903,0.000000
9604.377957,0.000000
9779.003010,0.000000
9953.628064,0.000000
10128.253118,0.000000
10302.878172,0.000000
