current_density_A_per_cm2,voltage_V
0.010000,1.043392
0.023733,0.988510
0.037466,0.940913
0.051199,0.894980
0.064932,0.846061
0.078665,0.786329
0.092398,0.685487
0.106131,0.506924
0.119864,0.491445
0.133597,0.476892
0.147330,0.463107
0.161063,0.449967
0.174796,0.437379
0.188529,0.425268
0.202262,0.413572
0.215995,0.402241
0.229728,0.391235
0.243461,0.380519
0.257194,0.370062
0.270927,0.359841
0.284660,0.349832
0.298393,0.340019
0.312126,0.330383
0.325859,0.320911
0.339592,0.311589
0.353325,0.302407
0.367058,0.293355
0.380791,0.284423
0.394524,0.275604
0.408257,0.266889
0.421990,0.258273
0.435723,0.249749
0.449456,0.241311
0.463189,0.232956
0.476922,0.224678
0.490655,0.216473
0.504388,0.208337
0.518121,0.200267
0.531854,0.192259
0.545587,0.184311
0.559320,0.176418
0.573053,0.168580
0.586787,0.160792
0.600520,0.153054
0.614253,0.145362
0.627986,0.137716
0.641719,0.130112
0.655452,0.122550
0.669185,0.115027
0.682918,0.107542
