current_density_A_per_cm2,voltage_V
0.010000,1.066470
0.040018,0.971855
0.070036,0.902347
0.100053,0.839626
0.130071,0.774834
0.160089,0.694940
0.190107,0.512936
0.220125,0.410314
0.250142,0.386149
0.280160,0.363198
0.310178,0.341231
0.340196,0.320075
0.370213,0.299601
0.400231,0.279708
0.430249,0.260315
0.460267,0.241357
0.490285,0.222783
0.520302,0.204547
0.550320,0.186614
0.580338,0.168952
0.610356,0.151535
0.640374,0.134340
0.670391,0.117348
0.700409,0.100540
0.730427,0.083903
0.760445,0.067422
0.790462,0.051086
0.820480,0.050000
0.850498,0.050000
0.880516,0.050000
0.910534,0.050000
0.940551,0.050000
0.970569,0.050000
1.000587,0.050000
1.030605,0.050000
1.060623,0.050000
1.090640,0.050000
1.120658,0.050000
1.150676,0.050000
1.180694,0.050000
1.210711,0.050000
1.240729,0.050000
1.270747,0.050000
1.300765,0.050000
1.330783,0.050000
1.360800,0.050000
1.390818,0.050000
1.420836,0.050000
1.450854,0.050000
1.480872,0.050000
