current_density_A_per_cm2,voltage_V
0.010000,1.066829
0.040194,0.973871
0.070389,0.906511
0.100583,0.846893
0.130777,0.787428
0.160972,0.719961
0.191166,0.620361
0.221360,0.412948
0.251555,0.389074
0.281749,0.366407
0.311943,0.344716
0.342138,0.323831
0.372332,0.303622
0.402526,0.283990
0.432720,0.264854
0.462915,0.246151
0.493109,0.227828
0.523303,0.209841
0.553498,0.192155
0.583692,0.174737
0.613886,0.157563
0.644081,0.140609
0.674275,0.123855
0.704469,0.107286
0.734664,0.090885
0.764858,0.074639
0.795052,0.058537
0.825247,0.050000
0.855441,0.050000
0.885635,0.050000
0.915830,0.050000
0.946024,0.050000
0.976218,0.050000
1.006413,0.050000
1.036607,0.050000
1.066801,0.050000
1.096995,0.050000
1.127190,0.050000
1.157384,0.050000
1.187578,0.050000
1.217773,0.050000
1.247967,0.050000
1.278161,0.050000
1.308356,0.050000
1.338550,0.050000
1.368744,0.050000
1.398939,0.050000
1.429133,0.050000
1.459327,0.050000
1.489522,0.050000
