current_density_A_per_m2,voltage_V
0.000000,1.210314
280.955423,0.000000
561.910847,0.000000
842.866270,0.000000
1123.821693,0.000000
1404.777116,0.000000
1685.732540,0.000000
1966.687963,0.000000
2247.643386,0.000000
2528.598809,0.000000
2809.554233,0.000000
3090.509656,0.000000
3371.465079,0.000000
3652.420503,0.000000
3933.375926,0.000000
4214.331349,0.000000
4495.286772,0.000000
4776.242196,0.000000
5057.197619,0.000000
5338.153042,0.000000
5619.108466,0.000000
5900.063889,0.000000
6181.019312,0.000000
6461.974735,0.000000
6742.930159,0.000000
7023.885582,0.000000
7304.841005,0.000000
7585.796428,0.000000
7866.751852,0.000000
8147.707275,0.000000
8428.662698,0.000000
8709.618122,0.000000
8990.573545,0.000000
9271.528968,0.000000
9552.484391,0.000000
9833.439815,0.000000
10114.395238,0.000000
10395.350661,0.000000
10676.306085,0.000000
10957.261508,0.000000
11238.216931,0.000000
11519.172354,0.000000
11800.127778,0.000000
12081.083201,0.000000
12362.038624,0.000000
12642.994047,0.000000
12923.949471,0.000000
13204.904894,0.000000
13485.860317,0.000000
13766.815741,0.000000
14047.771164,0.000000
14328.726587,0.000000
14609.682010,0.000000
14890.637434,0.000000
15171.592857,0.000000
15452.548280,0.000000
15733.503703,0.000000
16014.459127,0.000000
16295.414550,0.000000
16576.369973,0.000000
