current_density_A_per_cm2,voltage_V
0.010000,1.061182
0.017494,1.033386
0.024987,1.009493
0.032481,0.988253
0.039974,0.968914
0.047468,0.950987
0.054961,0.934133
0.062455,0.918107
0.069949,0.902720
0.077442,0.887824
0.084936,0.873297
0.092429,0.859033
0.099923,0.844939
0.107417,0.830929
0.114910,0.816917
0.122404,0.802817
0.129897,0.788536
0.137391,0.773971
0.144884,0.759001
0.152378,0.743476
0.159872,0.727208
0.167365,0.709941
0.174859,0.691316
0.182352,0.670796
0.189846,0.647513
0.197339,0.619911
0.204833,0.584726
0.212327,0.532910
0.219820,0.409771
0.227314,0.402427
0.234807,0.396508
0.242301,0.390673
0.249795,0.384919
0.257288,0.379241
0.264782,0.373635
0.272275,0.368096
0.279769,0.362623
0.287262,0.357211
0.294756,0.351857
0.302250,0.346560
0.309743,0.341315
0.317237,0.336121
0.324730,0.330976
0.332224,0.325878
0.339718,0.320824
0.347211,0.315812
0.354705,0.310842
0.362198,0.305911
0.369692,0.301017
0.377185,0.296161
