current_density_A_per_cm2,voltage_V
0.010000,1.056070
0.039583,0.960271
0.069165,0.886291
0.098748,0.813722
0.128331,0.722897
0.157913,0.462349
0.187496,0.435603
0.217078,0.410824
0.246661,0.387549
0.276244,0.365460
0.305826,0.344331
0.335409,0.323996
0.364992,0.304326
0.394574,0.285223
0.424157,0.266610
0.453740,0.248423
0.483322,0.230610
0.512905,0.213128
0.542487,0.195942
0.572070,0.179022
0.601653,0.162341
0.631235,0.145877
0.660818,0.129611
0.690401,0.113526
0.719983,0.097607
0.749566,0.081842
0.779149,0.066218
0.808731,0.050726
0.838314,0.050000
0.867896,0.050000
0.897479,0.050000
0.927062,0.050000
0.956644,0.050000
0.986227,0.050000
1.015810,0.050000
1.045392,0.050000
1.074975,0.050000
1.104558,0.050000
1.134140,0.050000
1.163723,0.050000
1.193305,0.050000
1.222888,0.050000
1.252471,0.050000
1.282053,0.050000
1.311636,0.050000
1.341219,0.050000
1.370801,0.050000
1.400384,0.050000
1.429967,0.050000
1.459549,0.050000
