current_density_A_per_m2,voltage_V
0.000000,1.207910
226.324847,0.000000
452.649695,0.000000
678.974542,0.000000
905.299389,0.000000
1131.624237,0.000000
1357.949084,0.000000
1584.273931,0.000000
1810.598778,0.000000
2036.923626,0.000000
2263.248473,0.000000
2489.573320,0.000000
2715.898168,0.000000
2942.223015,0.000000
3168.547862,0.000000
3394.872710,0.000000
3621.197557,0.000000
3847.522404,0.000000
4073.847252,0.000000
4300.172099,0.000000
4526.496946,0.000000
4752.821794,0.000000
4979.146641,0.000000
5205.471488,0.000000
5431.796335,0.000000
5658.121183,0.000000
5884.446030,0.000000
6110.770877,0.000000
6337.095725,0.000000
6563.420572,0.000000
6789.745419,0.000000
7016.070267,0.000000
7242.395114,0.000000
7468.719961,0.000000
7695.044809,0.000000
7921.369656,0.000000
8147.694503,0.000000
8374.019351,0.000000
8600.344198,0.000000
8826.669045,0.000000
9052.993892,0.000000
9279.318740,0.000000
9505.643587,0.000000
9731.968434,0.000000
9958.293282,0.000000
10184.618129,0.000000
10410.942976,0.000000
10637.267824,0.000000
10863.592671,0.000000
11089.917518,0.000000
11316.242366,0.000000
11542.567213,0.000000
11768.892060,0.000000
11995.216908,0.000000
12221.541755,0.000000
12447.866602,0.000000
12674.191449,0.000000
12900.516297,0.000000
13126.841144,0.000000
13353.165991,0.000000
