current_density_A_per_m2,voltage_V
0.000000,1.210558
286.489704,0.000000
572.979408,0.000000
859.469112,0.000000
1145.958816,0.000000
1432.448520,0.000000
1718.938224,0.000000
2005.427928,0.000000
2291.917632,0.000000
2578.407336,0.000000
2864.897040,0.000000
3151.386744,0.000000
3437.876448,0.000000
3724.366152,0.000000
4010.855856,0.000000
4297.345560,0.000000
4583.835264,0.000000
4870.324968,0.000000
5156.814672,0.000000
5443.304376,0.000000
5729.794080,0.000000
6016.283784,0.000000
6302.773488,0.000000
6589.263192,0.000000
6875.752896,0.000000
7162.242600,0.000000
7448.732304,0.000000
7735.222008,0.000000
8021.711712,0.000000
8308.201417,0.000000
8594.691121,0.000000
8881.180825,0.000000
9167.670529,0.000000
9454.160233,0.000000
9740.649937,0.000000
10027.139641,0.000000
10313.629345,0.000000
10600.119049,0.000000
10886.608753,0.000000
11173.098457,0.000000
11459.588161,0.000000
11746.077865,0.000000
12032.567569,0.000000
12319.057273,0.000000
12605.546977,0.000000
12892.036681,0.000000
13178.526385,0.000000
13465.016089,0.000000
13751.505793,0.000000
14037.995497,0.000000
14324.485201,0.000000
14610.974905,0.000000
14897.464609,0.000000
15183.954313,0.000000
15470.444017,0.000000
15756.933721,0.000000
16043.423425,0.000000
16329.913129,0.000000
16616.402833,0.000000
16902.892537,0.000000
