current_density_A_per_cm2,voltage_V
0.010000,1.039214
0.014899,1.020171
0.019798,1.002893
0.024697,0.986932
0.029596,0.971978
0.034495,0.957802
0.039394,0.944231
0.044293,0.931128
0.049192,0.918379
0.054091,0.905889
0.058989,0.893572
0.063888,0.881349
0.068787,0.869146
0.073686,0.856884
0.078585,0.844486
0.083484,0.831863
0.088383,0.818915
0.093282,0.805524
0.098181,0.791542
0.103080,0.776778
0.107979,0.760975
0.112878,0.743765
0.117777,0.724595
0.122676,0.702567
0.127575,0.676052
0.132474,0.641584
0.137373,0.589267
0.142272,0.469722
0.147170,0.465159
0.152069,0.460677
0.156968,0.456272
0.161867,0.451939
0.166766,0.447675
0.171665,0.443476
0.176564,0.439339
0.181463,0.435260
0.186362,0.431238
0.191261,0.427268
0.196160,0.423350
0.201059,0.419480
0.205958,0.415656
0.210857,0.411877
0.215756,0.408141
0.220655,0.404445
0.225554,0.400789
0.230453,0.397170
0.235351,0.393588
0.240250,0.390040
0.245149,0.386525
0.250048,0.383043
