current_density_A_per_cm2,voltage_V
0.010000,1.054487
0.017393,1.026070
0.024785,1.001301
0.032178,0.978966
0.039571,0.958325
0.046964,0.938882
0.054356,0.920280
0.061749,0.902241
0.069142,0.884536
0.076535,0.866959
0.083927,0.849309
0.091320,0.831374
0.098713,0.812912
0.106106,0.793621
0.113498,0.773096
0.120891,0.750744
0.128284,0.725618
0.135676,0.696011
0.143069,0.658279
0.150462,0.601793
0.157855,0.458761
0.165247,0.451813
0.172640,0.445020
0.180033,0.438370
0.187426,0.431852
0.194818,0.425457
0.202211,0.419178
0.209604,0.413005
0.216997,0.406933
0.224389,0.400956
0.231782,0.395067
0.239175,0.389262
0.246567,0.383535
0.253960,0.377884
0.261353,0.372302
0.268746,0.366788
0.276138,0.361337
0.283531,0.355947
0.290924,0.350614
0.298317,0.345336
0.305709,0.340111
0.313102,0.334935
0.320495,0.329807
0.327887,0.324725
0.335280,0.319686
0.342673,0.314690
0.350066,0.309734
0.357458,0.304816
0.364851,0.299936
0.372244,0.295091
