current_density_A_per_m2,voltage_V
0.000000,1.206243
188.448087,0.000000
376.896173,0.000000
565.344260,0.000000
753.792346,0.000000
942.240433,0.000000
1130.688520,0.000000
1319.136606,0.000000
1507.584693,0.000000
1696.032780,0.000000
1884.480866,0.000000
2072.928953,0.000000
2261.377039,0.000000
2449.825126,0.000000
2638.273213,0.000000
2826.721299,0.000000
3015.169386,0.000000
3203.617473,0.000000
3392.065559,0.000000
3580.513646,0.000000
3768.961732,0.000000
3957.409819,0.000000
4145.857906,0.000000
4334.305992,0.000000
4522.754079,0.000000
4711.202165,0.000000
4899.650252,0.000000
5088.098339,0.000000
5276.546425,0.000000
5464.994512,0.000000
5653.442599,0.000000
5841.890685,0.000000
6030.338772,0.000000
6218.786858,0.000000
6407.234945,0.000000
6595.683032,0.000000
6784.131118,0.000000
6972.579205,0.000000
7161.027292,0.000000
7349.475378,0.000000
7537.923465,0.000000
7726.371551,0.000000
7914.819638,0.000000
8103.267725,0.000000
8291.715811,0.000000
8480.163898,0.000000
8668.611984,0.000000
8857.060071,0.000000
9045.508158,0.000000
9233.956244,0.000000
9422.404331,0.000000
9610.852418,0.000000
9799.300504,0.000000
9987.748591,0.000000
10176.196677,0.000000
10364.644764,0.000000
10553.092851,0.000000
10741.540937,0.000000
10929.989024,0.000000
11118.437111,0.000000
