current_density_A_per_cm2,voltage_V
0.010000,1.037931
0.032730,0.966283
0.055460,0.911823
0.078190,0.863455
0.100920,0.816012
0.123650,0.764768
0.146380,0.700892
0.169110,0.583854
0.191840,0.431878
0.214570,0.414866
0.237300,0.398733
0.260030,0.383329
0.282760,0.368542
0.305490,0.354282
0.328220,0.340476
0.350950,0.327069
0.373679,0.314013
0.396409,0.301267
0.419139,0.288799
0.441869,0.276582
0.464599,0.264590
0.487329,0.252804
0.510059,0.241204
0.532789,0.229777
0.555519,0.218507
0.578249,0.207382
0.600979,0.196392
0.623709,0.185527
0.646439,0.174778
0.669169,0.164138
0.691899,0.153599
0.714629,0.143155
0.737359,0.132800
0.760089,0.122529
0.782819,0.112338
0.805549,0.102221
0.828279,0.092175
0.851009,0.082195
0.873739,0.072280
0.896469,0.062424
0.919199,0.052626
0.941929,0.050000
0.964659,0.050000
0.987389,0.050000
1.010119,0.050000
1.032849,0.050000
1.055579,0.050000
1.078309,0.050000
1.101038,0.050000
1.123768,0.050000
