current_density_A_per_m2,voltage_V
0.000000,1.208664
243.459539,0.000000
486.919078,0.000000
730.378617,0.000000
973.838155,0.000000
1217.297694,0.000000
1460.757233,0.000000
1704.216772,0.000000
1947.676311,0.000000
2191.135850,0.000000
2434.595389,0.000000
2678.054928,0.000000
2921.514466,0.000000
3164.974005,0.000000
3408.433544,0.000000
3651.893083,0.000000
3895.352622,0.000000
4138.812161,0.000000
4382.271700,0.000000
4625.731239,0.000000
4869.190777,0.000000
5112.650316,0.000000
5356.109855,0.000000
5599.569394,0.000000
5843.028933,0.000000
6086.488472,0.000000
6329.948011,0.000000
6573.407550,0.000000
6816.867088,0.000000
7060.326627,0.000000
7303.786166,0.000000
7547.245705,0.000000
7790.705244,0.000000
8034.164783,0.000000
8277.624322,0.000000
8521.083861,0.000000
8764.543399,0.000000
9008.002938,0.000000
9251.462477,0.000000
9494.922016,0.000000
9738.381555,0.000000
9981.841094,0.000000
10225.300633,0.000000
10468.760172,0.000000
10712.219710,0.000000
10955.679249,0.000000
11199.138788,0.000000
11442.598327,0.000000
11686.057866,0.000000
11929.517405,0.000000
12172.976944,0.000000
12416.436482,0.000000
12659.896021,0.000000
12903.355560,0.000000
13146.815099,0.000000
13390.274638,0.000000
13633.734177,0.000000
13877.193716,0.000000
14120.653255,0.000000
14364.112793,0.000000
