current_density_A_per_cm2,voltage_V
0.010000,1.043725
0.017667,1.016537
0.025334,0.993235
0.033002,0.972549
0.040669,0.953721
0.048336,0.936259
0.056003,0.919823
0.063671,0.904164
0.071338,0.889092
0.079005,0.874454
0.086672,0.860122
0.094339,0.845984
0.102007,0.831935
0.109674,0.817876
0.117341,0.803704
0.125008,0.789307
0.132676,0.774560
0.140343,0.759313
0.148010,0.743376
0.155677,0.726501
0.163344,0.708342
0.171012,0.688385
0.178679,0.665813
0.186346,0.639185
0.194013,0.605550
0.201680,0.557096
0.209348,0.454262
0.217015,0.414855
0.224682,0.409302
0.232349,0.403843
0.240017,0.398472
0.247684,0.393182
0.255351,0.387971
0.263018,0.382833
0.270685,0.377765
0.278353,0.372762
0.286020,0.367822
0.293687,0.362942
0.301354,0.358118
0.309022,0.353349
0.316689,0.348630
0.324356,0.343961
0.332023,0.339339
0.339690,0.334762
0.347358,0.330228
0.355025,0.325735
0.362692,0.321282
0.370359,0.316867
0.378027,0.312488
0.385694,0.308144
