current_density_A_per_cm2,voltage_V
0.010000,1.061906
0.014381,1.044963
0.018762,1.029594
0.023142,1.015452
0.027523,1.002290
0.031904,0.989925
0.036285,0.978219
0.040666,0.967063
0.045046,0.956372
0.049427,0.946074
0.053808,0.936114
0.058189,0.926442
0.062570,0.917016
0.066951,0.907802
0.071331,0.898767
0.075712,0.889884
0.080093,0.881127
0.084474,0.872474
0.088855,0.863903
0.093235,0.855394
0.097616,0.846928
0.101997,0.838485
0.106378,0.830047
0.110759,0.821595
0.115139,0.813111
0.119520,0.804573
0.123901,0.795960
0.128282,0.787251
0.132663,0.778418
0.137043,0.769436
0.141424,0.760271
0.145805,0.750888
0.150186,0.741244
0.154567,0.731289
0.158947,0.720963
0.163328,0.710190
0.167709,0.698876
0.172090,0.686900
0.176471,0.674102
0.180852,0.660263
0.185232,0.645073
0.189613,0.628068
0.193994,0.608510
0.198375,0.585116
0.202756,0.555325
0.207136,0.512732
0.211517,0.430349
0.215898,0.410749
0.220279,0.407163
0.224660,0.403610
