current_density_A_per_cm2,voltage_V
0.010000,1.041281
0.036994,0.952045
0.063988,0.881049
0.090983,0.809462
0.117977,0.714272
0.144971,0.467908
0.171965,0.443596
0.198959,0.421168
0.225953,0.400186
0.252948,0.380346
0.279942,0.361435
0.306936,0.343291
0.333930,0.325792
0.360924,0.308843
0.387918,0.292370
0.414913,0.276311
0.441907,0.260616
0.468901,0.245244
0.495895,0.230160
0.522889,0.215334
0.549884,0.200743
0.576878,0.186363
0.603872,0.172176
0.630866,0.158166
0.657860,0.144319
0.684854,0.130621
0.711849,0.117062
0.738843,0.103631
0.765837,0.090320
0.792831,0.077120
0.819825,0.064024
0.846819,0.051026
0.873814,0.050000
0.900808,0.050000
0.927802,0.050000
0.954796,0.050000
0.981790,0.050000
1.008785,0.050000
1.035779,0.050000
1.062773,0.050000
1.089767,0.050000
1.116761,0.050000
1.143755,0.050000
1.170750,0.050000
1.197744,0.050000
1.224738,0.050000
1.251732,0.050000
1.278726,0.050000
1.305720,0.050000
1.332715,0.050000
