current_density_A_per_cm2,voltage_V
0.010000,1.061887
0.032535,0.997000
0.055070,0.950971
0.077605,0.913508
0.100141,0.880832
0.122676,0.851102
0.145211,0.823254
0.167746,0.796588
0.190281,0.770588
0.212816,0.744823
0.235352,0.718882
0.257887,0.692320
0.280422,0.664583
0.302957,0.634884
0.325492,0.601954
0.348027,0.563389
0.370562,0.513465
0.393098,0.430353
0.415633,0.308807
0.438168,0.296574
0.460703,0.284568
0.483238,0.272769
0.505773,0.261160
0.528308,0.249723
0.550844,0.238446
0.573379,0.227316
0.595914,0.216321
0.618449,0.205453
0.640984,0.194702
0.663519,0.184060
0.686055,0.173521
0.708590,0.163078
0.731125,0.152725
0.753660,0.142457
0.776195,0.132269
0.798730,0.122156
0.821265,0.112114
0.843801,0.102140
0.866336,0.092231
0.888871,0.082382
0.911406,0.072591
0.933941,0.062855
0.956476,0.053171
0.979011,0.050000
1.001547,0.050000
1.024082,0.050000
1.046617,0.050000
1.069152,0.050000
1.091687,0.050000
1.114222,0.050000
