current_density_A_per_m2,voltage_V
0.000000,1.210581
287.030704,0.000000
574.061408,0.000000
861.092112,0.000000
1148.122816,0.000000
1435.153520,0.000000
1722.184224,0.000000
2009.214928,0.000000
2296.245632,0.000000
2583.276336,0.000000
2870.307040,0.000000
3157.337744,0.000000
3444.368448,0.000000
3731.399152,0.000000
4018.429856,0.000000
4305.460560,0.000000
4592.491264,0.000000
4879.521968,0.000000
5166.552672,0.000000
5453.583376,0.000000
5740.614080,0.000000
6027.644784,0.000000
6314.675488,0.000000
6601.706191,0.000000
6888.736895,0.000000
7175.767599,0.000000
7462.798303,0.000000
7749.829007,0.000000
8036.859711,0.000000
8323.890415,0.000000
8610.921119,0.000000
8897.951823,0.000000
9184.982527,0.000000
9472.013231,0.000000
9759.043935,0.000000
10046.074639,0.000000
10333.105343,0.000000
10620.136047,0.000000
10907.166751,0.000000
11194.197455,0.000000
11481.228159,0.000000
11768.258863,0.000000
12055.289567,0.000000
12342.320271,0.000000
12629.350975,0.000000
12916.381679,0.000000
13203.412383,0.000000
13490.443087,0.000000
13777.473791,0.000000
14064.504495,0.000000
14351.535199,0.000000
14638.565903,0.000000
14925.596607,0.000000
15212.627311,0.000000
15499.658015,0.000000
15786.688719,0.000000
16073.719423,0.000000
16360.750127,0.000000
16647.780831,0.000000
16934.811535,0.000000
