current_density_A_per_cm2,voltage_V
0.010000,1.035662
0.019825,0.993058
0.029650,0.954497
0.039475,0.916986
0.049301,0.877917
0.059126,0.833637
0.068951,0.775855
0.078776,0.664360
0.088601,0.523109
0.098426,0.510905
0.108251,0.499362
0.118076,0.488381
0.127902,0.477887
0.137727,0.467815
0.147552,0.458115
0.157377,0.448745
0.167202,0.439669
0.177027,0.430857
0.186852,0.422283
0.196677,0.413925
0.206503,0.405764
0.216328,0.397783
0.226153,0.389967
0.235978,0.382304
0.245803,0.374782
0.255628,0.367391
0.265453,0.360122
0.275279,0.352966
0.285104,0.345916
0.294929,0.338965
0.304754,0.332107
0.314579,0.325337
0.324404,0.318650
0.334229,0.312040
0.344054,0.305504
0.353880,0.299038
0.363705,0.292638
0.373530,0.286301
0.383355,0.280023
0.393180,0.273802
0.403005,0.267635
0.412830,0.261520
0.422655,0.255454
0.432481,0.249435
0.442306,0.243461
0.452131,0.237531
0.461956,0.231642
0.471781,0.225792
0.481606,0.219981
0.491431,0.214207
