current_density_A_per_cm2,voltage_V
0.010000,1.058898
0.027245,1.001576
0.044491,0.956893
0.061736,0.918158
0.078981,0.882376
0.096227,0.847733
0.113472,0.812742
0.130717,0.775731
0.147963,0.734100
0.165208,0.682229
0.182453,0.600082
0.199699,0.433279
0.216944,0.419457
0.234189,0.406136
0.251435,0.393250
0.268680,0.380745
0.285925,0.368577
0.303171,0.356710
0.320416,0.345111
0.337661,0.333755
0.354907,0.322618
0.372152,0.311680
0.389397,0.300926
0.406643,0.290338
0.423888,0.279905
0.441133,0.269615
0.458379,0.259456
0.475624,0.249420
0.492869,0.239498
0.510115,0.229683
0.527360,0.219968
0.544605,0.210346
0.561851,0.200812
0.579096,0.191362
0.596341,0.181989
0.613587,0.172690
0.630832,0.163461
0.648077,0.154299
0.665323,0.145199
0.682568,0.136159
0.699813,0.127175
0.717059,0.118246
0.734304,0.109369
0.751549,0.100541
0.768795,0.091759
0.786040,0.083023
0.803285,0.074331
0.820531,0.065679
0.837776,0.057067
0.855021,0.050000
