current_density_A_per_m2,voltage_V
0.000000,1.208948
249.926308,0.000000
499.852616,0.000000
749.778924,0.000000
999.705231,0.000000
1249.631539,0.000000
1499.557847,0.000000
1749.484155,0.000000
1999.410463,0.000000
2249.336771,0.000000
2499.263079,0.000000
2749.189387,0.000000
2999.115694,0.000000
3249.042002,0.000000
3498.968310,0.000000
3748.894618,0.000000
3998.820926,0.000000
4248.747234,0.000000
4498.673542,0.000000
4748.599850,0.000000
4998.526157,0.000000
5248.452465,0.000000
5498.378773,0.000000
5748.305081,0.000000
5998.231389,0.000000
6248.157697,0.000000
6498.084005,0.000000
6748.010312,0.000000
6997.936620,0.000000
7247.862928,0.000000
7497.789236,0.000000
7747.715544,0.000000
7997.641852,0.000000
8247.568160,0.000000
8497.494468,0.000000
8747.420775,0.000000
8997.347083,0.000000
9247.273391,0.000000
9497.199699,0.000000
9747.126007,0.000000
9997.052315,0.000000
10246.978623,0.000000
10496.904930,0.000000
10746.831238,0.000000
10996.757546,0.000000
11246.683854,0.000000
11496.610162,0.000000
11746.536470,0.000000
11996.462778,0.000000
12246.389086,0.000000
12496.315393,0.000000
12746.241701,0.000000
12996.168009,0.000000
13246.094317,0.000000
13496.020625,0.000000
13745.946933,0.000000
13995.873241,0.000000
14245.799549,0.000000
14495.725856,0.000000
14745.652164,0.000000
