current_density_A_per_cm2,voltage_V
0.010000,1.045524
0.023002,0.997313
0.036004,0.957556
0.049006,0.922052
0.062008,0.888568
0.075011,0.855531
0.088013,0.821439
0.101015,0.784314
0.114017,0.740592
0.127019,0.680938
0.140021,0.549331
0.153023,0.458665
0.166025,0.446784
0.179028,0.435381
0.192030,0.424397
0.205032,0.413782
0.218034,0.403494
0.231036,0.393499
0.244038,0.383767
0.257040,0.374272
0.270042,0.364994
0.283045,0.355912
0.296047,0.347010
0.309049,0.338275
0.322051,0.329692
0.335053,0.321251
0.348055,0.312941
0.361057,0.304754
0.374059,0.296681
0.387062,0.288714
0.400064,0.280847
0.413066,0.273074
0.426068,0.265389
0.439070,0.257788
0.452072,0.250265
0.465074,0.242816
0.478076,0.235438
0.491079,0.228126
0.504081,0.220878
0.517083,0.213690
0.530085,0.206559
0.543087,0.199483
0.556089,0.192460
0.569091,0.185486
0.582093,0.178560
0.595095,0.171679
0.608098,0.164843
0.621100,0.158048
0.634102,0.151294
0.647104,0.144578
