current_density_A_per_cm2,voltage_V
0.010000,1.054434
0.019900,1.016547
0.029800,0.984237
0.039699,0.955164
0.049599,0.927997
0.059499,0.901836
0.069399,0.875966
0.079299,0.849702
0.089199,0.822254
0.099098,0.792520
0.108998,0.758657
0.118898,0.716839
0.128798,0.655912
0.138698,0.480444
0.148598,0.468449
0.158497,0.458867
0.168397,0.449582
0.178297,0.440563
0.188197,0.431785
0.198097,0.423224
0.207997,0.414863
0.217896,0.406683
0.227796,0.398670
0.237696,0.390811
0.247596,0.383095
0.257496,0.375510
0.267396,0.368048
0.277295,0.360700
0.287195,0.353460
0.297095,0.346319
0.306995,0.339272
0.316895,0.332314
0.326795,0.325439
0.336694,0.318642
0.346594,0.311920
0.356494,0.305268
0.366394,0.298682
0.376294,0.292160
0.386194,0.285698
0.396093,0.279293
0.405993,0.272943
0.415893,0.266644
0.425793,0.260396
0.435693,0.254195
0.445593,0.248039
0.455492,0.241927
0.465392,0.235857
0.475292,0.229827
0.485192,0.223835
0.495092,0.217881
