current_density_A_per_cm2,voltage_V
0.010000,1.050186
0.037280,0.973439
0.064561,0.919844
0.091841,0.875485
0.119121,0.835568
0.146401,0.797634
0.173682,0.759952
0.200962,0.720817
0.228242,0.677839
0.255522,0.626293
0.282803,0.551521
0.310083,0.363723
0.337363,0.347482
0.364643,0.331785
0.391924,0.316559
0.419204,0.301741
0.446484,0.287284
0.473764,0.273146
0.501045,0.259293
0.528325,0.245695
0.555605,0.232329
0.582885,0.219171
0.610166,0.206205
0.637446,0.193414
0.664726,0.180783
0.692006,0.168300
0.719287,0.155953
0.746567,0.143734
0.773847,0.131633
0.801127,0.119642
0.828408,0.107754
0.855688,0.095962
0.882968,0.084261
0.910248,0.072644
0.937529,0.061108
0.964809,0.050000
0.992089,0.050000
1.019369,0.050000
1.046650,0.050000
1.073930,0.050000
1.101210,0.050000
1.128490,0.050000
1.155771,0.050000
1.183051,0.050000
1.210331,0.050000
1.237611,0.050000
1.264892,0.050000
1.292172,0.050000
1.319452,0.050000
1.346732,0.050000
