current_density_A_per_cm2,voltage_V
0.010000,1.046713
0.039199,0.959832
0.068398,0.896866
0.097597,0.841345
0.126796,0.786304
0.155995,0.724740
0.185194,0.638985
0.214393,0.416691
0.243592,0.395374
0.272791,0.375220
0.301990,0.356009
0.331189,0.337575
0.360388,0.319795
0.389587,0.302572
0.418786,0.285829
0.447985,0.269504
0.477184,0.253547
0.506382,0.237915
0.535581,0.222574
0.564780,0.207494
0.593979,0.192648
0.623178,0.178016
0.652377,0.163579
0.681576,0.149319
0.710775,0.135223
0.739974,0.121277
0.769173,0.107470
0.798372,0.093793
0.827571,0.080235
0.856770,0.066789
0.885969,0.053448
0.915168,0.050000
0.944367,0.050000
0.973566,0.050000
1.002765,0.050000
1.031964,0.050000
1.061163,0.050000
1.090362,0.050000
1.119561,0.050000
1.148760,0.050000
1.177959,0.050000
1.207158,0.050000
1.236357,0.050000
1.265556,0.050000
1.294755,0.050000
1.323954,0.050000
1.353153,0.050000
1.382352,0.050000
1.411551,0.050000
1.440750,0.050000
