current_density_A_per_cm2,voltage_V
0.010000,1.052519
0.035858,0.966736
0.061715,0.900409
0.087573,0.838029
0.113430,0.769173
0.139288,0.667826
0.165145,0.451994
0.191003,0.429051
0.216860,0.407566
0.242718,0.387235
0.268575,0.367842
0.294433,0.349226
0.320290,0.331263
0.346148,0.313858
0.372005,0.296935
0.397863,0.280431
0.423720,0.264297
0.449578,0.248491
0.475435,0.232977
0.501293,0.217726
0.527150,0.202712
0.553008,0.187914
0.578865,0.173312
0.604723,0.158889
0.630580,0.144632
0.656438,0.130527
0.682295,0.116563
0.708153,0.102730
0.734010,0.089018
0.759868,0.075419
0.785725,0.061927
0.811583,0.050000
0.837440,0.050000
0.863298,0.050000
0.889155,0.050000
0.915013,0.050000
0.940871,0.050000
0.966728,0.050000
0.992586,0.050000
1.018443,0.050000
1.044301,0.050000
1.070158,0.050000
1.096016,0.050000
1.121873,0.050000
1.147731,0.050000
1.173588,0.050000
1.199446,0.050000
1.225303,0.050000
1.251161,0.050000
1.277018,0.050000
