current_density_A_per_cm2,voltage_V
0.010000,1.045293
0.028032,0.973442
0.046063,0.910914
0.064095,0.845659
0.082126,0.758361
0.100158,0.512224
0.118189,0.491009
0.136221,0.471471
0.154252,0.453242
0.172284,0.436063
0.190315,0.419746
0.208347,0.404149
0.226378,0.389163
0.244410,0.374701
0.262441,0.360694
0.280473,0.347086
0.298504,0.333829
0.316536,0.320886
0.334567,0.308224
0.352599,0.295814
0.370630,0.283633
0.388662,0.271660
0.406693,0.259878
0.424725,0.248270
0.442756,0.236822
0.460788,0.225523
0.478819,0.214361
0.496851,0.203327
0.514882,0.192412
0.532914,0.181607
0.550945,0.170907
0.568977,0.160303
0.587008,0.149792
0.605040,0.139366
0.623071,0.129022
0.641103,0.118755
0.659134,0.108560
0.677166,0.098434
0.695197,0.088373
0.713229,0.078374
0.731260,0.068435
0.749292,0.058551
0.767323,0.050000
0.785355,0.050000
0.803386,0.050000
0.821418,0.050000
0.839449,0.050000
0.857481,0.050000
0.875512,0.050000
0.893544,0.050000
