current_density_A_per_cm2,voltage_V
0.010000,1.050869
0.028564,0.992128
0.047127,0.947883
0.065691,0.910555
0.084254,0.877002
0.102818,0.845525
0.121381,0.814987
0.139945,0.784453
0.158508,0.752950
0.177072,0.719206
0.195635,0.681123
0.214199,0.634264
0.232762,0.564743
0.251326,0.392280
0.269889,0.379546
0.288453,0.367203
0.307016,0.355207
0.325580,0.343517
0.344143,0.332103
0.362707,0.320938
0.381270,0.309996
0.399834,0.299259
0.418397,0.288708
0.436961,0.278329
0.455524,0.268107
0.474088,0.258030
0.492652,0.248088
0.511215,0.238270
0.529779,0.228570
0.548342,0.218978
0.566906,0.209487
0.585469,0.200093
0.604033,0.190787
0.622596,0.181566
0.641160,0.172425
0.659723,0.163359
0.678287,0.154364
0.696850,0.145436
0.715414,0.136573
0.733977,0.127770
0.752541,0.119024
0.771104,0.110334
0.789668,0.101697
0.808231,0.093109
0.826795,0.084569
0.845358,0.076076
0.863922,0.067626
0.882485,0.059218
0.901049,0.050850
0.919612,0.050000
