current_density_A_per_cm2,voltage_V
0.010000,1.058095
0.015150,1.039978
0.020301,1.023854
0.025451,1.009233
0.030602,0.995785
0.035752,0.983274
0.040903,0.971528
0.046053,0.960414
0.051204,0.949830
0.056354,0.939696
0.061505,0.929946
0.066655,0.920525
0.071806,0.911390
0.076956,0.902500
0.082107,0.893824
0.087257,0.885333
0.092408,0.877001
0.097558,0.868808
0.102708,0.860732
0.107859,0.852755
0.113009,0.844860
0.118160,0.837032
0.123310,0.829256
0.128461,0.821518
0.133611,0.813803
0.138762,0.806098
0.143912,0.798390
0.149063,0.790665
0.154213,0.782908
0.159364,0.775106
0.164514,0.767242
0.169665,0.759301
0.174815,0.751264
0.179966,0.743111
0.185116,0.734822
0.190266,0.726371
0.195417,0.717731
0.200567,0.708870
0.205718,0.699748
0.210868,0.690323
0.216019,0.680539
0.221169,0.670330
0.226320,0.659612
0.231470,0.648280
0.236621,0.636195
0.241771,0.623170
0.246922,0.608944
0.252072,0.593137
0.257223,0.575164
0.262373,0.554054
