current_density_A_per_m2,voltage_V
0.000000,1.208089
230.403680,0.000000
460.807360,0.000000
691.211040,0.000000
921.614720,0.000000
1152.018400,0.000000
1382.422080,0.000000
1612.825761,0.000000
1843.229441,0.000000
2073.633121,0.000000
2304.036801,0.000000
2534.440481,0.000000
2764.844161,0.000000
2995.247841,0.000000
3225.651521,0.000000
3456.055201,0.000000
3686.458881,0.000000
3916.862561,0.000000
4147.266241,0.000000
4377.669921,0.000000
4608.073602,0.000000
4838.477282,0.000000
5068.880962,0.000000
5299.284642,0.000000
5529.688322,0.000000
5760.092002,0.000000
5990.495682,0.000000
6220.899362,0.000000
6451.303042,0.000000
6681.706722,0.000000
6912.110402,0.000000
7142.514082,0.000000
7372.917762,0.000000
7603.321443,0.000000
7833.725123,0.000000
8064.128803,0.000000
8294.532483,0.000000
8524.936163,0.000000
8755.339843,0.000000
8985.743523,0.000000
9216.147203,0.000000
9446.550883,0.000000
9676.954563,0.000000
9907.358243,0.000000
10137.761923,0.000000
10368.165603,0.000000
10598.569284,0.000000
10828.972964,0.000000
11059.376644,0.000000
11289.780324,0.000000
11520.184004,0.000000
11750.587684,0.000000
11980.991364,0.000000
12211.395044,0.000000
12441.798724,0.000000
12672.202404,0.000000
12902.606084,0.000000
13133.009764,0.000000
13363.413444,0.000000
13593.817125,0.000000
