current_density_A_per_cm2,voltage_V
0.010000,1.035081
0.031569,0.961094
0.053139,0.901317
0.074708,0.843749
0.096278,0.778645
0.117847,0.678825
0.139416,0.471234
0.160986,0.451816
0.182555,0.433741
0.204124,0.416735
0.225694,0.400602
0.247263,0.385195
0.268833,0.370401
0.290402,0.356131
0.311971,0.342316
0.333541,0.328898
0.355110,0.315829
0.376680,0.303071
0.398249,0.290590
0.419818,0.278360
0.441388,0.266355
0.462957,0.254556
0.484527,0.242944
0.506096,0.231503
0.527665,0.220221
0.549235,0.209084
0.570804,0.198082
0.592373,0.187204
0.613943,0.176444
0.635512,0.165792
0.657082,0.155241
0.678651,0.144786
0.700220,0.134421
0.721790,0.124139
0.743359,0.113937
0.764929,0.103810
0.786498,0.093753
0.808067,0.083764
0.829637,0.073838
0.851206,0.063973
0.872776,0.054166
0.894345,0.050000
0.915914,0.050000
0.937484,0.050000
0.959053,0.050000
0.980622,0.050000
1.002192,0.050000
1.023761,0.050000
1.045331,0.050000
1.066900,0.050000
