current_density_A_per_cm2,voltage_V
0.010000,1.058533
0.022242,1.016702
0.034483,0.983287
0.046725,0.954742
0.058967,0.929320
0.071209,0.906021
0.083450,0.884207
0.095692,0.863438
0.107934,0.843387
0.120176,0.823792
0.132417,0.804425
0.144659,0.785075
0.156901,0.765524
0.169142,0.745533
0.181384,0.724810
0.193626,0.702972
0.205868,0.679476
0.218109,0.653470
0.230351,0.623467
0.242593,0.586430
0.254834,0.534254
0.267076,0.424341
0.279318,0.370146
0.291560,0.361792
0.303801,0.353590
0.316043,0.345529
0.328285,0.337597
0.340527,0.329787
0.352768,0.322091
0.365010,0.314500
0.377252,0.307008
0.389493,0.299609
0.401735,0.292299
0.413977,0.285071
0.426219,0.277921
0.438460,0.270845
0.450702,0.263839
0.462944,0.256899
0.475185,0.250022
0.487427,0.243206
0.499669,0.236446
0.511911,0.229741
0.524152,0.223088
0.536394,0.216485
0.548636,0.209929
0.560878,0.203419
0.573119,0.196952
0.585361,0.190527
0.597603,0.184142
0.609844,0.177796
