current_density_A_per_cm2,voltage_V
0.010000,1.049571
0.034791,0.956285
0.059582,0.875831
0.084373,0.781097
0.109164,0.502719
0.133955,0.474835
0.158746,0.449540
0.183537,0.426159
0.208327,0.404252
0.233118,0.383514
0.257909,0.363726
0.282700,0.344726
0.307491,0.326388
0.332282,0.308618
0.357073,0.291336
0.381864,0.274482
0.406655,0.258004
0.431446,0.241859
0.456237,0.226011
0.481028,0.210431
0.505819,0.195093
0.530610,0.179974
0.555400,0.165055
0.580191,0.150319
0.604982,0.135752
0.629773,0.121339
0.654564,0.107071
0.679355,0.092935
0.704146,0.078924
0.728937,0.065028
0.753728,0.051240
0.778519,0.050000
0.803310,0.050000
0.828101,0.050000
0.852892,0.050000
0.877683,0.050000
0.902473,0.050000
0.927264,0.050000
0.952055,0.050000
0.976846,0.050000
1.001637,0.050000
1.026428,0.050000
1.051219,0.050000
1.076010,0.050000
1.100801,0.050000
1.125592,0.050000
1.150383,0.050000
1.175174,0.050000
1.199965,0.050000
1.224756,0.050000
