current_density_A_per_cm2,voltage_V
0.010000,1.066293
0.037399,0.982644
0.064799,0.922736
0.092198,0.871737
0.119597,0.824221
0.146997,0.776843
0.174396,0.726110
0.201795,0.665700
0.229195,0.573748
0.256594,0.387156
0.283993,0.367053
0.311393,0.347741
0.338792,0.329096
0.366191,0.311017
0.393591,0.293429
0.420990,0.276267
0.448389,0.259481
0.475789,0.243027
0.503188,0.226870
0.530587,0.210980
0.557987,0.195330
0.585386,0.179899
0.612785,0.164667
0.640185,0.149616
0.667584,0.134734
0.694983,0.120005
0.722383,0.105419
0.749782,0.090965
0.777181,0.076634
0.804581,0.062418
0.831980,0.050000
0.859379,0.050000
0.886779,0.050000
0.914178,0.050000
0.941577,0.050000
0.968977,0.050000
0.996376,0.050000
1.023775,0.050000
1.051175,0.050000
1.078574,0.050000
1.105973,0.050000
1.133373,0.050000
1.160772,0.050000
1.188171,0.050000
1.215571,0.050000
1.242970,0.050000
1.270369,0.050000
1.297769,0.050000
1.325168,0.050000
1.352567,0.050000
