current_density_A_per_cm2,voltage_V
0.010000,1.042971
0.032760,0.971772
0.055519,0.918303
0.078279,0.871628
0.101039,0.827066
0.123799,0.781132
0.146558,0.729170
0.169318,0.659805
0.192078,0.485547
0.214837,0.415425
0.237597,0.398928
0.260357,0.383166
0.283116,0.368023
0.305876,0.353411
0.328636,0.339257
0.351396,0.325504
0.374155,0.312103
0.396915,0.299015
0.419675,0.286207
0.442434,0.273651
0.465194,0.261322
0.487954,0.249199
0.510714,0.237265
0.533473,0.225504
0.556233,0.213901
0.578993,0.202444
0.601752,0.191123
0.624512,0.179928
0.647272,0.168849
0.670032,0.157880
0.692791,0.147013
0.715551,0.136241
0.738311,0.125559
0.761070,0.114962
0.783830,0.104444
0.806590,0.094002
0.829349,0.083630
0.852109,0.073326
0.874869,0.063086
0.897629,0.052907
0.920388,0.050000
0.943148,0.050000
0.965908,0.050000
0.988667,0.050000
1.011427,0.050000
1.034187,0.050000
1.056947,0.050000
1.079706,0.050000
1.102466,0.050000
1.125226,0.050000
