current_density_A_per_cm2,voltage_V
0.010000,1.053953
0.022029,1.013946
0.034058,0.981871
0.046087,0.954416
0.058116,0.929934
0.070145,0.907477
0.082174,0.886444
0.094203,0.866414
0.106232,0.847077
0.118261,0.828184
0.130290,0.809522
0.142319,0.790892
0.154348,0.772095
0.166377,0.752910
0.178406,0.733079
0.190435,0.712266
0.202464,0.690006
0.214493,0.665597
0.226522,0.637864
0.238551,0.604566
0.250580,0.560423
0.262609,0.486297
0.274638,0.378654
0.286667,0.370632
0.298696,0.362755
0.310725,0.355014
0.322754,0.347399
0.334782,0.339901
0.346811,0.332512
0.358840,0.325225
0.370869,0.318034
0.382898,0.310934
0.394927,0.303917
0.406956,0.296981
0.418985,0.290120
0.431014,0.283331
0.443043,0.276609
0.455072,0.269951
0.467101,0.263354
0.479130,0.256815
0.491159,0.250331
0.503188,0.243900
0.515217,0.237519
0.527246,0.231186
0.539275,0.224899
0.551304,0.218656
0.563333,0.212455
0.575362,0.206294
0.587391,0.200173
0.599420,0.194088
