current_density_A_per_cm2,voltage_V
0.010000,1.056576
0.030933,0.990661
0.051865,0.941924
0.072798,0.900905
0.093731,0.863879
0.114663,0.828837
0.135596,0.794381
0.156528,0.759228
0.177461,0.721809
0.198394,0.679566
0.219326,0.626829
0.240259,0.543010
0.261192,0.383220
0.282124,0.368622
0.303057,0.354488
0.323990,0.340761
0.344922,0.327392
0.365855,0.314342
0.386788,0.301577
0.407720,0.289067
0.428653,0.276790
0.449585,0.264722
0.470518,0.252847
0.491451,0.241148
0.512383,0.229611
0.533316,0.218224
0.554249,0.206975
0.575181,0.195854
0.596114,0.184853
0.617047,0.173963
0.637979,0.163178
0.658912,0.152491
0.679845,0.141895
0.700777,0.131386
0.721710,0.120959
0.742642,0.110608
0.763575,0.100331
0.784508,0.090122
0.805440,0.079978
0.826373,0.069897
0.847306,0.059875
0.868238,0.050000
0.889171,0.050000
0.910104,0.050000
0.931036,0.050000
0.951969,0.050000
0.972902,0.050000
0.993834,0.050000
1.014767,0.050000
1.035699,0.050000
