current_density_A_per_cm2,voltage_V
0.010000,1.064288
0.017072,1.038258
0.024143,1.015813
0.031215,0.995855
0.038287,0.977716
0.045358,0.960952
0.052430,0.945258
0.059502,0.930409
0.066573,0.916237
0.073645,0.902610
0.080716,0.889424
0.087788,0.876591
0.094860,0.864037
0.101931,0.851698
0.109003,0.839517
0.116075,0.827440
0.123146,0.815418
0.130218,0.803400
0.137290,0.791336
0.144361,0.779175
0.151433,0.766859
0.158505,0.754324
0.165576,0.741499
0.172648,0.728295
0.179720,0.714608
0.186791,0.700303
0.193863,0.685204
0.200934,0.669075
0.208006,0.651576
0.215078,0.632201
0.222149,0.610134
0.229221,0.583929
0.236293,0.550610
0.243364,0.502252
0.250436,0.398048
0.257508,0.381886
0.264579,0.376610
0.271651,0.371395
0.278723,0.366239
0.285794,0.361137
0.292866,0.356088
0.299938,0.351090
0.307009,0.346140
0.314081,0.341236
0.321152,0.336376
0.328224,0.331558
0.335296,0.326782
0.342367,0.322044
0.349439,0.317344
0.356511,0.312680
