current_density_A_per_cm2,voltage_V
0.010000,1.050947
0.026642,0.998863
0.043283,0.959356
0.059925,0.926276
0.076567,0.896986
0.093209,0.870077
0.109850,0.844681
0.126492,0.820195
0.143134,0.796140
0.159775,0.772090
0.176417,0.747608
0.193059,0.722177
0.209701,0.695102
0.226342,0.665311
0.242984,0.630896
0.259626,0.587699
0.276267,0.522852
0.292909,0.370268
0.309551,0.359886
0.326193,0.349746
0.342834,0.339825
0.359476,0.330104
0.376118,0.320564
0.392759,0.311192
0.409401,0.301973
0.426043,0.292897
0.442685,0.283953
0.459326,0.275132
0.475968,0.266424
0.492610,0.257823
0.509251,0.249322
0.525893,0.240915
0.542535,0.232595
0.559177,0.224359
0.575818,0.216201
0.592460,0.208116
0.609102,0.200102
0.625743,0.192153
0.642385,0.184268
0.659027,0.176442
0.675669,0.168673
0.692310,0.160959
0.708952,0.153296
0.725594,0.145682
0.742236,0.138116
0.758877,0.130594
0.775519,0.123116
0.792161,0.115680
0.808802,0.108283
0.825444,0.100924
