current_density_A_per_cm2,voltage_V
0.010000,1.046975
0.013983,1.030646
0.017965,1.015584
0.021948,1.001512
0.025930,0.988227
0.029913,0.975575
0.033896,0.963433
0.037878,0.951703
0.041861,0.940305
0.045844,0.929167
0.049826,0.918230
0.053809,0.907438
0.057791,0.896741
0.061774,0.886090
0.065757,0.875436
0.069739,0.864732
0.073722,0.853926
0.077705,0.842963
0.081687,0.831781
0.085670,0.820308
0.089652,0.808460
0.093635,0.796132
0.097618,0.783196
0.101600,0.769478
0.105583,0.754749
0.109566,0.738679
0.113548,0.720782
0.117531,0.700274
0.121513,0.675782
0.125496,0.644523
0.129479,0.599293
0.133461,0.506429
0.137444,0.472791
0.141427,0.468793
0.145409,0.464855
0.149392,0.460974
0.153374,0.457146
0.157357,0.453370
0.161340,0.449644
0.165322,0.445964
0.169305,0.442330
0.173287,0.438739
0.177270,0.435190
0.181253,0.431681
0.185235,0.428209
0.189218,0.424775
0.193201,0.421376
0.197183,0.418012
0.201166,0.414680
0.205148,0.411380
