current_density_A_per_cm2,voltage_V
0.010000,1.039721
0.035365,0.958473
0.060730,0.895706
0.086095,0.836978
0.111460,0.773028
0.136826,0.684032
0.162191,0.454315
0.187556,0.433177
0.212921,0.413443
0.238286,0.394822
0.263651,0.377107
0.289016,0.360141
0.314381,0.343807
0.339747,0.328011
0.365112,0.312681
0.390477,0.297756
0.415842,0.283189
0.441207,0.268938
0.466572,0.254971
0.491937,0.241257
0.517302,0.227773
0.542668,0.214497
0.568033,0.201411
0.593398,0.188499
0.618763,0.175747
0.644128,0.163142
0.669493,0.150673
0.694858,0.138331
0.720223,0.126107
0.745589,0.113992
0.770954,0.101980
0.796319,0.090063
0.821684,0.078237
0.847049,0.066496
0.872414,0.054835
0.897779,0.050000
0.923144,0.050000
0.948510,0.050000
0.973875,0.050000
0.999240,0.050000
1.024605,0.050000
1.049970,0.050000
1.075335,0.050000
1.100700,0.050000
1.126065,0.050000
1.151431,0.050000
1.176796,0.050000
1.202161,0.050000
1.227526,0.050000
1.252891,0.050000
