current_density_A_per_m2,voltage_V
0.000000,1.208397
237.394069,0.000000
474.788139,0.000000
712.182208,0.000000
949.576278,0.000000
1186.970347,0.000000
1424.364417,0.000000
1661.758486,0.000000
1899.152556,0.000000
2136.546625,0.000000
2373.940694,0.000000
2611.334764,0.000000
2848.728833,0.000000
3086.122903,0.000000
3323.516972,0.000000
3560.911042,0.000000
3798.305111,0.000000
4035.699180,0.000000
4273.093250,0.000000
4510.487319,0.000000
4747.881389,0.000000
4985.275458,0.000000
5222.669528,0.000000
5460.063597,0.000000
5697.457667,0.000000
5934.851736,0.000000
6172.245805,0.000000
6409.639875,0.000000
6647.033944,0.000000
6884.428014,0.000000
7121.822083,0.000000
7359.216153,0.000000
7596.610222,0.000000
7834.004291,0.000000
8071.398361,0.000000
8308.792430,0.000000
8546.186500,0.000000
8783.580569,0.000000
9020.974639,0.000000
9258.368708,0.000000
9495.762778,0.000000
9733.156847,0.000000
9970.550916,0.000000
10207.944986,0.000000
10445.339055,0.000000
10682.733125,0.000000
10920.127194,0.000000
11157.521264,0.000000
11394.915333,0.000000
11632.309403,0.000000
11869.703472,0.000000
12107.097541,0.000000
12344.491611,0.000000
12581.885680,0.000000
12819.279750,0.000000
13056.673819,0.000000
13294.067889,0.000000
13531.461958,0.000000
13768.856027,0.000000
14006.250097,0.000000
