current_density_A_per_cm2,voltage_V
0.010000,1.061633
0.016565,1.038800
0.023129,1.019078
0.029694,1.001572
0.036258,0.985719
0.042823,0.971147
0.049388,0.957590
0.055952,0.944857
0.062517,0.932803
0.069081,0.921316
0.075646,0.910307
0.082211,0.899705
0.088775,0.889451
0.095340,0.879497
0.101904,0.869800
0.108469,0.860325
0.115033,0.851041
0.121598,0.841922
0.128163,0.832942
0.134727,0.824081
0.141292,0.815317
0.147856,0.806633
0.154421,0.798011
0.160986,0.789434
0.167550,0.780886
0.174115,0.772351
0.180679,0.763814
0.187244,0.755259
0.193809,0.746668
0.200373,0.738026
0.206938,0.729314
0.213502,0.720512
0.220067,0.711599
0.226632,0.702551
0.233196,0.693343
0.239761,0.683944
0.246325,0.674319
0.252890,0.664427
0.259454,0.654221
0.266019,0.643641
0.272584,0.632615
0.279148,0.621051
0.285713,0.608834
0.292277,0.595808
0.298842,0.581763
0.305407,0.566402
0.311971,0.549285
0.318536,0.529714
0.325100,0.506491
0.331665,0.477275
