Temperature_C,Temperature_K,Density,Sintering_Stress_Pa,Shear_Viscosity_Pa_s,Bulk_Viscosity_Pa_s,Densification_Rate_1per_s
800.0,1073.15,0.5,2591480.9520224542,1.1814469034688543e+28,3.544340710406563e+28,2.741850844516996e-23
800.0,1073.15,0.5257894736842105,2216708.1063513844,1.3134448348556368e+28,3.9403345045669105e+28,2.000819314799972e-23
800.0,1073.15,0.5515789473684211,1889480.1014432583,1.4688661729107995e+28,4.406598518732399e+28,1.4420691817290933e-23
800.0,1073.15,0.5773684210526315,1603425.8419542746,1.653599485088826e+28,4.9607984552664775e+28,1.0245201474433018e-23
800.0,1073.15,0.6031578947368421,1353263.8788646988,1.8755071631768341e+28,5.626521489530502e+28,7.158491543103473e-24
800.0,1073.15,0.6289473684210526,1134579.009186488,2.145276053278287e+28,6.4358281598348605e+28,4.905994807166551e-24
800.0,1073.15,0.6547368421052632,943651.6728461117,2.4777286361834497e+28,7.4331859085503496e+28,3.287367225788653e-24
800.0,1073.15,0.6805263157894736,777326.1409954178,2.893903444928988e+28,8.681710334786964e+28,2.1453311316598795e-24
800.0,1073.15,0.7063157894736842,632907.5811008858,3.4244672806767684e+28,1.0273401842030304e+29,1.3569626167883829e-24
800.0,1073.15,0.7321052631578947,508080.878225381,4.115530781418324e+28,1.2346592344254972e+29,8.268204054094465e-25
800.0,1073.15,0.7578947368421052,400846.0302982104,5.039016211628735e+28,1.5117048634886206e+29,4.8147758200889835e-25
800.0,1073.15,0.7836842105263158,309466.2994567778,6.312156750082232e+28,1.8936470250246694e+29,2.651330184473808e-25
800.0,1073.15,0.8094736842105263,232426.2746402234,8.136624571751788e+28,2.440987371525536e+29,1.3606170903354116e-25
800.0,1073.15,0.8352631578947368,168397.70330560004,1.0883604307287415e+29,3.2650812921862245e+29,6.372269947780222e-26
800.0,1073.15,0.8610526315789473,116211.46341021567,1.5298666069511018e+29,4.589599820853305e+29,2.638674010505582e-26
800.0,1073.15,0.8868421052631579,74834.42574245698,2.306664857502738e+29,6.919994572508214e+29,9.17786782431063e-27
800.0,1073.15,0.9126315789473685,43350.2392484251,3.869414393891138e+29,1.1608243181673414e+30,2.447038214211539e-27
800.0,1073.15,0.9384210526315789,20943.284678239153,7.789143329539342e+29,2.3367429988618027e+30,4.139304447102209e-28
800.0,1073.15,0.9642105263157894,6885.203356786874,2.3059165881934195e+30,6.917749764580258e+30,2.6715819384995556e-29
800.0,1073.15,0.99,523.5315054590827,2.9536172586721304e+31,8.860851776016391e+31,4.431274092148701e-32
825.0,1098.15,0.5,2647043.299933809,4.2575591092418644e+27,1.2772677327725593e+28,7.771598796443847e-23
825.0,1098.15,0.5257894736842105,2264235.1803693874,4.73323769752782e+27,1.419971309258346e+28,5.671192876846763e-23
825.0,1098.15,0.5515789473684211,1929991.2812325754,5.293326798158961e+27,1.5879980394476883e+28,4.087451780802045e-23
825.0,1098.15,0.5773684210526315,1637803.9084460202,5.959046936520398e+27,1.7877140809561195e+28,2.9039360622862226e-23
825.0,1098.15,0.6031578947368421,1382278.376692541,6.758731673498692e+27,2.0276195020496077e+28,2.0290281060323948e-23
825.0,1098.15,0.6289473684210526,1158904.8193345976,7.730893005564672e+27,2.3192679016694018e+28,1.3905724819050783e-23
825.0,1098.15,0.6547368421052632,963883.9275006901,8.928946442061046e+27,2.678683932618314e+28,9.317829679356099e-24
825.0,1098.15,0.6805263157894736,793992.3123029368,1.042870816881246e+28,3.1286124506437377e+28,6.080802270525584e-24
825.0,1098.15,0.7063157894736842,646477.362962264,1.2340691589556864e+28,3.7022074768670593e+28,3.8462227296356206e-24
825.0,1098.15,0.7321052631578947,518974.32758723485,1.4831064787038733e+28,4.44931943611162e+28,2.343568936437614e-24
825.0,1098.15,0.7578947368421052,409440.32329385565,1.8159012741449811e+28,5.447703822434944e+28,1.3647170502865968e-24
825.0,1098.15,0.7836842105263158,316101.37589206395,2.2747006565736537e+28,6.824101969720961e+28,7.515023843049961e-25
825.0,1098.15,0.8094736842105263,237409.5833252522,2.9321808675641643e+28,8.796542602692493e+28,3.856581098427461e-25
825.0,1098.15,0.8352631578947368,172008.21480530323,3.9221050496491557e+28,1.1766315148947467e+29,1.8061786823968533e-25
825.0,1098.15,0.8610526315789473,118703.08186345837,5.513152973041177e+28,1.653945891912353e+29,7.479150736904985e-26
825.0,1098.15,0.8868421052631579,76438.9046006187,8.312486957470592e+28,2.493746087241178e+29,2.6014072457649715e-26
825.0,1098.15,0.9126315789473685,44279.685043996826,1.3944139556143074e+29,4.183241866842922e+29,6.935971472864202e-27
825.0,1098.15,0.9384210526315789,21392.31675342795,2.806959672796246e+29,8.420879018388738e+29,1.1732590605190664e-27
825.0,1098.15,0.9642105263157894,7032.824763786475,8.309790432722251e+29,2.4929371298166752e+30,7.57242612936583e-29
825.0,1098.15,0.99,534.7562222088513,1.064389777310464e+31,3.1931693319313925e+31,1.2560159671020419e-31
850.0,1123.15,0.5,2701244.699697856,1.605608910468455e+27,4.816826731405365e+27,2.102975296541653e-22
850.0,1123.15,0.5257894736842105,2310598.1228169436,1.7849966207208174e+27,5.354989862162453e+27,1.5346106810594808e-22
850.0,1123.15,0.5515789473684211,1969510.1772694583,1.9962171880824195e+27,5.988651564247258e+27,1.1060542812329922e-22
850.0,1123.15,0.5773684210526315,1671339.9161037041,2.2472732882105869e+27,6.74181986463176e+27,7.857978727001175e-23
850.0,1123.15,0.6031578947368421,1410582.1913230699,2.5488500617357833e+27,7.64655018520735e+27,5.490499567382878e-23
850.0,1123.15,0.6289473684210526,1182634.79133876,2.915471136658679e+27,8.746413409976037e+27,3.762854534944757e-23
850.0,1123.15,0.6547368421052632,983620.6118541008,3.367280547520497e+27,1.0101841642561492e+28,2.5213815260297434e-23
850.0,1123.15,0.6805263157894736,810250.2612113613,3.932870062607797e+27,1.1798610187823391e+28,1.6454499637733706e-23
850.0,1123.15,0.7063157894736842,659714.7656104189,4.6539164505138074e+27,1.3961749351541422e+28,1.0407783002285039e-23
850.0,1123.15,0.7321052631578947,529600.9520166639,5.593084949100013e+27,1.677925484730004e+28,6.341639227858597e-24
850.0,1123.15,0.7578947368421052,417824.10705852835,6.848119289687049e+27,2.0544357869061148e+28,3.6928903803360955e-24
850.0,1123.15,0.7836842105263158,322573.9322877676,8.578341601682326e+27,2.573502480504698e+28,2.0335467525790433e-24
850.0,1123.15,0.8094736842105263,242270.83048881372,1.1057828223327899e+28,3.3173484669983696e+28,1.0435812490492376e-24
850.0,1123.15,0.8352631578947368,175530.29017656573,1.4791026158251898e+28,4.4373078474755695e+28,4.887474572103228e-25
850.0,1123.15,0.8610526315789473,121133.67043504181,2.0791179432073276e+28,6.2373538296219825e+28,2.0238395793179088e-25
850.0,1123.15,0.8868421052631579,78004.0832381905,3.134801604538194e+28,9.404404813614582e+28,7.039343277205063e-26
850.0,1123.15,0.9126315789473685,45186.364927380586,5.258608076998773e+28,1.5775824230996318e+29,1.8768566220409407e-26
850.0,1123.15,0.9384210526315789,21830.350204660368,1.0585594577381693e+29,3.175678373214508e+29,3.1748098240020776e-27
850.0,1123.15,0.9642105263157894,7176.83032142205,3.1337846922529747e+29,9.401354076758924e+29,2.049079668424174e-28
850.0,1123.15,0.99,545.7059999389618,4.01402227617113e+30,1.204206682851339e+31,3.398747954006728e-31
875.0,1148.15,0.5,2754123.8066150183,6.317750578769532e+26,1.8953251736308595e+27,5.449178018894308e-22
875.0,1148.15,0.5257894736842105,2355829.998771276,7.02360541233566e+26,2.1070816237006983e+27,3.9764455647870296e-22
875.0,1148.15,0.5515789473684211,2008064.9736009126,7.854716184701423e+26,2.356414855410427e+27,2.8659807306868135e-22
875.0,1148.15,0.5773684210526315,1704057.7821039427,8.842571827222481e+26,2.652771548166744e+27,2.0361401782764958e-22
875.0,1148.15,0.6031578947368421,1438195.508442678,1.0029216235496455e+27,3.0087648706489365e+27,1.422684784007347e-22
875.0,1148.15,0.6289473684210526,1205785.8489168286,1.1471796986750164e+27,3.441539096025049e+27,9.750216397614066e-23
875.0,1148.15,0.6547368421052632,1002875.8016952787,1.3249576836099008e+27,3.9748730508297023e+27,6.533341980517807e-23
875.0,1148.15,0.6805263157894736,826111.5825485385,1.547505868475556e+27,4.6425176054266676e+27,4.263649596136229e-23
875.0,1148.15,0.7063157894736842,672629.2296830169,1.8312232298337328e+27,5.493669689501199e+27,2.696839209416273e-23
