Temperature_C,Temperature_K,Density,Sintering_Stress_Pa,Shear_Viscosity_Pa_s,Bulk_Viscosity_Pa_s,Densification_Rate_1per_s
800.0,1073.15,0.5,4072327.2103209994,3.207808881529489e+30,9.623426644588468e+30,1.5868803912264663e-25
800.0,1073.15,0.5257894736842105,3483398.45283789,3.566203436039575e+30,1.0698610308118726e+31,1.1579991462309357e-25
800.0,1073.15,0.5515789473684211,2969183.0165536916,3.988196119018994e+30,1.1964588357056982e+31,8.346155341943907e-26
800.0,1073.15,0.5773684210526315,2519669.18021386,4.4897752909471847e+30,1.3469325872841555e+31,5.929538200976146e-26
800.0,1073.15,0.6031578947368421,2126557.523930241,5.092288546989643e+30,1.527686564096893e+31,4.1430663098351394e-26
800.0,1073.15,0.6289473684210526,1782909.8715787672,5.824752307389693e+30,1.747425692216908e+31,2.8394057154932204e-26
800.0,1073.15,0.6547368421052632,1482881.2001867471,6.727411872537654e+30,2.0182235617612963e+31,1.902604804268092e-26
800.0,1073.15,0.6805263157894736,1221512.5072785139,7.857390074556759e+30,2.3572170223670275e+31,1.2416371635702393e-26
800.0,1073.15,0.7063157894736842,994569.0560156779,9.297951964839753e+30,2.7893855894519256e+31,7.853590477085819e-27
800.0,1073.15,0.7321052631578947,798412.8086398842,1.117429497176699e+31,3.3522884915300968e+31,4.785326273433013e-27
800.0,1073.15,0.7578947368421052,629900.9047543306,1.3681699033933658e+31,4.104509710180097e+31,2.7866115884201143e-27
800.0,1073.15,0.7836842105263158,486304.1848606509,1.7138470146283546e+31,5.141541043885064e+31,1.5344904296387804e-27
800.0,1073.15,0.8094736842105263,365241.28872035106,2.209217908168527e+31,6.627653724505581e+31,7.87474119877308e-28
800.0,1073.15,0.8352631578947368,264624.9623373715,2.955064883361434e+31,8.865194650084302e+31,3.6880307504529726e-28
800.0,1073.15,0.8610526315789473,182618.0139303389,4.153821619003043e+31,1.2461464857009128e+32,1.5271655110210179e-28
800.0,1073.15,0.8868421052631579,117596.95473814665,6.262947572915874e+31,1.8788842718747624e+32,5.311805531942592e-29
800.0,1073.15,0.9126315789473685,68121.80453323945,1.0506051370229228e+32,3.1518154110687685e+32,1.4162539025342855e-29
800.0,1073.15,0.9384210526315789,32910.87592294724,2.1148714409966853e+32,6.344614322990056e+32,2.3956741022431972e-30
800.0,1073.15,0.9642105263157894,10819.605274950802,6.260915907396958e+32,1.8782747722190875e+33,1.5462113849984287e-31
800.0,1073.15,0.99,822.6923657214156,8.019522203823707e+33,2.405856661147112e+34,2.564655177739756e-34
825.0,1098.15,0.5,4159639.4713245574,1.0175324613581737e+30,3.052597384074521e+30,5.1099591773371875e-25
825.0,1098.15,0.5257894736842105,3558083.8548661806,1.1312169440241533e+30,3.39365083207246e+30,3.728906348170335e-25
825.0,1098.15,0.5515789473684211,3032843.4419369046,1.2650750600296345e+30,3.7952251800889035e+30,2.6875694803995854e-25
825.0,1098.15,0.5773684210526315,2573691.8561294605,1.4241783944947288e+30,4.272535183484186e+30,1.9093876460362269e-25
