run_id,file,voltage_V,current_density_A_per_cm2,air_flow_sLpm,fuel_flow_sLpm,air_inlet_T_K,fuel_inlet_T_K,porosity,permeability_m2,ionic_conductivity_S_per_m,electronic_conductivity_S_per_m,youngs_modulus_GPa,cte_1_per_K,poisson_ratio,thermal_conductivity_W_per_mK,anode_thickness_um,electrolyte_thickness_um,cathode_thickness_um,interconnect_thickness_um,sealant_thickness_um,active_area_mm,i0_A_per_cm2,alpha,num_flow_channels,total_thickness_um
0,run_00000.h5,0.7404705558974443,1.3675349426323111,5.698323885495351,4.182967314814402,1076.6681180217006,1149.3918901331156,0.3884668999605412,9.283808653819134e-13,15.229631842389505,26907.961169112536,90.20752728367252,9.622482300534399e-06,0.26971514074926634,13.977891852387625,484.4880231340826,11.574850511474203,183.91110887787752,1323.190818860642,155.98250257240167,38.55449511055814,0.4623462256160363,0.4666361597296298,3.0,2159.147303956478
1,run_00001.h5,0.8249336690549338,0.7415814496861447,3.865904188685632,3.206702712542105,982.5726645778092,1087.7148665636653,0.2683720098354709,1.7092786656781095e-13,13.875683858821404,159429.11477078174,165.4902859719998,8.93306371536912e-06,0.2294997751728263,3.661224877388606,247.8226131910079,7.163054282109341,69.49156843456186,652.7042084030297,281.42973613246795,14.749715230453175,0.2666574135818513,0.4105985458441459,7.0,1258.6111804431766
2,run_00002.h5,0.755208949085262,0.8437839158751074,7.313027029111061,0.9646483647229652,1063.0840368359068,1042.5162506885315,0.27255380645784955,7.28498687986043e-13,15.50477166393997,55240.287208500566,123.21396934459146,8.213649385641474e-06,0.3478563305150114,13.201438626833246,395.9650347206765,22.02755527829521,102.49230125454525,775.8810321003868,191.32178172653437,35.31232108467178,0.12741156777645377,0.42088941151679515,7.0,1487.6877050804383
3,run_00003.h5,0.6440805236450389,0.1872981763021348,2.7515020789096676,0.695896736074469,1042.8628280615999,983.5323028795899,0.35817181959984234,2.6530077616627355e-13,11.10552600991359,190279.29279286126,59.762317252827714,1.2371939553659828e-05,0.3295877941656452,6.2936427725390995,260.3534019990482,26.891197425364894,186.16363955297865,948.9988037658914,106.08722193564913,30.522466486529087,0.2525733172502541,0.6727549831493753,3.0,1528.494264678932
4,run_00004.h5,0.8669330486677878,1.127254067085448,7.13090089946222,1.7594796191266013,1026.2557035402217,1117.7240690955123,0.3927534892948454,6.460127427537742e-13,9.72730812952896,83592.18602697298,100.86602811980484,9.015147330806163e-06,0.24027024580273765,10.357448129357627,611.5158452935614,22.90207843882249,85.40530549087711,564.0509936832581,238.62158699223522,19.7854030662713,0.0927168222655105,0.6259621060942144,9.0,1522.4958098987545
5,run_00005.h5,0.6822046492026324,0.5610453796229483,3.019370594113367,2.403419647030213,1100.5630233033514,1059.721101749623,0.34225283343636304,6.392682461897196e-14,7.624464657336363,34604.13142309477,145.3688596540005,1.2771741379300053e-05,0.29383251392932375,8.09473702304049,629.1378675649602,7.862561128878342,131.9306573307467,1152.1933533414376,165.44089506322376,31.540362840832174,0.034692133272419295,0.3263855339363478,4.0,2086.565334429247
6,run_00006.h5,0.606862633602668,0.9705785523209228,5.459409153066714,4.8762018203739075,1113.836736965173,1012.7823406838327,0.4101699233258378,8.282312262834779e-13,6.375986227301904,163527.36661140627,79.67545126752525,1.0572338698685682e-05,0.24833013401047918,5.620075515288992,553.7254433967257,16.151835815180746,155.57725523303333,1031.530526021254,120.30586499384825,11.047521055393304,0.18930619092546147,0.5106086452877341,4.0,1877.290925460042
7,run_00007.h5,0.8895605651532283,0.5098472275272934,1.419524882725991,1.9431993022994898,1011.6042848927956,1032.067132218852,0.29269811307837973,5.940642148430401e-13,18.938223750257613,88435.33342118468,179.88922704373198,1.187972503854259e-05,0.2731497526874449,2.992097266688239,694.3771132391713,13.546959474807302,112.14526558565103,1265.2669797122442,209.15571853708667,23.181490454013176,0.3924289837383926,0.5583606044165513,4.0,2294.4920365489606
8,run_00008.h5,0.7107470501194624,1.3294784707930536,8.753393132417406,4.0826259026466944,1164.1675609484332,1157.5302505454204,0.32083759685867363,3.3121114110248765e-13,8.12499052581581,138370.8797431256,150.23196077601784,1.0156820218520994e-05,0.3238484571555189,9.02072518107374,766.4787257496009,29.801496824844477,61.85099567420771,885.9482087656684,269.36713427865607,16.637510721184082,0.405216302008545,0.5831925607630458,5.0,2013.4465612929775
9,run_00009.h5,0.7841096865906807,0.2777088493836978,9.799636555302213,2.853286703958205,1141.585871629405,1102.3127306994847,0.436193719842786,4.2352407936465124e-13,17.402046181064815,121194.73324318095,209.905156395419,1.1185337122682091e-05,0.3040027618139263,11.535485119761503,341.9263222999997,19.217933736187092,151.02989471061298,1431.703758931027,242.90040171811128,27.122578007861375,0.3255301588709289,0.3766518110230254,4.0,2186.778311395938
