Heating_Rate_C_per_min,Peak_Temperature_C,Hold_Time_min,Atmosphere,Final_Density,Warpage_um,Cracking,Crack_Length_mm,Grain_Size_m,Porosity,Tortuosity,Success_Score
1,1200,30,Air,0.99,419.74869007645833,True,4.288475640875468,5.498599173264973e-06,0.10456804610616174,3.9636902829139244,0.5921366527634759
1,1200,30,N2,0.8561161861672351,263.714796068554,False,0.0,3.247331761640327e-06,0.24624613054606875,3.350317152143055,0.854842670527246
1,1200,30,H2/N2,0.9380063675353996,5.494851770228855,False,0.0,2.0811864794689795e-06,0.06505731081289368,2.862032991938915,0.9672914777439954
1,1200,30,Ar,0.8728890054268117,113.35025637732039,True,8.012872024566454,2.7597997535620602e-06,0.19148194559429627,2.9967001473452273,0.6009002612337202
1,1200,60,Air,0.9800986758909375,153.4598776651475,False,0.0,2.6790513141251666e-06,0.04892118537612673,2.580251587001502,0.9535533901590265
1,1200,60,N2,0.9442814487842802,6.249591131307142,False,0.0,1.7482810679219207e-06,0.06149860587088064,2.2761285102186246,0.9697347952348464
1,1200,60,H2/N2,0.806841682277576,138.55302483480244,True,1.428331308713864,3.097837497190153e-06,0.10908136709625585,4.414831821545287,0.5925256262970612
1,1200,60,Ar,0.9541680887402796,35.01158397028726,False,0.0,1.6743848301156075e-06,0.06060783820992627,2.6427613493151942,0.9671265421860411
1,1200,120,Air,0.8720345080743197,394.7250287827691,False,0.0,2.0527821913927933e-06,0.18217244129089932,2.154681235923757,0.8462308584075622
1,1200,120,N2,0.93266714677318,20.164512462777523,False,0.0,2.3863715771181296e-06,0.03340372156262275,2.4457532550727197,0.9690864972268739
1,1200,120,H2/N2,0.9299912055152952,5.25945840972228,False,0.0,2.2306875003305703e-06,0.05247019026232491,2.7532322607124624,0.967451431920179
1,1200,120,Ar,0.8654957835629782,610.615613322347,False,0.0,2.678259852467868e-06,0.2337741123127327,4.383913832089821,0.7907707899418775
1,1200,180,Air,0.8109286305772728,189.60633306109625,True,1.4963131489182413,2.4618166310157236e-06,0.15225769690199342,4.822173365718351,0.574905783180564
1,1200,180,N2,0.8743507174459875,19.33327084564694,True,8.865485916415114,3.5077041379473576e-06,0.1381913699854474,4.204543669052836,0.6308002870675774
1,1200,180,H2/N2,0.9553717201972822,19.93129823464222,False,0.0,1.6413898279160015e-06,0.03683615629811121,2.14147228570345,0.9752580251526339
1,1200,180,Ar,0.8455807912103023,0.18782353750077802,True,1.1378957051476604,2.1176112557492075e-06,0.17385885135041662,4.526406699327859,0.6188649023855073
1,1200,240,Air,0.929542434654296,60.20127608347372,False,0.0,2.555607346134463e-06,0.04719756561330313,2.7088706526532276,0.9573829620569334
1,1200,240,N2,0.9513300146659774,22.530562556841183,False,0.0,1.1763939923866054e-06,0.04783654986627482,2.1810178391392436,0.97132558191517
1,1200,240,H2/N2,0.8691763683278156,60.252681457146466,False,0.0,3.216073853179862e-06,0.13461883873772218,3.368339395281898,0.921778606459371
1,1200,240,Ar,0.9112382442269155,34.70434827119646,True,1.5804842338713319,2.0625179496309387e-06,0.29451251729661987,2.6618445446929733,0.6075281001545114
1,1200,360,Air,0.7756440692313507,20.773646815878706,True,1.6157577344758622,3.546791627639935e-06,0.1983270053465086,4.62132982212418,0.5888730903369277
1,1200,360,N2,0.8639247068389178,208.7351230013396,True,0.19999263671315315,3.5358002601323453e-06,0.16985538395685834,2.839886140721215,0.5834593106600358
1,1200,360,H2/N2,0.8157727133054424,240.3381068994487,False,0.0,3.696653547747951e-06,0.1023687343320063,2.236362203138233,0.8761904457453417
1,1200,360,Ar,0.9497441607079187,29.678316060887056,False,0.0,1.5992815125246706e-06,0.04069172326206984,2.3546824041504486,0.9708492403477842
1,1250,30,Air,0.9273671669196314,63.149287324141525,True,1.572445755145368,1.2016722102644154e-06,0.16154301470493063,3.791579891194625,0.633271689670075
1,1250,30,N2,0.9614440101416601,47.80728663110255,False,0.0,2.121846158352583e-06,0.046117526873087254,2.443268717616934,0.9696482403416601
1,1250,30,H2/N2,0.9351704649041402,103.75275907623156,False,0.0,1.2559531556942385e-06,0.05961494751028119,2.401390899208295,0.9478775981539395
1,1250,30,Ar,0.9723941396168612,56.089673544751975,False,0.0,1.6754178731434372e-06,0.06447936868359505,2.6742872992659,0.9676044334393888
1,1250,60,Air,0.9087617607172939,119.18725458114885,True,0.17348061742629314,6.113017036674199e-06,0.14000258359121442,4.120057353200346,0.6207905605807156
1,1250,60,N2,0.9726970977117559,58.009960921607416,False,0.0,1.282861831842321e-06,0.04228551749374976,2.7660056928922425,0.9717500336304552
1,1250,60,H2/N2,0.9608859828373117,39.946426123217655,False,0.0,1.664608695722979e-06,0.03859690438127201,2.359057627247989,0.9725571287502957
1,1250,60,Ar,0.9714380201768186,23.884527321725326,False,0.0,2.743124044006189e-06,0.04656972793973328,2.8722707091564237,0.9773405550007538
1,1250,120,Air,0.9168555845331029,16.10079423428393,False,0.0,1.8568216180748815e-06,0.05441185664376351,1.4726938416629056,0.9609541451843213
1,1250,120,N2,0.9467843323045305,30.22106447894883,False,0.0,1.923944694463416e-06,0.022783031861858587,2.4845709573809747,0.9734344804231977
1,1250,120,H2/N2,0.936876264511227,130.53631827145563,False,0.0,1.5224696698200814e-06,0.04957808487043699,2.784650027846665,0.9450399987249896
1,1250,120,Ar,0.9244443585779168,78.00209679899096,False,0.0,2.0769619141357636e-06,0.06342701792610757,2.6755053388414747,0.9490474846283552
1,1250,180,Air,0.911243094627329,94.87884716561953,False,0.0,2.0821988535444263e-06,0.050259933788098045,2.846666845004476,0.9443451721974553
1,1250,180,N2,0.9389232358338189,60.24382246280129,False,0.0,1.8055795308236123e-06,0.047672582766046245,2.126543497074571,0.9600936897043761
1,1250,180,H2/N2,0.9645847218719127,83.02912928883133,False,0.0,5.835253356156527e-07,0.052719314558733604,2.4958943929722213,0.9622257277920607
1,1250,180,Ar,0.9636485898222313,63.277767864663645,False,0.0,2.6525769611449256e-06,0.045813724925022156,2.7653836242004517,0.9672762783887322
1,1250,240,Air,0.8957399776070702,20.63981867743813,False,0.0,3.334856623954648e-06,0.10391701875885892,2.2677050112563872,0.9438106257948615
1,1250,240,N2,0.9380030164354297,24.56914050978197,False,0.0,2.1651692023184483e-06,0.0458337511033496,2.3026235151303873,0.9673203266080026
1,1250,240,H2/N2,0.9314284377343826,2.229125269023303,False,0.0,1.6154859296379506e-06,0.052525181234401266,2.782521278166263,0.9684776700196298
1,1250,240,Ar,0.9380092917931068,55.99832293938762,False,0.0,1.0701667354330779e-06,0.07140597931875661,2.4519748561435644,0.9559219270863033
1,1250,360,Air,0.7479085242371749,61.511276448299554,True,1.8806673668662577,4.56268323062412e-06,0.16828105022844553,5.192739393739917,0.5784140919358034
1,1250,360,N2,0.9455135410329804,207.97863823534368,False,0.0,1.7483819919883842e-06,0.05089228628497677,2.2094751057672397,0.93187987740583
1,1250,360,H2/N2,0.9661141272439624,54.702841694165926,False,0.0,2.0704756232258754e-06,0.0184856994198555,2.8471459188458748,0.9751965299503845
1,1250,360,Ar,0.8295446203453645,262.082359744497,True,4.049782295412786,2.9529632777937855e-06,0.16253977609381326,4.046472473362742,0.5639389589359474
1,1300,30,Air,0.7499647944308675,659.2069691460603,True,2.074834674692459,3.2874509770139263e-06,0.16072860045908838,1.3956726067970036,0.4610023244082305
1,1300,30,N2,0.9575892417085388,147.77897464575926,False,0.0,1.918419002143985e-06,0.036779637859635304,2.8243180851359955,0.9503650500114826
1,1300,30,H2/N2,0.9346834777115005,148.58908447594354,False,0.0,2.2021891564319706e-06,0.046451847108383904,2.3535899967997684,0.9413968569965846
1,1300,30,Ar,0.8588827581104485,206.8631824802595,True,2.5595688059541133,3.0526501758262732e-06,0.2395079170801368,3.7058976861775275,0.5683906075210553
1,1300,60,Air,0.9752424105453636,65.91799534533604,False,0.0,2.7483436681458167e-06,0.04441872102188973,2.7129176733698275,0.9705053798901639
1,1300,60,N2,0.9233026997781596,60.755801729162975,False,0.0,2.3924042463927227e-06,0.05722154655009613,2.847187698563154,0.9533953402775961
1,1300,60,H2/N2,0.9560211955036167,18.43042193498977,False,0.0,2.5475726379424437e-06,0.06290917066716357,2.0603998670634343,0.9705384401306543
1,1300,60,Ar,0.9553961748168913,18.794496437689993,False,0.0,2.408813413367928e-06,0.056439099133778106,2.6963358393303105,0.9715721333307737
1,1300,120,Air,0.9172877860134028,71.91808400388265,False,0.0,2.1659043817661684e-06,0.05722171509362314,2.768894215666349,0.9493583759845197
1,1300,120,N2,0.9676829012252033,10.195675922076115,False,0.0,2.2753868524234165e-06,0.05892190943245677,2.203795045113029,0.9764813532966543
1,1300,120,H2/N2,0.8377130916615254,180.8925042091685,True,3.2443636634149424,1e-07,0.18299059907530035,2.3444383724712243,0.5785373068415639
1,1300,120,Ar,0.9273092025698205,19.114546091848187,False,0.0,1.812596344593649e-06,0.051040946003430024,2.3327518633943143,0.9641616623518905
1,1300,180,Air,0.9576888719807648,25.179283648184402,False,0.0,2.0837004374557345e-06,0.06312265330873648,2.3346342036681293,0.9696462742028453
1,1300,180,N2,0.8336176996186845,360.07649265035315,False,0.0,2.2628349000718493e-06,0.08339866516180448,3.424232051444955,0.8613902783231738
1,1300,180,H2/N2,0.9569026366827392,36.410750826395734,False,0.0,2.3981024850256596e-06,0.043575947928427144,2.472308878271178,0.9710734512538571
1,1300,180,Ar,0.9014095101171038,147.4656315465284,True,4.5754477510704765,1.7628929285754876e-06,0.21306294251924016,3.0735075841364035,0.5983171382219774
1,1300,240,Air,0.8543259411472465,283.3584685052306,False,0.0,3.4413208663016154e-06,0.14997526202792202,4.1510951888683945,0.8696310362375435
1,1300,240,N2,0.9587280563721147,58.44293313172796,False,0.0,2.5309310723922748e-06,0.03983819227376512,2.492748182876374,0.9679621918305358
1,1300,240,H2/N2,0.9494944751188771,50.32982907727692,False,0.0,2.1372628364237872e-06,0.05547754823586472,3.309337948880499,0.9636868670730349
1,1300,240,Ar,0.9479754412706857,29.291761234691343,False,0.0,1.414311783878307e-06,0.03485994522913079,2.3305038231320827,0.9715622910884413
1,1300,360,Air,0.9692724776189208,31.916008577150766,False,0.0,2.1108963658409866e-06,0.04900437033622216,2.44470524943834,0.9745976675030017
1,1300,360,N2,0.9377717667456404,94.76327491649039,False,0.0,1.950473536906829e-06,0.06364601878092853,2.2446094581465186,0.9496496712842083
1,1300,360,H2/N2,0.9770655449894979,6.3566218838659765,False,0.0,2.4715608806187607e-06,0.05763757811456168,2.153823697890665,0.9803208234971638
1,1300,360,Ar,0.9727531071137151,17.854499078053113,False,0.0,2.037864194201692e-06,0.049013282166360986,2.9847442856056188,0.9784523758852316
1,1350,30,Air,0.9330135140960851,42.184168959214304,False,0.0,2.116183794813068e-06,0.055397851163777226,2.1597371625361412,0.9603876502042272
1,1350,30,N2,0.9218399882167251,141.8229582027426,True,14.956450996370119,2.594942658855558e-06,0.10898248742828315,3.843007546764946,0.6263909073388123
1,1350,30,H2/N2,0.971734006187784,54.773285064725854,False,0.0,2.4792444649584147e-06,0.044607056374041096,1.6635022410131717,0.9716441335685818
1,1350,30,Ar,0.822923920321565,15.461741024803214,True,1.0700920946489927,2.919159501048567e-06,0.1381568682668227,4.528000217404347,0.6161534542381444
1,1350,60,Air,0.7817637380074646,235.9780398735695,True,3.6307894417186963,1.9019183702820923e-06,0.11017429726466267,3.3881974522894995,0.565298653974593
1,1350,60,N2,0.9644466180232742,4.954035247591226,False,0.0,2.093757719831896e-06,0.046580993583075096,2.243019460118201,0.979026979640849
1,1350,60,H2/N2,0.9690229480774881,51.28829434237529,False,0.0,2.268577696012179e-06,0.05944946431036929,2.243942941458627,0.9685593326926976
1,1350,60,Ar,0.9587863960343983,132.45010301519054,False,0.0,1.5864217219047308e-06,0.06383089091994644,2.2442081721780918,0.9483797200232922
1,1350,120,Air,0.9269859221288032,55.58421612099881,False,0.0,1.879813673650824e-06,0.03629198783972633,2.155340361606792,0.959720535846496
1,1350,120,N2,0.9262133135211501,99.71181024549611,False,0.0,1.6089732519333395e-06,0.05580701440828395,2.738347134371273,0.946760229125589
1,1350,120,H2/N2,0.9505260736589459,12.26973886392557,False,0.0,2.266113957207019e-06,0.05607426560993155,2.9139406807663137,0.9714890212029124
1,1350,120,Ar,0.8167052914447499,36.47560846268425,True,6.339157089352461,1.652223270278186e-07,0.11223206564390764,4.140371716556274,0.6152700526121067
1,1350,180,Air,0.8526679804842162,262.9044541990443,True,1.701796251243566,2.5213207554760413e-06,0.20343081533465326,5.29099186930526,0.5625333402385253
1,1350,180,N2,0.9525191428412357,0.9813389258955219,False,0.0,1.7147079950475246e-06,0.04637798030747722,2.2532098522718544,0.9762838790056962
1,1350,180,H2/N2,0.9358461770661161,75.61576667735345,False,0.0,1.2267929285049765e-06,0.04711253049647347,2.0545612535240907,0.9562081936850694
1,1350,180,Ar,0.9153676891089161,70.98169696144473,False,0.0,2.091457160178149e-06,0.04642554459813434,1.6694631798545498,0.9511288584207589
1,1350,240,Air,0.9858530830882481,75.58956666893312,False,0.0,2.2678309000798866e-06,0.06071195315060283,2.7851277624387403,0.9684956209625672
1,1350,240,N2,0.973323168654094,51.70636372240159,False,0.0,1.9291037264817797e-06,0.04396774414097177,2.558765093669792,0.9728621290235535
1,1350,240,H2/N2,0.9464137832287446,85.35287111860218,False,0.0,2.429197841278155e-06,0.043501588342549594,2.689455261164038,0.958153243076393
1,1350,240,Ar,0.9685038934546368,33.97108264799197,False,0.0,2.4577501301389165e-06,0.041210447358555904,2.077593559103302,0.9755148620350814
1,1350,360,Air,0.9318279265552744,3.891443683647423,False,0.0,1.4225509167165433e-06,0.057883875898433676,2.5455798916750467,0.9671933140501661
1,1350,360,N2,0.8995403710112573,63.89336577708602,True,3.5072491671566866,3.5858037766176117e-06,0.09507573905571673,2.7543102103192587,0.6380682903368167
