current_density_op,voltage_op,power_density_max,T_stack,eta_elec,V_ocv,i_max,T_op,U_f,epsilon_anode,X_H2_in,sample_id
10000.0,0.6438877416508163,6438.877416508163,1117.3077570355817,0.4818130298127944,1.336385074311907,10000.0,1048.0580237694726,0.9327500072434707,0.49279757672456204,0.829643541684063,0
10000.0,0.8394475430970495,8394.475430970495,1165.135333906379,0.6249815464372981,1.343155726568749,10000.0,1114.764515559209,0.6072045730035308,0.5879639408647976,0.8403444310288725,1
10000.0,0.8143026066186422,8143.026066186422,1111.2753797551766,0.6114914567698515,1.3316663668861741,10000.0,1059.5390037284233,0.7019301990693146,0.44474115788895174,0.8555074832216915,2
10000.0,0.845486639473265,8454.86639473265,1125.9044103422334,0.6288194398563058,1.3445618660683751,10000.0,1075.9968876827224,0.8073450991017148,0.2185801650879991,0.8323995835005854,3
10000.0,0.6607994240125151,6607.994240125151,1100.1746143429314,0.4999170910574554,1.3218180290950876,10000.0,1034.0727538346741,0.6341852399022343,0.47369321060486275,0.8231872646205081,4
10000.0,1.0671887012884957,10671.887012884958,1133.924062969563,0.790577633818914,1.3498847622761625,10000.0,1105.6544568707964,0.7090988766312938,0.4080272084711243,0.8351223465498502,5
10000.0,0.8897000945709155,8897.000945709155,1137.6410912345386,0.6645449296523191,1.3388110492941303,10000.0,1092.7299957622172,0.9226559822580909,0.2353970008207678,0.8085931848930022,6
10000.0,0.8440136291255876,8440.136291255876,1098.631577638122,0.609254145168839,1.3853227521196283,10000.0,1044.500665338718,0.6983270783905833,0.4170784332632994,0.9524174263432675,7
10000.0,0.6900067575572283,6900.067575572283,1044.287788146817,0.49628620098062026,1.390340404778195,10000.0,974.2544234247205,0.885411499959192,0.48274293753904685,0.9465413658703297,8
10000.0,0.9937320804772037,9937.320804772038,1133.2504982739633,0.7371129732362794,1.3481408095617193,10000.0,1097.8096253655117,0.7158143086984272,0.22542334011440945,0.861784831185082,9
10000.0,0.7832267572880582,7832.2675728805825,1055.1001551816125,0.5744069570924268,1.3635398172275803,10000.0,997.0688491876604,0.8496356755280482,0.504314019446759,0.9464837641913666,10
10000.0,0.7872335780559643,7872.335780559642,1052.0511085149064,0.5786517289362406,1.3604618092184193,10000.0,994.7282853986609,0.611000214990357,0.4545641645055121,0.8966284313212936,11
10000.0,0.9217145113072605,9217.145113072604,1070.0528945159367,0.6431401877154644,1.4331471254833819,10000.0,1018.9096330983245,0.6269429684400776,0.31590058116550723,0.9766425539450889,12
