sample_id,min_temperature_c,max_temperature_c,cycle_count,ramp_rate_c_per_min,thermal_stress_mpa,fatigue_life_cycles,resistance_change_percent,strength_retention_percent,failure_mode,mttf_hours,reliability_95_percent,thermal_resistance_k_w,thermal_resistance_change_percent,creep_resistance_hours,corrosion_resistance_index,performance_score,pass_fail
WS_000001,-38.837545429204695,82.75229700814577,1795,5.4548626605906385,1.337488266810855,1604.635481754467,1.1324342312245383,94.97280756934188,Thermal_Fatigue,1758.231136691774,0.5,20.858765215913767,0.3397302693673615,56673.335063627754,80.24894621491678,76.6797258659927,PASS
WS_000002,-30.25659246015462,78.62982020647478,340,5.879566966416894,1.1977505393329233,5038.330455709645,5.957955154192353,96.35231252086305,Thermal_Fatigue,5846.201768477369,0.95,22.26117566111565,1.7873865462577059,164257.47955011248,89.82201111229321,94.46527706914422,PASS
WS_000003,-20.120360225211932,82.73343514215362,377,3.4878663936456604,1.4656665839849594,2621.539988369957,1.790357468936225,98.16901571987628,Thermal_Fatigue,2328.149192464729,0.95,3.706867011758519,0.5371072406808675,56060.1198044164,78.48333181491451,94.94502908478584,PASS
WS_000004,-37.434074372172525,82.42912383436891,1692,7.460342847840866,1.7080505744432155,3797.8818073325483,3.089823315819932,97.62411978048277,Thermal_Fatigue,4479.599859146696,0.95,5.051965334208609,0.9269469947459795,21081.817269966174,65.47027774154097,93.14490473550468,PASS
WS_000005,-35.71184684836802,77.20311516648985,1339,5.425943774652625,1.789702147935497,6657.428338886495,3.829120025918264,96.03153659010472,Thermal_Fatigue,6892.8955568070705,0.95,7.081413493492734,1.1487360077754791,175557.48691626615,40.39535250059109,90.09710656030457,PASS
WS_000006,-24.263253863669654,83.34592025837628,642,9.981352799794402,1.5334307312391549,956.0068031744024,3.1038622076610247,89.12334529939768,Thermal_Fatigue,1067.2893044473499,0.95,4.534713414754008,0.9311586622983073,23146.406171200524,48.96403772488901,89.78991417007012,PASS
WS_000007,-30.053794501002546,81.45432867152365,1654,7.837849815316985,1.1485336686770198,1381.9087280504061,8.492037343509196,94.36082725573793,Thermal_Fatigue,1367.620932515167,0.5,26.537898589716914,2.547611203052759,324030.4274858418,50.86401930737743,71.41095617883258,PASS
WS_000008,-30.594107539339618,68.0972361711006,830,8.099030886457413,1.016520840217534,1766.2980098768824,2.7104183721246073,96.38827055325552,Thermal_Fatigue,1873.5685226593203,0.95,23.319964989638883,0.8131255116373822,258081.90583660925,77.14837109709467,94.1793657087232,PASS
WS_000009,-31.8061399280372,60.654315817039965,1219,3.3403528803864346,1.3175614943673497,2740.3816771567635,1.0126017331127393,97.41493947501631,Thermal_Fatigue,2302.5484676948904,0.95,4.1275148938821,0.30378051993382177,37039.34514376892,73.60922833809748,94.54013020887919,PASS
WS_000010,-30.346573728389846,61.15686800189318,1370,6.327204191157716,1.811768146259604,1298.8649875914455,0.6368916951506629,98.48217199816433,Thermal_Fatigue,1505.1124958430337,0.5,3.29002442073916,0.19106750854519886,8497.182034090798,72.69673879713436,76.7750407708011,PASS
WS_000011,-22.266538472733334,81.99395459971687,1242,4.979628117564459,1.9027539985722162,712.0027633668722,0.7929364677416322,98.95441342371083,Thermal_Fatigue,651.8449906156287,0.5,7.0880607079528515,0.23788094032248963,13298.998619397731,72.2872858483352,76.7817303292532,PASS
WS_000012,-37.18472532826339,69.38086154986706,393,2.7651607248372194,1.0976255448447436,1133.671333597638,16.166233463498873,89.04353716657798,Thermal_Fatigue,1319.665962176105,0.95,25.192137306435985,4.849870039049661,429642.0608240355,72.02497013053681,88.16133440731963,PASS
WS_000013,-30.617648059625253,67.67873701120722,1169,8.171990975684857,1.7251015579931097,1517.0998194600888,4.472368838256589,93.39269338723774,Thermal_Fatigue,1374.9649627332235,0.95,5.956016801638511,1.3417106514769765,36124.708586731416,44.168546661706685,89.75368269214124,PASS
WS_000014,-23.93210721298425,80.0653219470455,1122,7.488713963144729,1.5547615659424447,816.194368275585,7.886390147201775,93.71437224440612,Thermal_Fatigue,747.6664523230191,0.5,3.8366321550436187,2.365917044160532,23422.92813089051,62.684160408652,72.64537344558589,PASS
WS_000015,-26.016713651729447,63.32777428905975,551,4.1199050318505925,1.3357000947147986,1314.7995841294446,2.353893628181289,93.5814151971117,Thermal_Fatigue,1354.130880571038,0.95,4.367297789219696,0.7061680884543867,14780.972925223647,55.622661773426984,91.57238112831064,PASS
WS_000016,-28.524626353563107,60.364489529741,411,1.6839327128240815,1.40889248675037,1258.7571810188058,0.5990504080086557,98.65694589389474,Thermal_Fatigue,1133.4011430254998,0.95,7.882070097396613,0.1797151224025967,193109.15975819883,73.12692911774634,94.86436696815099,PASS
WS_000017,-29.544273150640816,80.4166040549345,917,9.348475558050483,1.3800090089299701,1784.564603387813,1.4383577141082582,97.70506025111911,Thermal_Fatigue,1719.8631479997225,0.95,4.755694305268374,0.43150731423247746,120573.32449259576,41.941594544601315,91.30366419045149,PASS
WS_000018,-25.4341451347229,78.0662493399287,1188,7.707618841689916,1.8164319230301356,3349.34714742942,6.911240314469517,95.41387275175094,Thermal_Fatigue,3599.6292982005393,0.95,7.552002428408067,2.073372094340855,42970.10428870003,49.28991872615019,89.93839432862436,PASS
WS_000019,-36.576416744245485,66.34467363878534,1236,2.029476076210029,1.132131994213339,686.4423038833331,5.139838385458686,96.49752480581354,Thermal_Fatigue,769.5179220663515,0.5,21.012929484683067,1.5419515156376058,236891.8226467021,43.216258954862035,72.07917934101131,PASS
WS_000020,-36.09267646651709,68.72931490647213,520,6.9701002156469105,1.8396259485959607,2377.924117373927,7.925182198866442,95.8685794337181,Thermal_Fatigue,1999.2693724457758,0.95,6.156073750331829,2.3775546596599324,50999.07974167982,53.142849964748365,90.11044622355853,PASS
WS_000021,-32.718059214705924,83.00512259023336,365,6.527106743775982,2.111948067940142,2372.7771747419515,3.436723247688419,98.21138991645286,Thermal_Fatigue,2034.3076152144295,0.95,6.588280980889058,1.0310169743065256,14120.898996261041,54.51743761827259,92.0630047708113,PASS
WS_000022,-32.37734875700424,80.53618647680727,1909,3.9451067013846277,2.235687997629468,3909.183576882692,12.531272146024843,91.38620728430537,Thermal_Fatigue,3389.0020032733096,0.95,3.3770768559972613,3.759381643807453,19957.17930947075,58.361555924742284,88.35401540552785,PASS
WS_000023,-25.499052166324642,78.19623376641962,453,6.637187434395296,1.550244524694527,2169.2895594802376,1.7082219770877238,96.29880296565358,Thermal_Fatigue,1946.8597145540223,0.95,4.697730567082994,0.5124665931263171,20335.55188783091,56.83130854773989,92.4304248547784,PASS
WS_000024,-24.362769878577765,62.80035616667351,999,6.822417137434458,1.0938972318679034,2188.823564449292,1.1596874090819334,98.8328366640851,Thermal_Fatigue,1756.9094557467777,0.95,5.449845446879423,0.34790622272458,103414.42310562446,57.80339644658474,93.1990007547509,PASS
WS_000025,-31.94858979636505,74.99217411212594,1594,2.107872993873174,1.876810406594017,2095.8719887388575,5.466513616026605,96.26360480377231,Thermal_Fatigue,1777.6232309177456,0.95,7.608952412713119,1.6399540848079814,14414.748584167643,81.75830502590642,93.78859737853712,PASS
WS_000026,-22.765275184375696,70.03533876839344,432,9.853197765822593,1.3873691785938986,3732.4679324492204,0.701334299129673,94.51907281571377,Thermal_Fatigue,4185.72722647001,0.95,4.364244052600118,0.2104002897389019,11483.480366581016,67.55155969698156,93.44857024310201,PASS
WS_000027,-22.484891115038597,65.06319141143612,1171,7.675015146952753,1.0987284357072575,3476.3196533651194,1.7251739917688136,98.97604912479976,Thermal_Fatigue,3124.0819998561024,0.95,4.618096245110083,0.5175521975306441,172037.71340974153,57.81591329972701,93.059248957402,PASS
WS_000028,-39.04170443009718,78.36450043334024,915,1.9994295099710873,1.2092839100934052,691.5131834509115,9.234724062771413,94.37791979597654,Thermal_Fatigue,602.9205996644398,0.5,27.14980660032004,2.7704172188314238,261860.54699875726,72.59717009774216,73.3648837501381,PASS
WS_000029,-23.51619073480552,68.62743876681265,1550,8.412883748596215,1.3775472610491917,1038.6773926599824,1.0751919023390826,95.22718529460103,Thermal_Fatigue,896.5380614248392,0.5,4.2951523180876094,0.32255757070172475,13201.129016968389,85.50200249421226,77.2730797376397,PASS
WS_000030,-23.821201646202766,79.75619352678653,227,9.403140922856126,1.2998963094210159,4403.31752623012,2.558780649383591,95.83059434004335,Thermal_Fatigue,4690.850353358,0.95,4.867532991166699,0.7676341948150772,125785.58638337694,83.48790664158281,94.74727533735187,PASS
WS_000031,-27.611282772451098,75.19023590799887,1112,6.105651898575019,1.2901590594396468,1568.4895849195887,3.2720902727332772,95.61293020697339,Thermal_Fatigue,1301.053034878775,0.95,3.978803714960152,0.9816270818199831,199178.91881690355,53.906995760589766,91.53165853563367,PASS
WS_000032,-25.446321975947402,60.66158659827256,1200,5.041249237392231,0.9471869943164196,7438.072181052872,1.2315984360190912,96.29254381684183,Thermal_Fatigue,8188.869976243996,0.95,22.13348390210788,0.3694795308057274,150749.91816077774,77.2347050354369,94.61249973610633,PASS
WS_000033,-30.861312448170043,73.8121650176721,1336,2.921995952018565,1.1514082521242635,2214.764729815476,17.03108214271167,91.04989002583696,Thermal_Fatigue,2161.88559827892,0.95,21.953365262117206,5.109324642813501,188378.6747146371,55.21462730098316,86.6221160924522,PASS
WS_000034,-23.739754733876353,66.05981352689467,712,9.395040295256416,0.9249355530859416,1482.0366818215366,11.308925560415982,92.54696757071181,Thermal_Fatigue,1521.674519412479,0.95,32.543852855360306,3.3926776681247945,258805.9640318672,72.83822879900183,90.40053872591774,PASS
WS_000035,-22.801209113628435,67.03253654597374,1903,4.553172714908685,1.4238648687046942,2228.6011226607625,10.458209992117526,93.53766777793079,Thermal_Fatigue,2667.942017936536,0.95,8.411290409593594,3.1374629976352577,113351.34282545163,54.24051212756017,88.99412177070693,PASS
WS_000036,-25.806282827786887,63.44525161104379,1083,7.660196312894598,1.414636820855466,2078.279978246943,0.08277011904737865,99.5497834868297,Thermal_Fatigue,2215.8204472435605,0.95,7.205980707865302,0.024831035714213592,148903.651640259,85.7257344116027,96.457699102812,PASS
WS_000037,-38.70390913086671,63.08694874428904,1774,4.845256717950344,1.7864295557089833,3938.7450318278525,7.19246646013546,95.8287834620375,Thermal_Fatigue,4462.932194443475,0.95,5.811946223675707,2.157739938040638,49194.99692472119,89.69628830184556,93.97764558455142,PASS
WS_000038,-39.59638662998877,79.74439821799935,508,5.100239619071537,2.0944307740821917,18498.455964424742,13.384747818369346,93.16955907044373,Thermal_Fatigue,14902.484779149714,0.95,8.264381253208294,4.015424345510803,27276.226036780365,60.90717972424427,88.70920544100237,PASS
WS_000039,-25.901071706862943,61.49013115142699,1784,7.452403535222389,0.9613032314411893,5522.478476925057,0.4780660251818858,95.53945151566037,Thermal_Fatigue,6213.4051521334395,0.95,20.713243178609,0.14341980755456574,296629.759365436,72.15178261397398,94.17964875697491,PASS
WS_000040,-25.252386811192583,80.34059398267374,361,3.44666083105646,1.5046999763125952,1260.3159648466353,3.7725978093345223,96.90351475460466,Thermal_Fatigue,1171.3027940882075,0.95,5.283894937391281,1.1317793428003566,57242.219456802915,47.38690406949678,90.98761401507025,PASS
WS_000041,-39.832601654998044,68.92387472943638,1863,6.752463211763514,1.5497797884781905,1182.8838348624759,4.3714607874126,96.84658490764744,Thermal_Fatigue,1284.239566299037,0.5,4.0454668564587735,1.31143823622378,42532.00197717346,72.9518517207132,75.35306391737703,PASS
WS_000042,-30.00606561353589,71.44723613895086,142,1.0935450120407597,1.7805054457561422,807.9516785727781,6.089164314591618,95.15560198435979,Thermal_Fatigue,786.9320537120432,0.95,8.693531251301389,1.8267492943774852,41336.17912393187,84.33251502516158,93.63762260501062,PASS
WS_000043,-39.69325111611569,72.03905522702527,1092,3.168350013514563,2.212299665594191,22338.345538789268,10.295489173871132,91.94161906505329,Thermal_Fatigue,22372.019333316108,0.95,2.885047916108929,3.0886467521613397,4872.419227200719,46.680953825400636,87.96777244338938,PASS
WS_000044,-37.481667104738854,74.54461365692183,469,1.8931021645365766,1.4059298235588416,3567.9261063942095,3.6478333066369037,98.0362486331349,Thermal_Fatigue,3672.5017774102316,0.95,5.136037082515389,1.094349991991071,166976.40469979343,70.09060790854376,93.52196052549029,PASS
WS_000045,-38.816099298028895,70.06956481072109,1152,6.996414914601685,1.1215223403201247,1782.0202041340322,0.5490920996772508,99.60286299169267,Thermal_Fatigue,2045.3193832390737,0.95,25.647144155599857,0.16472762990317524,102798.01446896006,73.03494207903299,95.05933917633865,PASS
WS_000046,-26.10901086348889,76.01475555142609,877,9.112971785650277,1.1233614305640647,1023.602882889596,1.90565034432547,97.49331452171005,Thermal_Fatigue,1079.135643389876,0.95,18.4470275079353,0.571695103297641,95371.60916338758,77.3635510320142,94.66332290424579,PASS
WS_000047,-33.30979185882072,78.83224016451236,1296,1.715658116183945,2.2204122340619947,1913.5982173563314,0.9062869847683959,98.68977836845713,Thermal_Fatigue,2084.791649664359,0.95,2.8946609257122473,0.2718860954305187,17444.356910092858,52.91479632233603,92.75754921049452,PASS
WS_000048,-21.722791893428465,78.83161064570713,156,3.2837087385422077,1.8351178463392246,2946.6417499338486,2.7861364418786354,98.5779266504699,Thermal_Fatigue,2361.329785824945,0.95,6.8883926172283445,0.8358409325635906,44010.72665322626,57.13772475751908,92.5935168732823,PASS
WS_000049,-32.725668503627155,80.6110596970903,1110,2.998979923542673,1.9890595799225914,3571.304492028987,50.0,74.79739662991558,Electrical,4091.8640726188573,0.95,6.80298573370088,15.0,68708.89747552073,44.387820360452174,72.39826136202834,PASS
WS_000050,-36.31840379154328,70.9471970467715,125,5.774837096306266,1.700159773287289,1300.708212432883,12.859968117538962,89.4409164275519,Thermal_Fatigue,1086.3894169313835,0.95,7.450522489247232,3.8579904352616885,205608.7511923665,49.58147973356507,86.9883408236052,PASS
WS_000051,-23.313870888412364,73.72473236994696,394,5.552541909240971,1.2178344708924096,1219.2418383596687,6.263358582024858,92.07882540179361,Thermal_Fatigue,1195.1597861166306,0.95,5.572730714080611,1.8790075746074573,213179.67433191286,64.16417354851993,90.95317486060326,PASS
WS_000052,-33.7216344620781,68.9750090332181,590,6.5582346468792725,1.1296630784482582,1633.6393170237127,10.977790611902396,93.1754024177974,Thermal_Fatigue,1850.5021832990024,0.95,16.830014039815467,3.293337183570719,363208.5433209707,80.60852951614416,91.40259625160319,PASS
WS_000053,-39.89165999461397,84.94136935679911,1138,1.0893526729923453,1.9786035152198969,1248.9477576209936,6.381082711516911,96.2189433785244,Thermal_Fatigue,1226.212189581729,0.95,7.542942964959068,1.9143248134550732,56773.29897143632,46.7167337529378,90.00113723754359,PASS
WS_000054,-28.55321083079044,75.26092989837653,586,3.2284276586831293,1.06928564951042,611.9646454872741,22.13487460816012,88.32265500611769,Thermal_Fatigue,653.617293590369,0.95,30.15032368175261,6.640462382448036,200356.0934103829,83.0396931359243,87.32803793236793,PASS
WS_000055,-37.600389465087105,63.96898484498291,839,5.491713560272595,1.2746956475913787,7978.189091977001,0.9411629766885146,99.52332896837358,Thermal_Fatigue,7363.802907919052,0.95,4.507770957784496,0.28234889300655436,91952.96088141271,57.71158443970719,93.39347534463887,PASS
WS_000056,-33.789904390159045,84.57234591864744,426,7.2173731794177876,1.5032005789218423,3348.0715786584537,0.6839067777251653,95.0104271815996,Thermal_Fatigue,2910.8222998599076,0.95,11.925313792654133,0.20517203331754957,38832.66375658854,46.50687375946426,91.4476007789488,PASS
WS_000057,-33.59641014191326,63.862741358486524,742,7.6857349696570285,1.0720506665043976,3033.372434026973,2.8607577536652866,96.75199736566015,Thermal_Fatigue,2814.859503750665,0.95,18.4249453674127,0.858227326099586,199285.29103390072,70.13230822407051,93.5054029694395,PASS
WS_000058,-27.579510703495952,70.45263003408712,1437,8.040204931637131,1.720464069944583,1666.8700858870657,1.8701041248045076,94.021654516077,Thermal_Fatigue,1885.6075522052643,0.95,8.588026694103638,0.5610312374413523,30757.77544653366,77.72125159786823,94.01542482556087,PASS
WS_000059,-22.71760458555068,73.92566679467532,1209,5.328834305744619,1.531795851376582,1951.2978202102918,8.749023175175896,91.55129370027913,Thermal_Fatigue,2081.2070787415423,0.95,9.11424760156727,2.624706952552769,169630.56345474045,49.18341647749715,88.60389343525277,PASS
WS_000060,-35.69602377259811,61.965119938873656,784,2.8721915529177195,1.0742725808261895,3759.587916854514,6.9904969256736145,94.48050472014675,Thermal_Fatigue,3519.940757345405,0.95,16.01513305425802,2.0971490777020843,113445.09402701454,63.66271310704347,91.16522317703162,PASS
WS_000061,-34.61444197419132,65.82199428890402,864,4.163824158539631,1.7626594564173232,11454.892528700258,18.05764865760979,90.02447150634917,Thermal_Fatigue,11639.766909723716,0.95,6.347414763241815,5.417294597282937,43621.14596119088,74.06157977749287,87.9937576817362,PASS
WS_000062,-29.12603417103678,75.08132713092704,1747,8.944391563761169,1.4849548985529846,4060.1533069226352,0.38558118254135915,99.0560544884782,Thermal_Fatigue,3442.3908471602927,0.95,5.085237475508177,0.11567435476240774,64474.60916050947,64.10903084098597,94.10643962703183,PASS
WS_000063,-25.105484694463307,75.53337810023041,1759,8.34963500266062,1.5951259752958955,17384.08803222675,27.151614744864926,85.07033721106822,Thermal_Fatigue,15368.329352221297,0.95,9.387413059166622,8.145484423459477,113275.86695495527,67.91214923963892,83.65979794271806,PASS
WS_000064,-29.611659829228856,69.90523586624404,1686,2.4852021715612693,1.5773427967732452,3552.078646964751,1.7830664498088924,98.8326355801585,Thermal_Fatigue,3005.9706218139313,0.95,8.936432717195888,0.5349199349426677,165196.4351683814,78.34903342670927,95.06651052375994,PASS
WS_000065,-39.8978835104914,78.28395536862851,405,2.2915631974051895,1.7668184912428426,698.5712230781669,0.3179188141748747,97.47599182630238,Thermal_Fatigue,562.6342062340162,0.95,3.664151070768873,0.09537564425246241,30662.53097376055,85.03614962477965,95.90343768348598,PASS
