sample_id,timestamp,batch_id,anode_material,cathode_material,anode_thickness_um,cathode_thickness_um,surface_finish,surface_roughness_ra_um,welding_technique,power_w,amplitude_um,force_n,time_ms,speed_mm_s,pulse_frequency_hz,pulse_energy_j,current_ka,preheat_temp_c,ambient_temp_c,ambient_humidity_percent,energy_density_j_mm2,weld_width_mm,weld_length_mm,penetration_depth_um,imc_thickness_um,contact_resistance_microohm,shear_strength_mpa,peel_strength_n_mm,porosity_percent,crack_density_per_mm2,void_fraction_percent,surface_roughness_post_weld_um,peak_temperature_c,cooling_rate_c_per_s,grain_size_um,thermal_cycles_tested,resistance_increase_percent,strength_retention_percent,fatigue_life_cycles,delamination_area_percent,imc_growth_rate_nm_per_cycle,corrosion_mass_loss_mg_cm2,quality_score,quality_class,pass_fail
WS_000001,2023-01-01 00:00:00,49,Cu-C10100,Al-3003,257.4542081109768,249.4563273866794,anodized,1.2786893562514765,Laser,730.9270981897415,0.0,0.0,52.75852435069878,64.37727556692977,967.8105063681171,3.976932749812983,0.0,35.7649746928964,21.3815337550657,52.83742902552653,0.12355082487696668,1.8350133274905411,3.0710752936504724,32.60351873631707,0.888135955586792,72.44034605505479,29.16932892908623,3.143150630898464,0.0,0.0,6.633962849189342,1.007738328277694,168.28639983789614,22.370173594102553,46.47948430599997,1266,28.130217835762608,63.58781889210003,716,4.392278079919597,0.4508699856984212,1.7948376832427142,0.7062720324100903,Good,0
WS_000002,2023-01-01 00:15:00,43,Cu-ETP,Al-3003,289.3742637500086,233.1648384925613,nickel_plated,1.442721000788581,RSW,3.6364572589292097,0.0,2663.6559682323687,197.91716256630826,0.0,0.0,0.0,6.030304518786103,51.21996160932889,27.858355404186014,55.90493548068106,0.07197173024809242,1.31861808118172,4.203854396999047,67.13309271151866,1.4192929787982935,72.07648567945004,26.44978448007811,5.600422464880181,0.0,0.0,0.04299631890917195,1.146440032547006,187.0354253129088,16.403894161988724,54.12612246504113,220,11.52482922955394,84.59208187410162,560,6.004223211925579,0.0,1.4508871146892726,0.770268375651896,Good,0
WS_000003,2023-01-01 00:30:00,39,Cu-101,Al-3003,441.81895728087216,170.46156500114404,bare,4.611615884895976,RSW,13.82304017108547,0.0,2130.810150758638,461.9570801991665,0.0,0.0,0.0,11.757142582739,64.19467392952188,26.587872325099696,41.18447970875424,0.6385651276910431,1.9198885760636608,4.285158643563502,76.76514493833093,1.5823191423976057,72.60298669142361,36.17270284734371,5.922062995798285,0.0,0.0,0.7705642140338104,3.959663674088163,160.92005074717704,10.805094638881949,53.571700111762226,253,20.04593384670269,93.97987864854893,1065,4.333649865960167,0.31861411073866097,0.8089371119069323,0.8177552023526429,Excellent,1
WS_000004,2023-01-01 00:45:00,22,Cu-C10100,Al-3003,236.00175442395687,342.90666804059515,anodized,0.4760236173517556,USW,2546.691834164486,46.83723171816436,1167.9320922375225,137.88082746255458,0.0,20000.0,0.0,0.0,49.836549558006745,26.953441337843437,66.76969527766366,16.0065538433397,1.8731636388273627,2.937114188817207,62.639239581513955,0.5224391139728668,95.74556769928716,42.46964590018431,4.807277834321024,0.0,0.0,8.593392609015513,1.0081271550117115,163.11297478673626,5.0,46.14606315113319,1189,37.72592721260804,55.39930240194524,374,15.626197219307134,0.0,3.1356069886309523,0.6275435787330834,Good,0
WS_000005,2023-01-01 01:00:00,6,Cu-C10100,Al-6061,447.8598739248685,290.64966420345155,bare,3.0868480273335686,RSW,27.98713334649908,0.0,4661.888031512624,311.3928003838188,0.0,0.0,0.0,16.729355440810945,25.312783526842754,18.63664285267473,67.4179262000807,0.8714991827481706,1.8960878894928082,3.746935712678476,30.0,1.3358584986999946,59.22498195931799,37.19618023944267,3.357472886386578,0.0,0.0,12.0,3.020377956041844,189.47856185899477,20.39801549438325,48.91658951993096,1912,18.60867170587512,65.71844553047455,816,8.82903631606955,0.9798055719151667,1.4160761069601477,0.7242286631747432,Good,0
WS_000006,2023-01-01 01:15:00,29,Cu-ETP,Al-3003,135.2537723906766,446.28039692960147,anodized,3.440506165121493,Laser,2694.547931425179,0.0,0.0,67.48251356975754,16.826840721542865,241.8596006664054,40.738572379706724,0.0,64.45185158985855,19.76308459429084,34.21430970197116,4.84209401561048,2.378231705519203,2.4850722953956783,63.829883904095745,0.7512662406002821,89.258057102474,24.90847925580977,9.501214670027458,0.0,0.0,6.039286427026344,2.645599083134794,108.94110041873489,5.743291299752886,47.20256984757247,349,28.167162083781058,73.15192650024628,706,0.0,0.02430324315306366,1.3702089110128008,0.7376957397916108,Good,0
WS_000007,2023-01-01 01:30:00,33,Cu-101,Al-1060,410.7193748834523,112.8438321928233,anodized,2.5771544448057235,USW,2330.5041476501247,31.627992545876822,2046.5846401199478,411.639752389444,0.0,20000.0,0.0,0.0,33.17386351248512,19.693684069188325,58.12073924464876,95.90117603311134,2.071741005346735,3.9849075834552417,68.53644079838122,1.0394707970468202,69.2970303478223,35.16966715823713,7.797621000234713,0.0,0.0,0.7699231329451582,2.814457093195454,246.11047176169984,23.418856195075605,36.573140498555155,1067,22.667177418859765,69.06103589387666,830,6.85268511630499,0.0,1.014193768266479,0.7311363723466634,Good,0
WS_000008,2023-01-01 01:45:00,22,Cu-101,Al-3003,439.0190532218945,357.5471710220505,nickel_plated,3.501736206233373,CMW,0.0,0.0,14105.522508215965,423.784597446092,2.9657073903941074,0.0,0.0,0.0,25.861860256259348,24.71964648175644,31.32928246779794,141.05522508215964,2.4775380041337307,3.8121785275584146,85.6470078874539,1.727548553846306,50.80368236763227,38.3224414873834,9.054884196948027,0.0,0.0,3.9008113544817955,3.5254285806181587,282.17511331502925,42.1362306884661,43.9599943401945,500,11.981607735645623,84.74177601004554,1042,0.0,0.0,0.7981491923985791,0.8133486950883121,Excellent,1
WS_000009,2023-01-01 02:00:00,25,Cu-C10100,Al-6061,172.7270611349355,405.1795514046245,tin_plated,0.9464977654586383,CMW,0.0,0.0,10375.64816582714,704.5098311673949,14.267451605981242,0.0,0.0,0.0,48.68347692952292,18.119113741751672,31.862551916291373,103.75648165827141,2.1672257132463506,3.6241091093489683,91.22283689567374,1.063171024397846,74.4187114874591,46.90311860906149,5.813223063133031,0.0,0.0,1.4769290556124537,0.7249544088767752,247.30241015080006,11.343984034069098,38.74476302454177,979,20.882058169699746,70.88981053169825,680,5.3015368331653425,0.8514535830457215,0.6041068982526372,0.7312943908458442,Good,0
WS_000010,2023-01-01 02:15:00,13,Cu-110,Al-3003,272.13861294888017,403.79462767532283,tin_plated,4.277897940580545,USW,3824.9282132121834,51.82435699277893,2392.692104936076,250.27788417145527,0.0,20000.0,0.0,0.0,24.47654466797679,26.06426199976002,68.31199656332087,35.643301058974714,2.4965159659160268,4.622238345562003,83.78247423561126,0.7121471968104743,80.65036897158258,29.99348037577758,7.459245926082968,0.0,0.0,3.71306840422018,4.896875859685629,169.35024140456983,14.605739345725194,47.37322094099155,1979,35.92440991101519,50.17224348846669,512,15.341459533806985,0.25457684592349683,2.6882673396241965,0.6269120905620892,Good,0
