anode_material_encoded,cathode_material_encoded,surface_coating_encoded,welding_technique_encoded,tab_thickness_um,power_W,amplitude_um,force_N,time_s,speed_mm_s,pulse_frequency_Hz,preheat_temp_C,humidity_percent,atmospheric_pressure_Pa,thermal_fatigue_life_cycles,long_term_reliability_score,resistance_drift_percent,mechanical_degradation_percent,weld_strength_MPa,electrical_resistance_uOhm,thermal_fatigue_life_cycles_uncertainty,long_term_reliability_score_uncertainty,resistance_drift_percent_uncertainty,mechanical_degradation_percent_uncertainty,weld_strength_MPa_uncertainty,electrical_resistance_uOhm_uncertainty,anode_material,cathode_material,surface_coating,welding_technique
2,3,4,4,121.28752356975863,1451.093599858036,9.984567965128605,953.1192213067092,1.2244348044714353,2112.7645452010324,7956.489621397181,-8.668854896773988,38.77644126437862,95994.2362059844,536675.2126911685,70.46989442056729,1.3702105583026036,4.863548673832528,179.48296522724274,3.8203960739551026,17989.565948948206,0.08230400794906956,0.056099570890327244,0.2504805431425958,25.213188661975977,0.5455854810687142,Cu,Al-6061,,USW
0,1,2,0,351.162403617065,1331.8073993833357,4.038192838551435,798.8824242118525,6.751270574918599,2336.4288250319287,38919.14690190082,-9.12982488463016,61.164675582127934,104811.32548795152,154050.00292014028,54.03031778844527,1.9798217160848477,5.02424449595295,106.26795048396248,38.08244256924743,51355.708032916096,1.7432535589411238,0.025242606759153685,0.7706872814726728,3.0089068161515655,8.114207841103806,Brass,Al-1100,Oxide-removed,Friction
0,4,0,0,498.50476301309754,3742.0124650695916,49.55297061176962,924.6578053245164,7.574357933898594,712.5155188236786,3293.6522518665965,33.586414611066665,22.485914609732383,102116.09004014988,1356194.8782328384,77.07185569262066,1.5745469953744422,5.154247528091602,292.3104485096293,17.062642266913763,499387.56977781374,1.9785270940419863,0.07122171017556722,0.3405951349461156,31.474099530368534,1.8078898716997216,Brass,Al-Mg,Ag-plated,Friction
1,2,1,4,60.61528481834436,5028.7302210384005,44.941307086996034,3389.324814058538,5.360146561821992,237.4406924000867,21836.795185797007,0.28442213993026755,49.848093795801844,101825.6713974091,3872936.3655276326,91.90971904264012,1.0560744221939031,6.021017022091356,448.1209376513308,2.3690849614392757,519180.3735870272,0.19145182647345393,0.012709819638412556,0.621503085420366,1.977954485934049,0.7673205166282513,Bronze,Al-5052,Ni-plated,USW
0,4,4,3,295.5171466220171,550.3338134516678,6.406728937378792,666.9417372608333,1.0588680614228851,923.8528405085095,1940.4949843496634,-3.763126299336866,32.831719267496766,101802.64509777477,322333.8799859986,65.72265163178258,1.5600179162970522,5.328024398651296,207.4944455548444,14.756999949267279,8000.4052201915765,0.031503002744791786,0.022754735823040995,0.5780445382736072,0.6530161612673169,0.9392586323576895,Brass,Al-Mg,,TIG
4,1,1,1,138.5565814706551,7947.655713074924,47.746328763564215,4592.654100483679,7.924154687529989,648.751879406429,9021.093635950241,1.744940453607338,54.12907178038102,97677.88406726536,966734.7710674709,63.75988291499498,1.7221911385274042,4.477745396774388,169.5262619514039,16.58718144158197,51488.28411480272,1.6423016456699244,0.028034578522851072,0.43202509121642096,9.965133066805237,0.6324969588008837,Cu-Ni,Al-1100,Ni-plated,Laser
1,2,3,2,367.37998061085005,7741.302801242762,42.92322187548004,2344.110939517301,6.322496457467274,2966.4754865803047,29352.688937211813,16.121858313375125,26.047926643785566,96285.43156465834,2916132.8324363455,87.74983923085551,1.1154669017457866,5.028403912725353,452.6734286461771,11.209564007135743,648581.9773595799,0.10395815344129744,0.016762939464708304,0.1568687118414971,3.6095181080615646,0.4146464102837859,Bronze,Al-5052,Sn-plated,RSW
2,4,2,3,420.40319728624644,1855.4216780271186,21.241105086036715,773.3595611658761,4.800619106931422,2101.529356369094,36391.189507798576,54.39798482635837,52.1772210524423,102082.98504809421,400666.12352502043,64.25640255717306,1.6090182317532307,4.919748902709199,182.30147912140913,14.839979871850385,87557.94429290926,0.05406458056812369,0.020574218576091097,0.04672264393150316,6.1060620727380694,0.23860039141854994,Cu,Al-Mg,Oxide-removed,TIG
3,3,2,0,285.68527056118126,5274.665257187416,2.6532585438922673,2570.0370620077565,6.654664889641909,1394.5772748771765,38804.28798467463,76.20474052496793,26.089993566633396,100152.96412091535,3220177.278008947,92.22412204776059,0.8314349731902673,5.059999982394943,644.2208352938561,6.008326200793579,236792.50545742013,1.5123132523905198,0.012871434753742028,0.49354387713493963,27.019046138849262,0.4996229957872491,Cu-Be,Al-6061,Oxide-removed,Friction
1,1,2,0,356.7958317776032,6444.402981497342,38.914450166889566,872.0576420075577,2.3849945107042565,2195.998195845692,33666.503586100735,-2.62065587459319,76.73750236353246,98997.11731902366,319088.4011551072,52.990718899882125,1.985292277680527,4.65162172407639,117.81417501762115,42.46319172257424,52435.55261138105,0.5724776980760318,0.09488439821895112,0.8825706532345539,4.733555973939708,2.902248562244054,Bronze,Al-1100,Oxide-removed,Friction
0,4,3,0,196.8871367173478,3229.370426210905,19.79128434406598,1100.4295395707732,8.363108424506827,1163.8449917072892,24992.669495219387,-7.7034914581019045,31.31557303579919,104878.88936861214,1319115.530396036,81.9455298268187,1.2637494278490675,4.896288281254232,310.6327806723451,6.909776185115911,87088.7689229541,1.1265672243340816,0.06378873830944232,0.5515373481745041,1.5091555512584307,0.7076993258554203,Brass,Al-Mg,Sn-plated,Friction
0,3,0,4,495.2788333859109,2288.049167831515,5.661701438863581,3682.44215511056,2.0340135187909496,2001.1510148312052,29971.25338186754,69.75203372721715,61.976272052977535,100244.86861711547,1281181.2345869327,85.71321363420027,1.0926601259011282,5.303977415173505,396.6663551071347,16.06891226814067,54167.29392734112,1.4990211913128704,0.011805408758611025,0.6557365962612569,2.365327471076455,1.5523326769033003,Brass,Al-6061,Ag-plated,USW
1,1,2,3,341.1785625879585,4759.543310548468,6.38068834437735,3021.763349569056,1.5206894248978318,945.9613753835035,30944.35750548867,75.12737096853449,23.746389635119296,99188.3839362342,582521.9219868532,61.06988874645825,1.7628998343270394,4.437845011874282,174.46143175233567,25.099538837128243,88008.31021291841,0.8636283851334419,0.10634453940979294,0.3879557814222596,10.52268174755659,0.7491546667430047,Bronze,Al-1100,Oxide-removed,TIG
2,0,3,3,137.0846843205088,7750.650544300372,38.87493155295628,3939.157847110331,7.596526456625155,673.392324795806,35816.67796917497,34.05579140008424,47.787599675569524,98492.5233940717,1004442.3780523324,65.3957549362532,1.5873576175084652,5.008744991294289,153.5385214852941,2.501287164825153,227384.15626303654,1.551404330267637,0.026159424541326137,0.34947573364573126,12.523600854353802,1.6501346327714685,Cu,Al,Sn-plated,TIG
0,4,2,1,157.08127932201228,754.1621674911052,40.88211761385978,2447.3434792875632,2.254338119609483,2941.859990175943,17573.602600401307,39.41922480276698,50.114301654809886,103412.30613010921,845703.979895894,82.44096673794172,1.1656793012617968,4.492179399917598,365.74634889060496,4.275890186605393,130177.70636565896,1.240178111533595,0.06709913538642132,0.2648035144200449,18.433056986441642,0.3754662893294536,Brass,Al-Mg,Oxide-removed,Laser
2,2,1,4,277.75054253258185,6259.123142830573,28.013122286043966,2777.1187051247143,7.620665726656282,1409.0951036631734,30299.12413619827,34.75577523824008,41.49702379821365,97141.40742909317,1210753.8244575066,77.73735920796966,1.2792676757244648,5.355843727514698,268.9837923370878,5.996721545773001,251800.1674209269,1.0872498515191182,0.06839796754148797,0.4957829783120835,5.064003151341069,1.3683349895832961,Cu,Al-5052,Ni-plated,USW
1,2,0,2,99.7811154384201,309.3038634997201,12.029460512344874,4857.973993578678,3.191995192219007,660.2015793482118,11455.331231682556,58.7410657759916,46.04894503411374,96603.79647610013,1560476.591603765,91.94573776295285,0.9897243433084071,4.91689612010952,412.5140852177401,3.674946649701919,78138.6273363994,1.3717992021178347,0.07053955987190569,0.2458783227542809,11.983664405842006,0.9448234405668268,Bronze,Al-5052,Ag-plated,RSW
3,4,2,0,175.72313559080308,2049.0815210277665,11.789285669755717,1452.5076115617408,8.247200448818825,2852.2400643296887,10360.444809803661,57.390738224998444,56.85090548418772,104133.42357367658,2413925.084015318,92.98339855034236,0.9234651642187095,5.553260508236451,492.0891399180332,3.6419421333641964,565523.8135444387,0.2214348988595205,0.0028403319349049605,0.7308168410413862,4.5351988207048635,0.6775472139609637,Cu-Be,Al-Mg,Oxide-removed,Friction
4,3,1,2,148.7192983144144,2792.7973543733287,19.686010012699327,385.6717295428158,6.055763716235655,2010.88086227088,26380.08785623948,16.35463741354687,29.329050781434148,97520.4153429693,1450779.6037423457,84.38891995659989,1.1775457213314384,4.812821807351143,371.49721997023244,8.737583344337974,244994.3423497884,0.029516020646617847,0.007416093476995234,0.19498472771912967,7.267934839716446,0.0045967181257964285,Cu-Ni,Al-6061,Ni-plated,RSW
2,1,4,4,296.9807141951836,6358.723188107953,10.876862709317647,4904.466289214865,9.116794919954195,987.3631006827451,17469.12258594674,49.1401734799967,78.07331438051465,96512.30126450493,226420.4469735964,59.71809392618538,1.8523333627306109,5.030037287509527,118.49760561340999,10.780975306551639,248528.82912058776,0.34914518259082783,0.0700929840949247,0.16696708329892473,18.986879525070663,1.8040702893987328,Cu,Al-1100,,USW
1,1,4,2,258.8674511578595,933.9170725162097,36.37001723906963,3238.0695589130305,8.859787639449642,1060.5925225289025,709.3449401244322,17.232012604369512,26.57355174418097,101220.43901775248,268442.9704062325,60.31000700527318,1.6582429108331316,5.400828196339361,147.13407913309328,24.321759596144094,10970.027532520966,0.5533662732228883,0.04235709234454743,0.32489987727200953,11.608916278902186,1.0328467512448523,Bronze,Al-1100,,RSW
4,0,1,4,371.73940409446357,6977.04852698143,32.07099295516734,193.16817698712796,9.475236902907728,55.409785367369956,24030.792206947568,45.21578492013081,36.47575288208104,101694.96703458115,153787.0932519086,43.88136821242678,2.2832001179841086,4.658442797251333,99.42989004951191,65.97771941450605,39921.69379385017,0.0861824535685578,0.017582980919210955,0.7315212354261913,2.962256597881698,2.7403517522640044,Cu-Ni,Al,Ni-plated,USW
