sample_id,anode_material,cathode_material,tab_thickness_um,surface_finish,coating,welding_technique,power_w,amplitude_um,force_n,time_s,speed_mm_s,pulse_frequency_hz,current_a,voltage_v,rotation_speed_rpm,travel_speed_mm_s,tool_diameter_mm,pulse_duration_ms,spot_size_mm,pre_heat_temperature_c,humidity_percent,atmospheric_pressure_kpa,weld_position,joint_type,joint_geometry,cleaning_method,pre_treatment,nugget_diameter_mm,penetration_depth_mm,weld_width_mm,haz_width_mm,contact_resistance_mohm,electrical_conductivity_s_m,thermal_conductivity_w_mk,shear_strength_mpa,tensile_strength_mpa,hardness_hv,porosity_percent,crack_density_per_mm2,microstructure_score,bond_quality_index,weld_quality_class,min_temperature_c,max_temperature_c,cycle_count,ramp_rate_c_per_min,thermal_stress_mpa,fatigue_life_cycles,resistance_change_percent,strength_retention_percent,failure_mode,mttf_hours,reliability_95_percent,thermal_resistance_k_w,thermal_resistance_change_percent,creep_resistance_hours,corrosion_resistance_index,performance_score,pass_fail
WS_000001,Nickel,Titanium,132.54565543977372,Etched,Silver,Resistance_Spot_Welding,,,2284.5804889825968,0.10897516665982285,,,5133.240027692805,4.003377500251196,,,,,,45.71602722594934,59.05330837693117,95.564115790271,Overhead,Corner,V-Groove,Acetone,Solution_Treatment,3.685251516300771,2.941471972650876,5.3330531761143165,3.5948815792604476,0.06742859064308404,0.014830504248461067,47.941476384089626,91.87357221530276,144.37939431607106,124.98354320454305,1.4112068809446021,0.12380371293079105,85.26891262590003,76.39781606106946,B,-38.837545429204695,82.75229700814577,1795,5.4548626605906385,1.337488266810855,1604.635481754467,1.1324342312245383,94.97280756934188,Thermal_Fatigue,1758.231136691774,0.5,20.858765215913767,0.3397302693673615,56673.335063627754,80.24894621491678,76.6797258659927,PASS
WS_000002,Nickel,Titanium,327.8666793324724,Cleaned_Alcohol,Gold,Ultrasonic_Welding,892.2927863521257,36.21062261782377,1243.11314470864,0.3650383352388795,,20000.0,,,,,,,,72.58603673633927,41.9817105976215,99.56069984217037,Vertical,T-Joint,J-Groove,Ultrasonic,Solution_Treatment,0.5,0.3588304129791422,0.6521403907424973,0.3465971259710723,0.05733651619583854,0.01744089223322187,44.92125731466797,117.29748682999265,210.39530712839567,121.7138866094249,2.4220825134548067,0.6506656688725726,72.52584652108908,76.29766964883525,B,-30.25659246015462,78.62982020647478,340,5.879566966416894,1.1977505393329233,5038.330455709645,5.957955154192353,96.35231252086305,Thermal_Fatigue,5846.201768477369,0.95,22.26117566111565,1.7873865462577059,164257.47955011248,89.82201111229321,94.46527706914422,PASS
WS_000003,Copper,Steel,436.97318303134426,Anodized,Silver,Ultrasonic_Welding,176.85060632129506,95.39969835279999,1932.9824644953908,1.6359549614212763,,20000.0,,,,,,,,74.83047845120672,25.86032684038303,101.84233026512157,Vertical,Corner,U-Groove,Ultrasonic,None,0.5,0.3752046462245652,0.5563139553806862,0.4866215675922124,0.01376757613324023,0.07263442673729728,269.7695916330176,32.79428015158347,45.332281988826715,47.79785233664917,1.756163980089121,0.02188381144565455,82.3289411418805,77.29318954684102,B,-20.120360225211932,82.73343514215362,377,3.4878663936456604,1.4656665839849594,2621.539988369957,1.790357468936225,98.16901571987628,Thermal_Fatigue,2328.149192464729,0.95,3.706867011758519,0.5371072406808675,56060.1198044164,78.48333181491451,94.94502908478584,PASS
WS_000004,Steel,Copper,166.4509917200076,Etched,Tin,Laser_Welding,2183.263785007099,,,,11.189141480541252,568.1326274921714,,,,,,0.7231345198656157,1.7003410717304972,100.95574400655782,43.709014160108865,104.26658865793794,Vertical,Corner,Square,Plasma,Solution_Treatment,2.535901218603606,1.0752013425419116,3.4153434655070245,2.9215247851768598,0.01575758914655695,0.06346148453924509,197.94276758564698,35.51307836664974,61.45915169935909,41.10814666362611,0.31212548686258645,0.12552162112201945,96.25113702576404,83.3004185430741,A,-37.434074372172525,82.42912383436891,1692,7.460342847840866,1.7080505744432155,3797.8818073325483,3.089823315819932,97.62411978048277,Thermal_Fatigue,4479.599859146696,0.95,5.051965334208609,0.9269469947459795,21081.817269966174,65.47027774154097,93.14490473550468,PASS
WS_000005,Titanium,Aluminum,292.86145957508586,Etched,Polymer,Ultrasonic_Welding,597.8222938903925,58.84264748424236,324.80223870078714,1.6241742634326755,,20000.0,,,,,,,,33.41911586235875,79.21321619603104,102.72244769296657,Overhead,T-Joint,U-Groove,None,Solution_Treatment,0.5,0.21807107465207376,0.5867600294196805,0.2950754339103876,0.026625112889261338,0.0375585261989003,141.21474489788258,100.80011650866311,159.85048197194902,217.85308418997712,0.5769447105938657,0.012616663272950055,94.1674695776966,82.31797044936678,A,-35.71184684836802,77.20311516648985,1339,5.425943774652625,1.789702147935497,6657.428338886495,3.829120025918264,96.03153659010472,Thermal_Fatigue,6892.8955568070705,0.95,7.081413493492734,1.1487360077754791,175557.48691626615,40.39535250059109,90.09710656030457,PASS
WS_000006,Steel,Copper,322.68198865145513,Cleaned_Alcohol,Aluminum_Oxide,Laser_Welding,667.7583916731356,,,,43.29206786790408,623.6748287007304,,,,,,6.684870694567718,0.2207608655434449,75.9768179088192,39.51099932160482,102.29606178338064,Overhead,T-Joint,U-Groove,None,Stress_Relief,1.427048760904396,0.9582453147389034,2.1204665547853705,1.2853138828009465,0.016247846740221793,0.06154661697568113,220.52110211561106,31.384224080395203,56.45402803074161,41.83220287134518,1.0192777997740485,0.003054688977621393,89.79194855737141,79.06044158574487,B,-24.263253863669654,83.34592025837628,642,9.981352799794402,1.5334307312391549,956.0068031744024,3.1038622076610247,89.12334529939768,Thermal_Fatigue,1067.2893044473499,0.95,4.534713414754008,0.9311586622983073,23146.406171200524,48.96403772488901,89.78991417007012,PASS
WS_000007,Titanium,Steel,392.35327187760385,Cleaned_Alcohol,Aluminum_Oxide,Resistance_Spot_Welding,,,1354.7347815304875,0.050029253643047035,,,7395.966007172086,1.998017387306482,,,,,,99.08057033583862,32.10315214012377,103.95763595673519,Flat,Corner,Square,Ultrasonic,Annealing,5.746100479968863,3.180538945982642,6.689041967129395,4.147454136494312,0.12232702964414237,0.008174808158990436,37.68195875115322,224.55471448432408,381.5429199138881,248.14267043582274,1.0033366843364948,0.031494800969973584,89.80915915178518,77.83227725073618,B,-30.053794501002546,81.45432867152365,1654,7.837849815316985,1.1485336686770198,1381.9087280504061,8.492037343509196,94.36082725573793,Thermal_Fatigue,1367.620932515167,0.5,26.537898589716914,2.547611203052759,324030.4274858418,50.86401930737743,71.41095617883258,PASS
WS_000008,Titanium,Steel,141.37755113064622,Anodized,Nickel,Laser_Welding,4414.2924111747625,,,,31.59334835855587,296.3380521518763,,,,,,2.199335770622385,0.9674156839175294,59.31927869903005,44.99059687222197,103.83280258918869,Overhead,Lap,U-Groove,Ultrasonic,None,4.590639389514184,2.6704522943711484,6.676646359922133,3.3651039345917124,0.08677210880997106,0.011524440441916391,42.8817110336273,312.0145249212037,541.4040216645341,185.14093812770554,1.4627219329372707,0.08946049609346926,84.92547819015995,82.15355402876699,A,-30.594107539339618,68.0972361711006,830,8.099030886457413,1.016520840217534,1766.2980098768824,2.7104183721246073,96.38827055325552,Thermal_Fatigue,1873.5685226593203,0.95,23.319964989638883,0.8131255116373822,258081.90583660925,77.14837109709467,94.1793657087232,PASS
WS_000009,Copper,Steel,242.19850488181535,Oxidized,Diamond_Like_Carbon,Resistance_Spot_Welding,,,134.06543960283443,0.5156398295517901,,,4756.699028339011,2.9989702942365724,,,,,,41.57576612006291,40.25691028421768,104.4290970391252,Horizontal,Butt,J-Groove,None,Annealing,3.915276886804963,1.8711147687673708,5.372848301271809,4.446658373108838,0.018663354339718843,0.05358093629888531,242.27653338870408,42.259976434158744,72.2664307602852,49.30257197677812,0.20182352046274882,0.0070289762038620906,97.9466199143532,87.26341789847966,A,-31.8061399280372,60.654315817039965,1219,3.3403528803864346,1.3175614943673497,2740.3816771567635,1.0126017331127393,97.41493947501631,Thermal_Fatigue,2302.5484676948904,0.95,4.1275148938821,0.30378051993382177,37039.34514376892,73.60922833809748,94.54013020887919,PASS
WS_000010,Copper,Aluminum,483.1012827239501,Anodized,Zinc,Resistance_Spot_Welding,,,1574.3037181021714,0.2919920894336929,,,1331.9825261907952,6.486079005819072,,,,,,110.48222418119506,23.08872507499936,97.78646464236611,Flat,Butt,U-Groove,Acetone,None,3.982228083657991,1.9509269608604791,4.971467067910333,4.816322318497599,0.01172090091203751,0.08531767374408801,303.94911165289557,36.92216380959809,52.90665360630989,26.021491153801723,1.8336869007169647,0.042237061218543336,81.45194568673764,79.09246970546742,B,-30.346573728389846,61.15686800189318,1370,6.327204191157716,1.811768146259604,1298.8649875914455,0.6368916951506629,98.48217199816433,Thermal_Fatigue,1505.1124958430337,0.5,3.29002442073916,0.19106750854519886,8497.182034090798,72.69673879713436,76.7750407708011,PASS
