sample_id,heat_input_J_per_mm,weld_nugget_diameter_mm,penetration_depth_mm,weld_width_mm,bond_area_mm2,tensile_strength_MPa,shear_strength_MPa,peel_strength_N_per_mm,weld_hardness_HV,heat_affected_zone_hardness_HV,contact_resistance_uOhm,weld_resistance_uOhm,current_capacity_A,weld_thermal_conductivity_W_mK,thermal_resistance_K_W,average_grain_size_um,porosity_percent,intermetallic_thickness_um,crack_density_per_mm2,surface_roughness_after_weld_um,weld_spatter_count,oxidation_score,resistance_after_50pct_life_uOhm,tensile_strength_after_50pct_life_MPa,power_dissipation_increase_percent,voltage_drop_increase_mV,thermal_resistance_increase_percent,max_operating_temp_C
WS_00000,5.5116679358612535,1.873259994271745,0.11176658914493874,1.9161986618500997,2.756043056194018,5.0,3.9549880979944274,1.0,54.94142523227437,58.84638563366301,10.0,3.594420537004237,8.592262717119002,304.1658057895879,0.2940435840409374,48.28081693479396,2.28207803165726,0.0,0.03190665694876591,1.9772008367118608,2,2.9439806203291825,10.09232098405503,4.986151852391745,0.9232098405502986,0.0006345969194430229,3.2476955922690953,653.7124999999999
WS_00001,340.204780832884,5.153302168130674,0.11740459656644381,5.2580090927358,20.857444575823422,5.0,3.750434164585551,1.0,87.5,97.88299433809009,10.0,5.2064079407183055,71.25547716332073,94.80620573976059,0.14813441718462136,118.74877626009652,5.098129836923254,17.86865778902616,4.624826599324544,1.148424902344585,18,10.0,10.83824016681983,4.874263974977025,8.382401668198302,0.04778336245136683,16.081408152743364,397.65
WS_00002,5.660549721226826,2.107579328468003,0.06516762239738992,2.288118842612318,3.4886527395043827,6.257860048210045,4.705877676351087,1.0,79.76002174435104,80.82227855240998,10.0,6.667802769205082,9.338811151491575,132.08466139250336,0.46926176583024787,54.88700496874955,1.6098040673357539,0.763912228022163,1.3410813114923754,1.5749947535562823,6,3.9132473623804778,11.15106285929601,6.041764339805037,11.510628592960103,0.008599646933169072,15.692588461765023,398.0650938159093
WS_00003,5.546581789655663,2.2873829024641927,0.05405552167699099,2.2443684401752364,4.109297864742183,5.0,3.2241148323450814,1.0,41.0448498028951,44.16374076604341,10.0,3.1492150475051583,14.370875216313978,271.73430461459134,0.18392552423518627,53.320114083089805,1.862501557585959,0.8140197166352807,0.18225648850236253,0.7189810822744641,3,1.3494255098028551,12.166999378026597,4.674950093296011,21.669993780265973,0.02491334212436018,12.84779133911143,397.65
WS_00004,1.920050952034579,1.7025787591786254,0.08891629579864047,1.652002717988169,2.2766921143728545,5.0,3.825108541523488,1.0,92.6431720350085,98.30049111159504,10.0,3.977784402762862,7.890404964627501,177.81851849884563,0.49154471695413915,47.31813370441879,1.971952531493311,0.5896438565508173,0.12520700440492424,2.419773277260422,6,0.6172559243102651,10.573753578010948,4.913936963298358,5.737535780109471,0.003621718464328294,6.0481386790954685,653.7124999999999
WS_00005,8.593664910817195,2.0615040669923794,0.09045354207814156,1.9291437246538856,3.3377843437230736,13.162233914282115,10.00869509173097,1.0859602308744631,56.05754615092701,56.561352211615954,10.0,6.95858250751437,11.118644069012651,350.11820425957654,0.2516915687831405,65.70424458740962,1.7753689289078065,0.0,0.2480153438272318,0.743234519722159,3,0.9096049843251475,10.388135485929745,13.00897201259489,3.8813548592974367,0.0034524322548848824,3.0702448473635133,658.140511898498
WS_00006,151.9765791581646,3.4860556179358224,0.036918319721683565,3.363034533513837,9.544616974545571,5.0,3.770446077862708,1.0,37.53659208198168,41.69780303009677,10.0,6.851319271044254,33.073353566600105,236.8636862445781,0.05097553115811378,151.8080905072475,2.6429090995691107,7.509723416617219,0.215061044178266,0.9912670342264008,1,4.067091013809559,13.198488968952402,4.520226654657139,31.98488968952402,0.08462780523922636,12.36636268636154,397.65
WS_00007,75.83998952109212,3.2014380540094307,0.19333604265879767,3.2851664777993665,8.049707265251138,27.89892794569436,19.80562198449728,3.047154614580016,86.49422000332032,84.36593156111644,10.0,3.7676908009791807,22.177561770640434,156.60259889877418,0.25550114978989397,114.69371307733219,2.158731060102369,3.772303802442012,0.11495045953018022,2.5201024256738003,8,3.4994203444892396,11.263285835475195,26.8415983307322,12.632858354751942,0.022413279720181006,11.760935064784588,405.2066462220791
WS_00008,32.05304717644166,2.365894311591643,0.1429729559491972,2.3611910055346854,4.396231578548702,20.851820586519796,15.156534738983295,2.33416740610551,46.391006053159686,41.99804990661956,10.0,4.374089814216846,11.352775598028131,294.9197113904001,0.25842395932511203,77.48260378340841,1.6346525391325673,2.2033008746061618,0.4175081195523471,1.5888900327730036,2,2.328772324984031,11.1583207169996,20.127227713344055,11.583207169996012,0.010520124136514833,11.365760915572567,402.8811007935515
WS_00009,81.24281352413814,3.1037441990591543,0.0944628021290658,3.103706309558651,7.565919620566834,5.531630401640968,4.129182229443532,1.0,29.65260485033362,29.150953149997772,10.0,6.9634603225011364,23.507520615624703,211.14973304776285,0.16687855594919765,91.51415731532555,4.925033114845119,0.0,0.027690179064426442,1.2800035165335253,10,4.727560718562691,10.231562596771713,5.4932028406354085,2.3156259677171276,0.004354770013934917,4.249993521272948,397.8254380325415
