sample_id,timestamp,batch_id,anode_material,cathode_material,anode_thickness_um,cathode_thickness_um,surface_finish,surface_roughness_ra_um,welding_technique,power_w,amplitude_um,force_n,time_ms,speed_mm_s,pulse_frequency_hz,pulse_energy_j,current_ka,preheat_temp_c,ambient_temp_c,ambient_humidity_percent,energy_density_j_mm2,weld_width_mm,weld_length_mm,penetration_depth_um,imc_thickness_um,contact_resistance_microohm,shear_strength_mpa,peel_strength_n_mm,porosity_percent,crack_density_per_mm2,void_fraction_percent,surface_roughness_post_weld_um,peak_temperature_c,cooling_rate_c_per_s,grain_size_um,thermal_cycles_tested,resistance_increase_percent,strength_retention_percent,fatigue_life_cycles,delamination_area_percent,imc_growth_rate_nm_per_cycle,corrosion_mass_loss_mg_cm2,quality_score,quality_class,pass_fail
WS_004263,2023-02-14 09:30:00,14,Cu-C10100,Al-1100,374.9559650742858,289.3684522533782,anodized,2.678422515947679,RSW,50.96331032978331,0.0,3578.8286050859992,157.63225285638077,0.0,0.0,0.0,22.575054890250723,77.54898646154945,24.4647681268995,36.66402821368945,0.8033461420302604,1.8088917972615834,3.4280756533759598,64.8190996979251,0.2,104.50712122553718,31.187080045307532,3.0539775773771285,0.0,0.0,2.7310870298136263,2.460152111534181,144.8197218927076,5.0,44.55053844198665,1539,46.20431157628964,39.933586176802656,505,19.806067530721695,0.0,1.9525104320648323,0.5770577881241357,Fair,0
WS_004847,2023-02-20 11:30:00,8,Cu-C10100,Al-3003,439.18867732503617,245.80038581951698,tin_plated,0.7920246705264871,Laser,2661.4145406496887,0.0,0.0,18.882890551120035,30.928041015442236,511.8981813889444,17.24729895237799,0.0,77.88214826360093,19.719112980560705,47.247850059772446,1.1153179047949715,1.554506786134322,2.9648764204532774,42.617010526992516,0.2,100.49593140943807,23.232045686421664,7.063428268650868,0.0,0.0,1.8042537004292791,0.16573053093269519,185.85013612632778,5.0,43.59082374325304,1894,50.25992858824447,41.92619294815957,381,19.106720692208263,0.0,2.121092213378402,0.5690004881901417,Fair,0
WS_004364,2023-02-15 10:45:00,49,Cu-101,Al-1100,177.5975824893589,442.63377769098304,nickel_plated,4.639708902342324,CMW,0.0,0.0,9965.825257752878,739.3033832901555,10.500481698691216,0.0,0.0,0.0,66.6633648203438,23.951931875192074,46.57903419592499,99.65825257752878,2.5096187004855506,3.8211142400028204,46.42773549432762,1.1531080662866624,72.49613335808115,42.798449184647225,7.7489522727393965,0.0,0.0,6.458599605454378,5.498610761668472,239.89213485756088,36.23099499687352,40.06074521321534,397,20.77791417550878,90.14598197908181,533,2.743029219071875,0.3369472641630763,1.419837698615416,0.7745882372320149,Good,0
WS_001198,2023-01-13 11:15:00,18,Cu-C10100,Al-3003,436.8774923492458,230.83660240065544,tin_plated,1.7211738438759607,Laser,2083.7948923845615,0.0,0.0,80.31700335534023,23.382307560394302,73.38235532325496,34.0293268068678,0.0,33.8185746251782,24.965742349920703,42.43627233569633,2.9106902061717603,2.1256307767397105,3.4601145560770665,46.591131033354486,0.8719224669354197,90.75054095580367,25.078904876923907,8.805131342447945,0.0,0.0,2.9707523327552696,1.1943068310611875,109.21489301132397,5.0,57.345330042922754,602,19.770597043116005,69.94021991250904,757,7.042465553052871,0.0,1.3271040988996772,0.7324566979712911,Good,0
WS_003458,2023-02-06 00:15:00,45,Cu-101,Al-6061,252.7920181851784,144.88054670625715,anodized,4.729177628797548,CMW,0.0,0.0,5622.439664949028,632.1030416519293,12.630320388284224,0.0,0.0,0.0,44.110127498646584,27.536471062028053,48.9393486110672,56.22439664949028,2.7548904308122135,3.8364771211287687,69.92309222639987,0.6254764711986267,87.04455209485052,35.39437194986219,6.200858265972821,0.0,0.0,12.0,4.4453566815614005,173.99344242372263,15.179680920004781,45.63579717094323,1247,36.983907110591645,60.69518751652166,644,12.546024221696852,0.5956855371571412,1.7538749693015634,0.6656716460430684,Good,0
WS_002801,2023-01-30 04:00:00,27,Cu-ETP,Al-1100,115.12805462081413,323.489363285021,nickel_plated,4.234092776846527,RSW,8.347803738339218,0.0,4478.034051498863,346.172850083071,0.0,0.0,0.0,9.136631621302907,30.223276922114977,26.68198927477478,61.014511053384666,0.2889783012035002,2.184783691611856,3.6176970302438765,71.55297442083764,0.5833225351644604,102.16378862220998,23.643097357083953,5.511504458496181,0.0,0.0,0.5013523540046221,3.5381722164379683,152.22777589559078,21.233816144205203,39.277820683292,964,37.19638142310275,65.85874899073164,580,12.422928846027983,0.0,2.0565102886049633,0.6742259754225391,Good,0
WS_002916,2023-01-31 08:45:00,43,Cu-101,Al-1100,197.91994920069035,299.9289030994356,nickel_plated,1.120599371714745,USW,3837.434099674387,55.175320308609734,3477.4434345515774,363.1620087841478,0.0,20000.0,0.0,0.0,74.47062631810383,20.986195565554965,32.62478313546308,45.77745179599675,2.1389759774921893,3.5865113042372676,108.80136272345072,1.406709814204882,75.8236625862752,48.166006593841345,7.984128182839346,0.0,0.0,7.172205789243216,1.488626467920813,160.32196164433273,6.4081773233663455,48.29416684774318,877,20.30668700996461,73.87502001577771,787,4.179705898934147,0.5802964989735803,1.4637306013870688,0.7488572376306625,Good,0
WS_001192,2023-01-13 09:45:00,19,Cu-C10100,Al-1100,357.1226364344695,161.38273284326482,tin_plated,3.561734787375074,RSW,13.417871826734032,0.0,4773.091885057069,475.3865256075506,0.0,0.0,0.0,11.583553784022428,42.078966942022824,21.09032141551223,55.78372628463771,0.637867546875853,1.8751585369347183,3.0486471026709814,32.9882894524706,0.5771548285180477,87.44758578060967,38.58869383845859,4.638712510240277,0.0,0.0,0.6084980006809001,3.5600635842669477,162.5993890116703,15.030084192568692,54.165322598772114,448,29.891883540082688,71.35227037241667,570,8.56500600355426,0.0,2.339214825215464,0.7054834643642534,Good,0
WS_000966,2023-01-11 01:15:00,29,Cu-101,Al-1060,459.0129306088336,166.35116986501419,tin_plated,4.071008670401648,USW,3595.362412624032,52.29767954378175,2639.1275755553797,198.96253892333763,0.0,20000.0,0.0,0.0,48.5616756718442,23.320847794674698,42.039326447243866,26.154664225175328,2.3673872030882954,3.272293807418003,81.17568161187573,0.5005538688895355,101.88258296336313,34.56319638270773,4.305674383261511,0.0,0.0,11.987009730579603,3.2857345277236822,224.45760413094914,19.60196105521944,39.873780344934325,1119,36.77721262347233,57.28152231766187,618,10.847320353980772,0.5461568346842602,2.2370649173900072,0.6588992611952322,Good,0
WS_001271,2023-01-14 05:30:00,12,Cu-110,Al-1100,240.0027473892715,159.95771813126325,anodized,3.014668849059035,RSW,2.8301792893525444,0.0,2142.922830238214,319.9356484602914,0.0,0.0,0.0,5.319942940814821,33.691758507482064,19.662956506578425,54.080400325923506,0.09054752461978931,1.9175940869403105,2.787897397023532,45.72874584225821,0.2485476522998224,96.57725982110516,27.81618671055405,6.52429641618424,0.0,0.0,3.8546557536222408,2.3771738570233376,190.9633784685628,8.869655900210466,52.83763584079382,1633,44.08989681827882,51.02915811205444,296,16.849247130914545,0.002525572509053338,2.5002960037062247,0.5995790450155865,Fair,0
