max_interface_temperature_c,heat_input_j,bond_area_mm2,porosity_pct,void_fraction_pct,interface_resistance_mohm,nugget_diameter_mm,haze_color_index,surface_roughness_ra_um
1247.177992557076,739.5524991333258,185.47831576029458,1.2019057503548505,1.3019773636280962,50.0,15.36744371445304,2.4029625481233374,0.5525258514966516
2535.940749709505,10111.040688307083,6.642400047724744,9.87510360018454,5.740500028204479,50.0,2.908155156231159,4.91691226759351,0.6247413956682237
938.1031256409344,2379.4562957610556,53.43226493368759,2.004363714113879,0.6004355587238017,50.0,8.248155713754256,1.8299106448534717,0.2523561832873802
105.872011639428,470.2952269007152,59.22267649988785,1.3732671274845338,1.4166752815687684,50.0,8.683585300134675,0.0,0.744475411283431
604.4379195070553,1327.2044630418475,76.82797690548298,2.085248789790846,1.6308646001939746,50.0,9.89042053393387,1.23747518044635,0.7952672109808677
857.4641766457911,1445.6295412740799,54.18575645635151,1.7469757759317996,1.1155033688547227,50.0,8.306109069932528,1.5382130746176468,0.4193298301761549
219.3179288748908,1540.8209313127024,151.18222977335304,1.9185070948861132,0.5288186265039279,50.0,13.874119554359865,0.4720760749935131,0.7500793705923946
223.17080753179192,1266.0904991582415,146.67820843529353,1.4302840959900418,0.645582666359338,50.0,13.665888018373428,0.9831040687327308,0.1855304545685026
207.85294591026135,491.5742441698411,34.096190028020786,1.6522106631838258,1.226087439053003,50.0,6.588825196382189,0.2075335576703316,0.8979191759167833
140.67498838787725,410.0436315223099,73.49670551109824,1.2925572994379715,0.0946703014949909,50.0,9.67361937769339,0.3743454090386426,0.9479891290549606
250.49013609122787,689.0416694825375,122.6334283230764,1.0069841457927626,1.0083341697611115,50.0,12.495668467408457,0.7790684763315558,0.20027092036986205
203.3372302211112,762.4678429131553,58.3124546099149,0.7549259481440758,0.2547906451091993,50.0,8.616595798801166,0.6925177137027361,0.8748869713185867
689.2415802538922,2283.3424184611845,43.54812720724117,1.7076250739106669,0.9999483920964843,50.0,7.446287508511654,1.8143094185611133,0.6007977856379306
3465.5099504912573,3578.344629974603,5.405176468030911,3.513125039205045,1.549076252508224,50.0,2.623372719490864,6.712611212827231,0.4231825583622815
3987.2950328152065,2691.4698792700124,5.915056185485106,1.722909243284949,0.8041436835246288,50.0,2.744318393461292,7.708155826289479,0.4912885961120011
2092.980059556295,1202.1798181818895,29.49381332013713,1.055874860541612,0.7371469966743418,50.0,6.128024921965908,4.102262782649307,0.6173033513234321
235.7446521356596,1608.2165763707387,28.2434504670621,1.3890386894162203,0.6499964093228918,50.0,5.9967222725779346,0.8878586086089368,0.7367240970710862
