Temperature_C,Temperature_K,Youngs_Modulus_Pa,Poisson_Ratio,CTE_1perK,Density_kg_per_m3,Shear_Viscosity_Pa_s,Bulk_Viscosity_Pa_s,Thermal_Conductivity_W_per_mK,Specific_Heat_J_per_kgK
25.0,298.15,200000000000.0,0.31,1.25e-05,6850.0,3.636223606593983e+64,1.090867081978195e+65,2.5,500.0
38.888888888888886,312.0388888888889,199166666666.66666,0.31043055555555554,1.2534722222222223e-05,6839.308014418069,1.6640624973144845e+62,4.992187491943453e+62,2.4965277777777777,502.0833333333333
52.77777777777778,325.92777777777775,198333333333.33334,0.3108611111111111,1.2569444444444444e-05,6828.638269050741,1.205244427601507e+60,3.615733282804521e+60,2.4930555555555554,504.16666666666663
66.66666666666667,339.81666666666666,197500000000.0,0.31129166666666663,1.2604166666666667e-05,6817.990706101215,1.3059281486198397e+58,3.917784445859519e+58,2.4895833333333335,506.25
80.55555555555556,353.7055555555555,196666666666.66666,0.31172222222222223,1.263888888888889e-05,6807.365267952832,2.0188043735299738e+56,6.056413120589921e+56,2.486111111111111,508.3333333333333
94.44444444444444,367.59444444444443,195833333333.3333,0.3121527777777778,1.267361111111111e-05,6796.76189716844,4.2766791190459505e+54,1.2830037357137853e+55,2.482638888888889,510.41666666666663
108.33333333333334,381.48333333333335,195000000000.0,0.3125833333333333,1.2708333333333333e-05,6786.180536489708,1.199529139738206e+53,3.598587419214618e+53,2.479166666666667,512.5
122.22222222222223,395.3722222222222,194166666666.66666,0.31301388888888887,1.2743055555555556e-05,6775.621128836505,4.32474968822156e+51,1.297424906466468e+52,2.4756944444444446,514.5833333333333
136.11111111111111,409.26111111111106,193333333333.33334,0.3134444444444444,1.2777777777777777e-05,6765.083617306236,1.9536882505055984e+50,5.861064751516795e+50,2.4722222222222223,516.6666666666667
150.0,423.15,192500000000.0,0.31387499999999996,1.28125e-05,6754.567945173213,1.0815567770600077e+49,3.244670331180023e+49,2.46875,518.75
163.88888888888889,437.0388888888889,191666666666.6667,0.31430555555555556,1.2847222222222222e-05,6744.074055887999,7.19655711278415e+47,2.1589671338352452e+48,2.4652777777777777,520.8333333333334
