Temperature_C,Temperature_K,Youngs_Modulus_Pa,Poisson_Ratio,CTE_1perK,Density_kg_per_m3,Shear_Viscosity_Pa_s,Bulk_Viscosity_Pa_s,Thermal_Conductivity_W_per_mK,Specific_Heat_J_per_kgK
25.0,298.15,190000000000.0,0.31,1.28e-05,7200.0,3.636223606593983e+66,1.090867081978195e+67,2.5,500.0
38.888888888888886,312.0388888888889,189208333333.33334,0.31043055555555554,1.2835555555555556e-05,7188.492277086066,1.6640624973144844e+64,4.992187491943453e+64,2.4965277777777777,502.0833333333333
52.77777777777778,325.92777777777775,188416666666.6667,0.3108611111111111,1.287111111111111e-05,7177.0090647582665,1.205244427601507e+62,3.6157332828045207e+62,2.4930555555555554,504.16666666666663
66.66666666666667,339.81666666666666,187625000000.0,0.31129166666666663,1.2906666666666666e-05,7165.550297794206,1.3059281486198398e+60,3.9177844458595194e+60,2.4895833333333335,506.25
80.55555555555556,353.7055555555555,186833333333.3333,0.31172222222222223,1.294222222222222e-05,7154.115911179633,2.0188043735299737e+58,6.056413120589921e+58,2.486111111111111,508.3333333333333
94.44444444444444,367.59444444444443,186041666666.66666,0.3121527777777778,1.2977777777777777e-05,7142.705840107686,4.27667911904595e+56,1.283003735713785e+57,2.482638888888889,510.41666666666663
108.33333333333334,381.48333333333335,185250000000.0,0.3125833333333333,1.3013333333333331e-05,7131.3200199781,1.1995291397382059e+55,3.598587419214618e+55,2.479166666666667,512.5
122.22222222222223,395.3722222222222,184458333333.33334,0.31301388888888887,1.3048888888888887e-05,7119.958386396477,4.32474968822156e+53,1.2974249064664681e+54,2.4756944444444446,514.5833333333333
136.11111111111111,409.26111111111106,183666666666.66666,0.3134444444444444,1.3084444444444444e-05,7108.6208751734775,1.9536882505055982e+52,5.861064751516795e+52,2.4722222222222223,516.6666666666667
150.0,423.15,182875000000.0,0.31387499999999996,1.3119999999999998e-05,7097.307422324081,1.0815567770600078e+51,3.2446703311800236e+51,2.46875,518.75
163.88888888888889,437.0388888888889,182083333333.33334,0.31430555555555556,1.3155555555555554e-05,7086.017964066826,7.196557112784151e+49,2.1589671338352453e+50,2.4652777777777777,520.8333333333334
177.77777777777777,450.92777777777775,181291666666.6667,0.3147361111111111,1.3191111111111109e-05,7074.7524368230615,5.6584882373897113e+48,1.6975464712169134e+49,2.461805555555556,522.9166666666667
191.66666666666669,464.81666666666666,180500000000.0,0.31516666666666665,1.3226666666666668e-05,7063.510777216176,5.1793737487214165e+47,1.5538121246164248e+48,2.458333333333333,525.0
205.55555555555557,478.7055555555555,179708333333.3333,0.3155972222222222,1.3262222222222223e-05,7052.2929220708675,5.446412306884032e+46,1.6339236920652097e+47,2.454861111111111,527.0833333333334
219.44444444444446,492.59444444444443,178916666666.66666,0.31602777777777774,1.3297777777777779e-05,7041.098808412378,6.50284422325025e+45,1.9508532669750752e+46,2.451388888888889,529.1666666666666
233.33333333333334,506.48333333333335,178125000000.0,0.3164583333333333,1.3333333333333333e-05,7029.928373465789,8.724046379207633e+44,2.6172139137622897e+45,2.4479166666666665,531.25
247.22222222222223,520.3722222222223,177333333333.33334,0.3168888888888889,1.336888888888889e-05,7018.78155465523,1.3028698378725147e+44,3.908609513617544e+44,2.444444444444444,533.3333333333334
261.1111111111111,534.2611111111111,176541666666.6667,0.31731944444444443,1.3404444444444444e-05,7007.658289603183,2.147932856134425e+43,6.443798568403275e+43,2.4409722222222223,535.4166666666666
275.0,548.15,175750000000.0,0.31775,1.344e-05,6996.558516129729,3.8798347467848394e+42,1.163950424035452e+43,2.4375,537.5
288.8888888888889,562.0388888888889,174958333333.3333,0.3181805555555555,1.3475555555555556e-05,6985.482172251834,7.626714154467193e+41,2.2880142463401582e+42,2.4340277777777777,539.5833333333333
302.77777777777777,575.9277777777777,174166666666.66666,0.31861111111111107,1.351111111111111e-05,6974.429196182606,1.6215710971022918e+41,4.864713291306876e+41,2.4305555555555554,541.6666666666666
316.6666666666667,589.8166666666666,173375000000.0,0.3190416666666666,1.3546666666666667e-05,6963.399526330572,3.708529006296806e+40,1.1125587018890418e+41,2.4270833333333335,543.75
330.55555555555554,603.7055555555555,172583333333.33334,0.3194722222222222,1.3582222222222221e-05,6952.393101298982,9.077137524269933e+39,2.72314125728098e+40,2.423611111111111,545.8333333333333
344.44444444444446,617.5944444444444,171791666666.66666,0.3199027777777778,1.3617777777777777e-05,6941.409859885054,2.3669478866304558e+39,7.100843659891367e+39,2.420138888888889,547.9166666666666
358.33333333333337,631.4833333333333,171000000000.0,0.32033333333333336,1.3653333333333332e-05,6930.4497410792865,6.5479748645071905e+38,1.9643924593521573e+39,2.4166666666666665,550.0
372.22222222222223,645.3722222222223,170208333333.33334,0.3207638888888889,1.3688888888888888e-05,6919.512684064731,1.9144585816129603e+38,5.7433757448388814e+38,2.4131944444444446,552.0833333333334
386.11111111111114,659.2611111111112,169416666666.66666,0.32119444444444445,1.3724444444444443e-05,6908.598628216304,5.89504947955104e+37,1.7685148438653117e+38,2.4097222222222223,554.1666666666667
400.0,673.15,168625000000.0,0.32162500000000005,1.3759999999999999e-05,6897.707513100058,1.9056300004248482e+37,5.716890001274545e+37,2.40625,556.25
413.8888888888889,687.0388888888889,167833333333.3333,0.3220555555555556,1.3795555555555555e-05,6886.839278472489,6.44791232855436e+36,1.934373698566308e+37,2.4027777777777777,558.3333333333334
427.77777777777777,700.9277777777777,167041666666.66666,0.32248611111111114,1.383111111111111e-05,6875.993864279831,2.2774577137778986e+36,6.832373141333696e+36,2.399305555555556,560.4166666666666
441.6666666666667,714.8166666666666,166250000000.0,0.3229166666666667,1.3866666666666665e-05,6865.171210657382,8.376161247956054e+35,2.5128483743868163e+36,2.3958333333333335,562.5
455.55555555555554,728.7055555555555,165458333333.33334,0.32334722222222223,1.390222222222222e-05,6854.371257928776,3.2003610877609982e+35,9.601083263282994e+35,2.392361111111111,564.5833333333334
469.44444444444446,742.5944444444444,164666666666.6667,0.3237777777777778,1.393777777777778e-05,6843.593946605315,1.2676023795855643e+35,3.8028071387566926e+35,2.388888888888889,566.6666666666666
483.33333333333337,756.4833333333333,163875000000.0,0.3242083333333334,1.3973333333333334e-05,6832.839217385267,5.194411186103344e+34,1.558323355831003e+35,2.3854166666666665,568.75
497.22222222222223,770.3722222222223,163083333333.33334,0.3246388888888889,1.400888888888889e-05,6822.107011153205,2.198163567128706e+34,6.594490701386118e+34,2.381944444444444,570.8333333333333
511.11111111111114,784.2611111111112,162291666666.66666,0.32506944444444447,1.4044444444444445e-05,6811.397268979293,9.589851002338518e+33,2.8769553007015554e+34,2.3784722222222223,572.9166666666666
525.0,798.15,161500000000.0,0.3255,1.408e-05,6800.709932118617,4.306270662183101e+33,1.2918811986549303e+34,2.375,575.0
538.8888888888889,812.0388888888889,160708333333.33334,0.32593055555555556,1.4115555555555555e-05,6790.044942010533,1.9873990438123532e+33,5.96219713143706e+33,2.3715277777777777,577.0833333333333
552.7777777777778,825.9277777777778,159916666666.66666,0.3263611111111111,1.4151111111111111e-05,6779.402240277954,9.413758940143851e+32,2.8241276820431556e+33,2.3680555555555554,579.1666666666667
566.6666666666666,839.8166666666666,159125000000.0,0.32679166666666665,1.4186666666666667e-05,6768.781768726705,4.57061836187933e+32,1.371185508563799e+33,2.364583333333333,581.25
580.5555555555555,853.7055555555555,158333333333.33334,0.32722222222222225,1.4222222222222222e-05,6758.183469344842,2.2719399600871584e+32,6.815819880261474e+32,2.361111111111111,583.3333333333334
594.4444444444445,867.5944444444444,157541666666.66666,0.3276527777777778,1.4257777777777778e-05,6747.607284302006,1.1548841021664761e+32,3.464652306499428e+32,2.357638888888889,585.4166666666667
608.3333333333334,881.4833333333333,156750000000.0,0.32808333333333334,1.4293333333333333e-05,6737.05315594873,5.997084684417076e+31,1.799125405325123e+32,2.3541666666666665,587.5
622.2222222222223,895.3722222222223,155958333333.3333,0.3285138888888889,1.4328888888888889e-05,6726.5210268158025,3.1781270576946836e+31,9.534381173084052e+31,2.3506944444444446,589.5833333333334
636.1111111111111,909.2611111111111,155166666666.66666,0.32894444444444443,1.4364444444444443e-05,6716.010839613599,1.7172243002171249e+31,5.151672900651375e+31,2.3472222222222223,591.6666666666666
650.0,923.15,154375000000.0,0.329375,1.44e-05,6705.522537231445,9.452076748868195e+30,2.8356230246604584e+31,2.34375,593.75
663.8888888888889,937.0388888888889,153583333333.33334,0.3298055555555556,1.4435555555555556e-05,6695.056062736936,5.295588014716085e+30,1.5886764044148255e+31,2.3402777777777777,595.8333333333334
677.7777777777778,950.9277777777778,152791666666.6667,0.3302361111111111,1.447111111111111e-05,6684.61135937531,3.017526345149046e+30,9.052579035447139e+30,2.3368055555555554,597.9166666666666
691.6666666666667,964.8166666666667,152000000000.0,0.33066666666666666,1.4506666666666666e-05,6674.188370568791,1.7475131977228572e+30,5.242539593168571e+30,2.3333333333333335,600.0
705.5555555555555,978.7055555555555,151208333333.33334,0.3310972222222222,1.454222222222222e-05,6663.787039915958,1.0278339894049408e+30,3.0835019682148227e+30,2.329861111111111,602.0833333333333
719.4444444444445,992.5944444444444,150416666666.66666,0.33152777777777775,1.4577777777777777e-05,6653.407311191087,6.135867370330948e+29,1.8407602110992843e+30,2.326388888888889,604.1666666666666
733.3333333333334,1006.4833333333333,149625000000.0,0.3319583333333333,1.4613333333333331e-05,6643.049128343519,3.715458293669251e+29,1.1146374881007753e+30,2.322916666666667,606.25
747.2222222222223,1020.3722222222223,148833333333.33334,0.3323888888888889,1.4648888888888887e-05,6632.712435497042,2.2807608905849104e+29,6.842282671754731e+29,2.3194444444444446,608.3333333333334
761.1111111111111,1034.261111111111,148041666666.66666,0.33281944444444445,1.4684444444444444e-05,6622.3971769492255,1.4185319668431925e+29,4.255595900529577e+29,2.3159722222222223,610.4166666666666
775.0,1048.15,147250000000.0,0.33325,1.4719999999999998e-05,6612.103297170814,8.934376056867894e+28,2.6803128170603683e+29,2.3125,612.5
788.8888888888889,1062.0388888888888,146458333333.33334,0.33368055555555554,1.4755555555555554e-05,6601.830740805086,5.695615006934079e+28,1.7086845020802237e+29,2.3090277777777777,614.5833333333334
802.7777777777778,1075.927777777778,145666666666.66666,0.3341111111111111,1.4791111111111109e-05,6591.57945266725,3.6733723758777426e+28,1.1020117127633228e+29,2.305555555555556,616.6666666666667
816.6666666666667,1089.8166666666666,144875000000.0,0.3345416666666666,1.4826666666666668e-05,6581.349377743794,2.39576503565988e+28,7.1872951069796395e+28,2.302083333333333,618.75
830.5555555555555,1103.7055555555555,144083333333.3333,0.3349722222222222,1.4862222222222223e-05,6571.140461191883,1.579410947847734e+28,4.738232843543202e+28,2.298611111111111,620.8333333333334
844.4444444444445,1117.5944444444444,143291666666.66666,0.33540277777777777,1.4897777777777779e-05,6560.9526483387335,1.0520673668095012e+28,3.1562021004285036e+28,2.295138888888889,622.9166666666666
858.3333333333334,1131.4833333333333,142500000000.0,0.3358333333333333,1.4933333333333333e-05,6550.785884681012,7.078216149156984e+27,2.1234648447470953e+28,2.2916666666666665,625.0
872.2222222222223,1145.3722222222223,141708333333.33334,0.33626388888888886,1.496888888888889e-05,6540.6401158842045,4.8081540181718937e+27,1.4424462054515682e+28,2.288194444444444,627.0833333333334
