Temperature_C,Temperature_K,Youngs_Modulus_Pa,Poisson_Ratio,CTE_1perK,Density_kg_per_m3,Shear_Viscosity_Pa_s,Bulk_Viscosity_Pa_s,Thermal_Conductivity_W_per_mK,Specific_Heat_J_per_kgK
25.0,298.15,180000000000.0,0.32,1.32e-05,6200.0,3.636223606593983e+65,1.0908670819781949e+66,2.5,500.0
38.888888888888886,312.0388888888889,179250000000.0,0.3204444444444445,1.3236666666666666e-05,6189.781242693253,1.6640624973144844e+63,4.992187491943453e+63,2.4965277777777777,502.0833333333333
52.77777777777778,325.92777777777775,178500000000.0,0.3208888888888889,1.3273333333333334e-05,6179.58492961395,1.205244427601507e+61,3.615733282804521e+61,2.4930555555555554,504.16666666666663
66.66666666666667,339.81666666666666,177750000000.0,0.32133333333333336,1.331e-05,6169.410999175979,1.3059281486198397e+59,3.9177844458595192e+59,2.4895833333333335,506.25
80.55555555555556,353.7055555555555,177000000000.0,0.3217777777777778,1.3346666666666667e-05,6159.259389995891,2.018804373529974e+57,6.0564131205899215e+57,2.486111111111111,508.3333333333333
94.44444444444444,367.59444444444443,176250000000.0,0.32222222222222224,1.3383333333333333e-05,6149.130040892148,4.27667911904595e+55,1.283003735713785e+56,2.482638888888889,510.41666666666663
108.33333333333334,381.48333333333335,175500000000.0,0.32266666666666666,1.342e-05,6139.022890884333,1.199529139738206e+54,3.598587419214618e+54,2.479166666666667,512.5
122.22222222222223,395.3722222222222,174750000000.0,0.3231111111111111,1.3456666666666666e-05,6128.937879192387,4.32474968822156e+52,1.297424906466468e+53,2.4756944444444446,514.5833333333333
136.11111111111111,409.26111111111106,174000000000.0,0.32355555555555554,1.3493333333333333e-05,6118.874945235826,1.9536882505055984e+51,5.861064751516795e+51,2.4722222222222223,516.6666666666667
150.0,423.15,173250000000.0,0.324,1.353e-05,6108.834028632996,1.0815567770600078e+50,3.244670331180023e+50,2.46875,518.75
163.88888888888889,437.0388888888889,172500000000.0,0.3244444444444444,1.3566666666666667e-05,6098.815069200306,7.19655711278415e+48,2.158967133835245e+49,2.4652777777777777,520.8333333333334
177.77777777777777,450.92777777777775,171750000000.0,0.3248888888888889,1.3603333333333332e-05,6088.818006951466,5.6584882373897115e+47,1.6975464712169135e+48,2.461805555555556,522.9166666666667
191.66666666666669,464.81666666666666,171000000000.0,0.3253333333333333,1.3640000000000002e-05,6078.842782096737,5.179373748721416e+46,1.5538121246164248e+47,2.458333333333333,525.0
205.55555555555557,478.7055555555555,170250000000.0,0.3257777777777778,1.3676666666666669e-05,6068.8893350421695,5.446412306884032e+45,1.6339236920652096e+46,2.454861111111111,527.0833333333334
219.44444444444446,492.59444444444443,169500000000.0,0.3262222222222222,1.3713333333333335e-05,6058.957606388875,6.5028442232502505e+44,1.950853266975075e+45,2.451388888888889,529.1666666666666
233.33333333333334,506.48333333333335,168750000000.0,0.32666666666666666,1.3750000000000002e-05,6049.047536932269,8.724046379207634e+43,2.61721391376229e+44,2.4479166666666665,531.25
247.22222222222223,520.3722222222223,168000000000.0,0.3271111111111111,1.3786666666666668e-05,6039.159067661335,1.3028698378725147e+43,3.908609513617544e+43,2.444444444444444,533.3333333333334
261.1111111111111,534.2611111111111,167250000000.0,0.32755555555555554,1.3823333333333335e-05,6029.292139757872,2.147932856134425e+42,6.443798568403274e+42,2.4409722222222223,535.4166666666666
275.0,548.15,166500000000.0,0.32799999999999996,1.3860000000000001e-05,6019.446694595784,3.8798347467848394e+41,1.1639504240354518e+42,2.4375,537.5
288.8888888888889,562.0388888888889,165750000000.0,0.32844444444444443,1.3896666666666669e-05,6009.622673740333,7.626714154467193e+40,2.2880142463401577e+41,2.4340277777777777,539.5833333333333
302.77777777777777,575.9277777777777,165000000000.0,0.32888888888888884,1.3933333333333334e-05,5999.820018947415,1.621571097102292e+40,4.864713291306876e+40,2.4305555555555554,541.6666666666666
316.6666666666667,589.8166666666666,164250000000.0,0.3293333333333333,1.397e-05,5990.038672162823,3.708529006296806e+39,1.1125587018890417e+40,2.4270833333333335,543.75
330.55555555555554,603.7055555555555,163500000000.0,0.3297777777777777,1.4006666666666668e-05,5980.278575521548,9.077137524269933e+38,2.72314125728098e+39,2.423611111111111,545.8333333333333
344.44444444444446,617.5944444444444,162750000000.0,0.33022222222222225,1.4043333333333333e-05,5970.539671347045,2.366947886630456e+38,7.100843659891368e+38,2.420138888888889,547.9166666666666
358.33333333333337,631.4833333333333,162000000000.0,0.3306666666666667,1.408e-05,5960.8219021505165,6.547974864507191e+37,1.9643924593521572e+38,2.4166666666666665,550.0
372.22222222222223,645.3722222222223,161250000000.0,0.33111111111111113,1.4116666666666666e-05,5951.125210630211,1.9144585816129605e+37,5.743375744838881e+37,2.4131944444444446,552.0833333333334
386.11111111111114,659.2611111111112,160500000000.0,0.3315555555555556,1.4153333333333334e-05,5941.4495396706925,5.89504947955104e+36,1.768514843865312e+37,2.4097222222222223,554.1666666666667
400.0,673.15,159750000000.0,0.332,1.419e-05,5931.794832342157,1.9056300004248482e+36,5.716890001274544e+36,2.40625,556.25
413.8888888888889,687.0388888888889,159000000000.0,0.3324444444444445,1.4226666666666667e-05,5922.161031899716,6.447912328554359e+35,1.9343736985663078e+36,2.4027777777777777,558.3333333333334
427.77777777777777,700.9277777777777,158250000000.0,0.3328888888888889,1.4263333333333333e-05,5912.548081782709,2.2774577137778984e+35,6.832373141333696e+35,2.399305555555556,560.4166666666666
441.6666666666667,714.8166666666666,157500000000.0,0.33333333333333337,1.43e-05,5902.955925613976,8.376161247956054e+34,2.5128483743868163e+35,2.3958333333333335,562.5
455.55555555555554,728.7055555555555,156750000000.0,0.3337777777777778,1.4336666666666666e-05,5893.384507199203,3.200361087760998e+34,9.601083263282994e+34,2.392361111111111,564.5833333333334
469.44444444444446,742.5944444444444,156000000000.0,0.33422222222222225,1.4373333333333335e-05,5883.833770526203,1.2676023795855642e+34,3.8028071387566924e+34,2.388888888888889,566.6666666666666
483.33333333333337,756.4833333333333,155250000000.0,0.33466666666666667,1.4410000000000003e-05,5874.303659764238,5.194411186103344e+33,1.5583233558310033e+34,2.3854166666666665,568.75
497.22222222222223,770.3722222222223,154500000000.0,0.33511111111111114,1.4446666666666668e-05,5864.794119263333,2.198163567128706e+33,6.594490701386118e+33,2.381944444444444,570.8333333333333
511.11111111111114,784.2611111111112,153750000000.0,0.33555555555555555,1.4483333333333336e-05,5855.305093553587,9.589851002338519e+32,2.8769553007015557e+33,2.3784722222222223,572.9166666666666
525.0,798.15,153000000000.0,0.336,1.4520000000000002e-05,5845.8365273445015,4.306270662183101e+32,1.2918811986549305e+33,2.375,575.0
538.8888888888889,812.0388888888889,152250000000.0,0.3364444444444445,1.4556666666666669e-05,5836.388365524306,1.9873990438123532e+32,5.96219713143706e+32,2.3715277777777777,577.0833333333333
