Temperature_C,Temperature_K,Youngs_Modulus_Pa,Poisson_Ratio,CTE_1perK,Density_kg_per_m3,Shear_Viscosity_Pa_s,Bulk_Viscosity_Pa_s,Thermal_Conductivity_W_per_mK,Specific_Heat_J_per_kgK
25.0,298.15,220000000000.0,0.3,1.05e-05,6100.0,3.636223606593983e+67,1.090867081978195e+68,2.5,500.0
38.888888888888886,312.0388888888889,219083333333.33334,0.30041666666666667,1.0529166666666666e-05,6092.0007503639445,1.6640624973144844e+65,4.992187491943454e+65,2.4965277777777777,502.0833333333333
52.77777777777778,325.92777777777775,218166666666.6667,0.30083333333333334,1.0558333333333332e-05,6084.015481063337,1.205244427601507e+63,3.615733282804521e+63,2.4930555555555554,504.16666666666663
66.66666666666667,339.81666666666666,217250000000.0,0.30124999999999996,1.05875e-05,6076.044161569615,1.3059281486198397e+61,3.917784445859519e+61,2.4895833333333335,506.25
80.55555555555556,353.7055555555555,216333333333.3333,0.30166666666666664,1.0616666666666666e-05,6068.086761434199,2.018804373529974e+59,6.056413120589921e+59,2.486111111111111,508.3333333333333
94.44444444444444,367.59444444444443,215416666666.66666,0.3020833333333333,1.0645833333333332e-05,6060.143250288207,4.27667911904595e+57,1.283003735713785e+58,2.482638888888889,510.41666666666663
108.33333333333334,381.48333333333335,214500000000.0,0.3025,1.0674999999999999e-05,6052.213597842245,1.199529139738206e+56,3.598587419214618e+56,2.479166666666667,512.5
122.22222222222223,395.3722222222222,213583333333.33334,0.30291666666666667,1.0704166666666665e-05,6044.297773886155,4.32474968822156e+54,1.297424906466468e+55,2.4756944444444446,514.5833333333333
136.11111111111111,409.26111111111106,212666666666.66666,0.3033333333333333,1.0733333333333331e-05,6036.39574828875,1.9536882505055984e+53,5.861064751516795e+53,2.4722222222222223,516.6666666666667
150.0,423.15,211750000000.0,0.30374999999999996,1.0762499999999999e-05,6028.5074909976165,1.0815567770600078e+52,3.2446703311800233e+52,2.46875,518.75
163.88888888888889,437.0388888888889,210833333333.33334,0.30416666666666664,1.0791666666666665e-05,6020.632972038833,7.1965571127841505e+50,2.1589671338352453e+51,2.4652777777777777,520.8333333333334
177.77777777777777,450.92777777777775,209916666666.6667,0.3045833333333333,1.0820833333333332e-05,6012.772161516757,5.658488237389712e+49,1.6975464712169136e+50,2.461805555555556,522.9166666666667
191.66666666666669,464.81666666666666,209000000000.0,0.305,1.0850000000000001e-05,6004.92502961378,5.179373748721416e+48,1.553812124616425e+49,2.458333333333333,525.0
205.55555555555557,478.7055555555555,208083333333.3333,0.3054166666666666,1.0879166666666667e-05,5997.091546590079,5.446412306884032e+47,1.6339236920652096e+48,2.454861111111111,527.0833333333334
219.44444444444446,492.59444444444443,207166666666.66666,0.3058333333333333,1.0908333333333334e-05,5989.271682783401,6.502844223250251e+46,1.9508532669750753e+47,2.451388888888889,529.1666666666666
233.33333333333334,506.48333333333335,206250000000.0,0.30624999999999997,1.09375e-05,5981.465408608803,8.724046379207633e+45,2.61721391376229e+46,2.4479166666666665,531.25
247.22222222222223,520.3722222222223,205333333333.33334,0.30666666666666664,1.0966666666666666e-05,5973.67269455844,1.3028698378725147e+45,3.908609513617544e+45,2.444444444444444,533.3333333333334
261.1111111111111,534.2611111111111,204416666666.6667,0.3070833333333333,1.0995833333333334e-05,5965.8935112013105,2.147932856134425e+44,6.443798568403275e+44,2.4409722222222223,535.4166666666666
275.0,548.15,203500000000.0,0.30749999999999994,1.1025e-05,5958.127829183039,3.8798347467848393e+43,1.1639504240354518e+44,2.4375,537.5
288.8888888888889,562.0388888888889,202583333333.3333,0.3079166666666666,1.1054166666666667e-05,5950.375619225637,7.626714154467193e+42,2.288014246340158e+43,2.4340277777777777,539.5833333333333
302.77777777777777,575.9277777777777,201666666666.66666,0.3083333333333333,1.1083333333333333e-05,5942.636852127263,1.621571097102292e+42,4.864713291306876e+42,2.4305555555555554,541.6666666666666
316.6666666666667,589.8166666666666,200750000000.0,0.30874999999999997,1.1112499999999999e-05,5934.911498762013,3.708529006296806e+41,1.1125587018890417e+42,2.4270833333333335,543.75
330.55555555555554,603.7055555555555,199833333333.33334,0.30916666666666665,1.1141666666666665e-05,5927.199530079662,9.077137524269934e+40,2.72314125728098e+41,2.423611111111111,545.8333333333333
