timestamp,pressure,gas_flow_rate,zone_0_temperature,zone_0_setpoint,zone_0_power,zone_1_temperature,zone_1_setpoint,zone_1_power,zone_2_temperature,zone_2_setpoint,zone_2_power
0.0,0.9241117036674257,119.34521598307764,24.934601522192917,20.0,30.558652709464393,34.986536858813196,28.414709848078964,29.88265956962614,30.418545090354996,29.092974268256818,35.8881109421144
0.5,1.0549146991604534,101.62745352917821,27.199187905904118,20.444444444444443,41.17866411343921,35.3505255951932,28.859154292523407,13.438955268921113,24.893807978517835,29.53741871270126,86.604100884465
1.0,1.289375617366216,100.16997658400574,14.957138978707183,20.88888888888889,63.64078116124232,34.46133141724023,29.303598736967857,75.97427931739529,31.47039489051875,29.981863157145707,100.0
1.5,1.25762051783373,102.88058933623037,23.381106096675364,21.333333333333332,88.36795303322445,28.63626397070449,29.7480431814123,83.67060477618568,20.02645946972235,30.42630760159015,60.46027854587727
2.0,0.9857135226267304,94.97272870811575,19.68027886469476,21.77777777777778,42.97945092878678,23.406751448579566,30.192487625856742,62.716946920698405,27.375963365445006,30.870752046034596,73.17910811821113
2.5,1.1779124020623486,108.47074970126916,24.869239336454026,22.22222222222222,49.2469548099867,32.46709102536403,30.636932070301185,95.7711702419488,34.06144372691762,31.31519649047904,7.054907106792342
3.0,0.9256449009020407,100.204822582609,27.33463047749914,22.666666666666668,18.981758053608598,32.681581511689004,31.081376514745635,32.93945798466942,34.84554804749841,31.759640934923485,78.69228932487411
3.5,1.0229754889954048,92.3403707920134,26.187689252144928,23.11111111111111,29.503356602590166,28.26677243764351,31.525820959190078,47.66639064525095,22.845522236161514,32.204085379367925,11.705333782273101
4.0,0.7674571504205754,116.60331938849964,13.734775531450087,23.555555555555557,1.543002912272776,29.918699861307495,31.97026540363452,54.61007408524353,35.65211827910598,32.648529823812375,56.64429457969848
4.5,1.0152206936076522,98.16941443828416,29.2414793369409,24.0,18.928790369460145,43.48240434534279,32.414709848078964,57.49030417010106,20.827433433139348,33.09297426825682,24.27202874376326
5.0,1.1447057713559714,103.1580032508441,25.39223663544404,24.444444444444443,37.56698589155525,33.770999946663046,32.85915429252341,52.274036045963214,39.20148555218224,33.53741871270126,51.41889477679551
5.5,0.9630312999240421,99.32181612989612,22.318577417076085,24.88888888888889,58.15011105917718,30.49627761911644,33.30359873696786,25.967334315661592,29.712318494530685,33.98186315714571,91.85277352099274
6.0,0.9517078196772695,102.12289046225168,21.87135445082373,25.333333333333336,43.255794130299364,39.1732521447803,33.7480431814123,38.99693166267604,38.71957337192735,34.42630760159015,60.2626857763089
