Temperature_C,CTE_per_K,Youngs_Modulus_GPa,Poisson_Ratio,Shear_Viscosity_Pa_s,Density_g_cm3,Material,Composition
20.0,1.2506180265823673e-05,191.94504211522633,0.26215768271672174,,6.115198387974141,anode,NiO-YSZ (60-40 vol%)
33.93939393939394,1.2566958293216889e-05,187.953773587294,0.28001460957285734,,6.172973435183101,anode,NiO-YSZ (60-40 vol%)
47.878787878787875,1.2791308616125372e-05,183.92400494274,0.28204742829485296,,6.274684423267715,anode,NiO-YSZ (60-40 vol%)
61.81818181818182,1.2550285681663801e-05,180.6569244137962,0.2741580559455489,,6.182761509474856,anode,NiO-YSZ (60-40 vol%)
75.75757575757575,1.2781510154403759e-05,177.03010561896218,0.2746414578862225,,6.165325194240978,anode,NiO-YSZ (60-40 vol%)
89.6969696969697,1.3095665804741651e-05,164.71200024902774,0.2663650419784595,,6.262054482349265,anode,NiO-YSZ (60-40 vol%)
103.63636363636364,1.2399553994662268e-05,202.98170383426117,0.29152658151472116,,6.257972663638214,anode,NiO-YSZ (60-40 vol%)
117.57575757575758,1.2600856448253654e-05,190.2498726204782,0.28919219208392294,,6.244672891363812,anode,NiO-YSZ (60-40 vol%)
131.5151515151515,1.2791925504581344e-05,182.40129166913286,0.27309223424607937,,6.10487859656465,anode,NiO-YSZ (60-40 vol%)
145.45454545454544,1.2509397617426138e-05,171.48500957985198,0.261419083158781,,6.179547795313394,anode,NiO-YSZ (60-40 vol%)
159.3939393939394,1.312115315135834e-05,166.7847361665333,0.2837721799116804,,6.198994014778818,anode,NiO-YSZ (60-40 vol%)
173.33333333333334,1.3351776618156387e-05,188.72532686164186,0.2799970618012029,,6.145035116756676,anode,NiO-YSZ (60-40 vol%)
187.27272727272728,1.258412047628483e-05,178.37032855517413,0.2917762988085122,,6.322905709643381,anode,NiO-YSZ (60-40 vol%)
201.21212121212122,1.2710481775434168e-05,171.77370873673587,0.2862256960604088,,6.292297457244512,anode,NiO-YSZ (60-40 vol%)
215.15151515151516,1.2780508051666163e-05,177.18800108268,0.29094158849660623,,6.179161335150236,anode,NiO-YSZ (60-40 vol%)
229.0909090909091,1.2509949035330826e-05,170.10419137503703,0.2873334082403642,,6.151601560575633,anode,NiO-YSZ (60-40 vol%)
243.03030303030303,1.2757840096880126e-05,185.00707829678183,0.27303554878275443,,6.067978519964101,anode,NiO-YSZ (60-40 vol%)
256.969696969697,1.3028786092405392e-05,160.55464345116502,0.2831891389230842,,6.09384416025983,anode,NiO-YSZ (60-40 vol%)
