Temperature_C,CTE_per_K,Youngs_Modulus_GPa,Poisson_Ratio,Shear_Viscosity_Pa_s,Density_g_cm3,Material,Composition
20.0,1.0898791736002195e-05,192.52809331155296,0.28614330618830824,,6.184478056717617,functional_layer,NiO-YSZ (40-60 vol%)
33.93939393939394,1.1470651699347767e-05,202.12469065295252,0.2835068414225818,,6.166829659713708,functional_layer,NiO-YSZ (40-60 vol%)
47.878787878787875,1.1703185666341225e-05,190.63299680360979,0.2853695359464888,,6.02914717402768,functional_layer,NiO-YSZ (40-60 vol%)
61.81818181818182,1.1761971567410345e-05,189.86123967685043,0.2788404794019842,,6.208174808044066,functional_layer,NiO-YSZ (40-60 vol%)
75.75757575757575,1.1357128301503685e-05,204.4999484641158,0.29322941475252445,,6.194698422362871,functional_layer,NiO-YSZ (40-60 vol%)
89.6969696969697,1.1251319567052573e-05,173.67292265366694,0.28026569023873077,,6.109293947412699,functional_layer,NiO-YSZ (40-60 vol%)
103.63636363636364,1.1401117473442716e-05,183.22197036950817,0.2711359055909745,,6.1666814625447195,functional_layer,NiO-YSZ (40-60 vol%)
117.57575757575758,1.1207305404399974e-05,185.2170947870462,0.2972628606116797,,6.107898198350486,functional_layer,NiO-YSZ (40-60 vol%)
131.5151515151515,1.1759443396553128e-05,179.464680434123,0.2842883660175055,,6.148306485391135,functional_layer,NiO-YSZ (40-60 vol%)
145.45454545454544,1.182668879988215e-05,189.0066803882266,0.30265848671968926,,6.125111919265884,functional_layer,NiO-YSZ (40-60 vol%)
159.3939393939394,1.176506597114254e-05,192.56307639476867,0.27708282983022603,,5.937508082246873,functional_layer,NiO-YSZ (40-60 vol%)
173.33333333333334,1.1613904812914831e-05,199.5521915159739,0.2772624181807544,,6.113275984450002,functional_layer,NiO-YSZ (40-60 vol%)
187.27272727272728,1.1116704477749538e-05,160.54734586508778,0.2810545862498553,,6.20144539978479,functional_layer,NiO-YSZ (40-60 vol%)
201.21212121212122,1.1946608252114543e-05,192.80280703957808,0.2771239656718324,,6.165685195416893,functional_layer,NiO-YSZ (40-60 vol%)
215.15151515151516,1.1383564766854823e-05,198.77052252923195,0.2877459497323048,,6.1590750823937235,functional_layer,NiO-YSZ (40-60 vol%)
229.0909090909091,1.1782032641827702e-05,204.31027350845855,0.2944044435625739,,6.1224987887573095,functional_layer,NiO-YSZ (40-60 vol%)
243.03030303030303,1.2129246476902156e-05,194.8024782687576,0.27794745222739314,,6.100971218202691,functional_layer,NiO-YSZ (40-60 vol%)
256.969696969697,1.1787446881734424e-05,183.7341761018161,0.2794522792274599,,6.156011033939261,functional_layer,NiO-YSZ (40-60 vol%)
270.9090909090909,1.1529652074018287e-05,192.49329635112875,0.276465120015818,,6.049616309273023,functional_layer,NiO-YSZ (40-60 vol%)
284.8484848484849,1.2253293808133672e-05,173.36173346152975,0.29015090593410103,,6.125983491761067,functional_layer,NiO-YSZ (40-60 vol%)
298.7878787878788,1.176561394278683e-05,195.95253484052478,0.28911996623701147,,6.179020939314076,functional_layer,NiO-YSZ (40-60 vol%)
312.72727272727275,1.1712291040682305e-05,199.5425449097381,0.2828646229739303,,6.052706005146222,functional_layer,NiO-YSZ (40-60 vol%)
326.6666666666667,1.172738907076328e-05,181.81214083361618,0.2821009188805577,,6.184081875202691,functional_layer,NiO-YSZ (40-60 vol%)
340.6060606060606,1.2074746203581473e-05,179.566987161088,0.2806539721068682,,6.1078608918094615,functional_layer,NiO-YSZ (40-60 vol%)
354.54545454545456,1.2256623236626599e-05,182.4480592941408,0.28298463496122445,,6.162524912947204,functional_layer,NiO-YSZ (40-60 vol%)
368.4848484848485,1.1902756881155644e-05,175.73974350299153,0.2939276495294467,,5.96417866610881,functional_layer,NiO-YSZ (40-60 vol%)
382.42424242424244,1.1992854493247525e-05,182.34851870689627,0.286784510983891,,6.16059271012778,functional_layer,NiO-YSZ (40-60 vol%)
396.3636363636364,1.214569527088496e-05,180.5931619256539,0.2871728352213415,,6.131473937291472,functional_layer,NiO-YSZ (40-60 vol%)
410.3030303030303,1.192047019616174e-05,190.3199030741376,0.2876183408674378,,6.040524384051146,functional_layer,NiO-YSZ (40-60 vol%)
424.24242424242425,1.2004767614774035e-05,184.83628053523046,0.2858120776466054,,6.113154959871775,functional_layer,NiO-YSZ (40-60 vol%)
438.1818181818182,1.2249782795782487e-05,179.06265107284673,0.29118924395669143,,5.956682579136973,functional_layer,NiO-YSZ (40-60 vol%)
452.1212121212121,1.2344698354425805e-05,178.46559876021323,0.28439615301053356,,6.061050185713493,functional_layer,NiO-YSZ (40-60 vol%)
466.06060606060606,1.2078681051017846e-05,169.5965774042405,0.2875404969178488,,6.062328415899785,functional_layer,NiO-YSZ (40-60 vol%)
480.0,1.2014712050464458e-05,175.18096266056216,0.27844608654185876,,5.963737160812931,functional_layer,NiO-YSZ (40-60 vol%)
493.93939393939394,1.219731806792709e-05,187.4343553208781,0.2803831456961242,,6.052160942730072,functional_layer,NiO-YSZ (40-60 vol%)
507.8787878787879,1.2263012912929177e-05,179.6907608244893,0.29622808394864575,,5.999823808016835,functional_layer,NiO-YSZ (40-60 vol%)
521.8181818181818,1.1841626542503213e-05,184.28795848749206,0.30211292845143506,,6.039661061330694,functional_layer,NiO-YSZ (40-60 vol%)
535.7575757575758,1.2405698855788598e-05,187.36244252096085,0.3049788094145814,,5.9266307079051765,functional_layer,NiO-YSZ (40-60 vol%)
549.6969696969697,1.2459064929206264e-05,180.39264583254172,0.2950738996076824,,6.069620626517266,functional_layer,NiO-YSZ (40-60 vol%)
563.6363636363636,1.2267587258520412e-05,186.83474767886693,0.2827205877765127,,5.928909083277342,functional_layer,NiO-YSZ (40-60 vol%)
577.5757575757576,1.1804895639000418e-05,170.89682026318926,0.3036062710777068,,6.028645127423493,functional_layer,NiO-YSZ (40-60 vol%)
591.5151515151515,1.2576634363720114e-05,187.85241345702232,0.28741825943326627,,5.946886381824357,functional_layer,NiO-YSZ (40-60 vol%)
605.4545454545455,1.2239218644760396e-05,196.01464106751018,0.29235857181065084,,6.012005827832517,functional_layer,NiO-YSZ (40-60 vol%)
619.3939393939394,1.2822853097482019e-05,177.97646750060784,0.29493008423381933,,5.977388154007188,functional_layer,NiO-YSZ (40-60 vol%)
633.3333333333334,1.2638830613188425e-05,171.79143093847148,0.2857600378498861,,5.972767158923474,functional_layer,NiO-YSZ (40-60 vol%)
647.2727272727273,1.2313262323776439e-05,177.1183281341129,0.2914584778907931,,5.995698341059953,functional_layer,NiO-YSZ (40-60 vol%)
661.2121212121212,1.2457516371340199e-05,176.7796982180958,0.2903759325000937,,5.999699176163093,functional_layer,NiO-YSZ (40-60 vol%)
675.1515151515151,1.2394889799424312e-05,186.40992527363827,0.2830300279908936,,6.069662199136075,functional_layer,NiO-YSZ (40-60 vol%)
